Item,2017,2018,2019,2020,2021
Sales/Revenue,21.15B,21.97B,22.43B,9.05B,15.79B
Sales Growth,-,3.87%,2.11%,-59.66%,74.51%
Cost of Goods Sold (COGS) incl. D&A,14.34B,15.94B,16.4B,11.84B,14.63B
COGS Growth,-,11.16%,2.87%,-27.82%,23.62%
COGS excluding D&A,13.12B,14.74B,15.18B,10.58B,13.36B
Depreciation & Amortization Expense,1.22B,1.2B,1.22B,1.26B,1.27B
Depreciation,1.22B,1.2B,1.2B,-,-
Amortization of Intangibles,3M,3M,15M,-,-
Gross Income,6.81B,6.03B,6.03B,(2.79B),1.16B
Gross Income Growth,-,-11.48%,0.10%,-146.21%,141.59%
Gross Profit Margin,-,-,-,-,7.34%
SG&A Expense,2.85B,2.85B,3.03B,1.93B,2.39B
SGA Growth,-,0.18%,6.10%,-36.35%,24.30%
Research & Development,-,-,-,-,-
Other SG&A,2.85B,2.85B,3.03B,1.93B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,225M,29M,24M,(906M),(2.97B)
EBIT after Unusual Expense,(225M),3.14B,2.98B,(3.81B),1.74B
Non Operating Income/Expense,(468M),9M,(61M),(179M),(1M)
Non-Operating Interest Income,35M,69M,90M,32M,13M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,36M,58M,53M,302M,425M
Interest Expense Growth,-,61.11%,-8.62%,469.81%,40.73%
Gross Interest Expense,85M,96M,89M,337M,461M
Interest Capitalized,49M,38M,36M,35M,36M
Pretax Income,3.27B,3.16B,2.96B,(4.26B),1.33B
Pretax Income Growth,-,-3.09%,-6.54%,-243.93%,131.13%
Pretax Margin,-,-,-,-,8.39%
Income Tax,(92M),699M,657M,(1.18B),348M
Income Tax - Current Domestic,976M,398M,712M,(466M),368M
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,(1.07B),301M,(55M),(716M),(20M)
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,3.36B,2.47B,2.3B,(3.07B),977M
Minority Interest Expense,-,-,-,-,-
Net Income,3.36B,2.47B,2.3B,(3.07B),977M
Net Income Growth,-,-26.57%,-6.69%,-233.65%,131.78%
Net Margin Growth,-,-,-,-,6.19%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,3.36B,2.47B,2.3B,(3.07B),977M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,3.36B,2.47B,2.3B,(3.07B),977M
EPS (Basic),5.58,4.3,4.28,(5.44),1.65
EPS (Basic) Growth,-,-22.94%,-0.58%,-227.26%,130.33%
Basic Shares Outstanding,601M,573M,538M,565M,592M
EPS (Diluted),5.57,4.29,4.27,(5.44),1.6
EPS (Diluted) Growth,-,-22.98%,-0.53%,-227.50%,129.49%
Diluted Shares Outstanding,603M,574M,539M,565M,609M
EBITDA,5.18B,4.37B,4.22B,(3.46B),37M
EBITDA Growth,-,-15.51%,-3.43%,-181.87%,101.07%
EBITDA Margin,-,-,-,-,0.23%
