Item,2017,2018,2019,2020,2021
Sales/Revenue,6.58B,6.87B,6.85B,6.42B,7.33B
Sales Growth,-,4.41%,-0.41%,-6.24%,14.19%
Cost of Goods Sold (COGS) incl. D&A,4.96B,5.41B,5.27B,4.83B,5.79B
COGS Growth,-,9.01%,-2.50%,-8.38%,19.93%
COGS excluding D&A,4.08B,4.48B,4.28B,3.79B,4.68B
Depreciation & Amortization Expense,881M,933M,992M,1.04B,1.11B
Depreciation,739M,778M,842M,901M,975M
Amortization of Intangibles,142M,155M,150M,142M,139M
Gross Income,1.62B,1.47B,1.57B,1.59B,1.54B
Gross Income Growth,-,-9.68%,7.30%,0.95%,-3.28%
Gross Profit Margin,-,-,-,-,20.94%
SG&A Expense,-,-,-,-,-
SGA Growth,-,-,-,-,-
Research & Development,-,-,-,-,-
Other SG&A,-,-,-,-,-
Other Operating Expense,284M,303M,333M,357M,389M
Unusual Expense,18M,16M,-,16M,-
EBIT after Unusual Expense,1.32B,1.15B,-,(16M),-
Non Operating Income/Expense,(23M),66M,92M,84M,164M
Non-Operating Interest Income,12M,11M,7M,11M,3M
Equity in Affiliates (Pretax),15M,9M,10M,5M,10M
Interest Expense,438M,458M,519M,505M,500M
Interest Expense Growth,-,4.57%,13.32%,-2.70%,-0.99%
Gross Interest Expense,440M,461M,523M,507M,503M
Interest Capitalized,2M,3M,4M,2M,3M
Pretax Income,886M,774M,829M,809M,823M
Pretax Income Growth,-,-12.64%,7.11%,-2.41%,1.73%
Pretax Margin,-,-,-,-,11.23%
Income Tax,424M,115M,147M,115M,95M
Income Tax - Current Domestic,20M,(55M),18M,(42M),(3M)
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,404M,170M,129M,157M,98M
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,462M,659M,682M,694M,728M
Minority Interest Expense,2M,2M,2M,(3M),(23M)
Net Income,460M,657M,680M,697M,751M
Net Income Growth,-,42.83%,3.50%,2.50%,7.75%
Net Margin Growth,-,-,-,-,10.25%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,58M,602M
Net Income After Extraordinaries,460M,657M,680M,755M,1.35B
Preferred Dividends,-,-,-,-,5M
Net Income Available to Common,460M,657M,680M,755M,1.35B
EPS (Basic),1.64,2.33,2.4,2.65,4.66
EPS (Basic) Growth,-,42.07%,3.12%,10.25%,76.07%
Basic Shares Outstanding,280M,282.2M,283M,285M,289M
EPS (Diluted),1.64,2.32,2.39,2.64,4.66
EPS (Diluted) Growth,-,41.46%,3.09%,10.26%,76.57%
Diluted Shares Outstanding,280.8M,282.9M,284.3M,286.3M,289.5M
EBITDA,2.22B,2.1B,2.23B,2.27B,2.26B
EBITDA Growth,-,-5.59%,6.49%,1.88%,-0.57%
EBITDA Margin,-,-,-,-,30.84%
