Item,2017,2018,2019,2020,2021
Sales/Revenue,28.22B,32.75B,33.27B,45.8B,56.2B
Sales Growth,-,16.08%,1.57%,37.69%,22.69%
Cost of Goods Sold (COGS) incl. D&A,6.81B,7.56B,7.61B,14.12B,17.14B
COGS Growth,-,11.03%,0.65%,85.62%,21.43%
COGS excluding D&A,5.31B,5.79B,5.59B,7.65B,8.62B
Depreciation & Amortization Expense,1.5B,1.77B,2.02B,6.47B,8.52B
Depreciation,425M,471M,464M,666M,803M
Amortization of Intangibles,1.08B,1.29B,1.55B,5.81B,7.72B
Gross Income,21.41B,25.2B,25.66B,31.69B,39.05B
Gross Income Growth,-,17.68%,1.84%,23.48%,23.25%
Gross Profit Margin,-,-,-,-,69.49%
SG&A Expense,10.85B,12.56B,12.09B,16.06B,19.3B
SGA Growth,-,15.78%,-3.77%,32.86%,20.23%
Research & Development,5.01B,5.23B,5.38B,6.17B,6.98B
Other SG&A,5.84B,7.33B,6.71B,9.88B,-
Other Operating Expense,-,500M,(340M),-,-
Unusual Expense,1.86B,5.56B,4.23B,9.99B,4.09B
EBIT after Unusual Expense,(1.86B),6.58B,9.69B,5.65B,15.66B
Non Operating Income/Expense,26M,(237M),280M,98M,(265M)
Non-Operating Interest Income,146M,204M,275M,174M,39M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,1.15B,1.35B,1.82B,2.52B,2.45B
Interest Expense Growth,-,17.22%,34.64%,38.79%,-2.78%
Gross Interest Expense,1.15B,1.35B,1.82B,2.52B,2.45B
Interest Capitalized,-,-,-,-,-
Pretax Income,7.73B,5.2B,8.43B,3.4B,12.99B
Pretax Income Growth,-,-32.74%,62.13%,-59.67%,282.25%
Pretax Margin,-,-,-,-,23.11%
Income Tax,2.42B,(490M),544M,(1.22B),1.44B
Income Tax - Current Domestic,6.2B,593M,102M,907M,1.99B
Income Tax - Current Foreign,376M,434M,320M,194M,351M
Income Tax - Deferred Domestic,(4.9B),(1.5B),(137M),(58M),(839M)
Income Tax - Deferred Foreign,736M,(20M),259M,(2.27B),(59M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),(26M),(30M),(40M),(60M),(74M)
Consolidated Net Income,5.28B,5.66B,7.84B,4.56B,11.48B
Minority Interest Expense,-,-,-,6M,7M
Net Income,5.28B,5.66B,7.84B,4.56B,11.47B
Net Income Growth,-,7.08%,38.62%,-41.90%,151.71%
Net Margin Growth,-,-,-,-,20.41%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,5.28B,5.66B,7.84B,4.56B,11.47B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,5.28B,5.66B,7.84B,4.56B,11.47B
EPS (Basic),3.31,3.67,5.3,2.73,6.48
EPS (Basic) Growth,-,10.88%,44.28%,-48.39%,137.07%
Basic Shares Outstanding,1.6B,1.54B,1.48B,1.67B,1.77B
EPS (Diluted),3.3,3.66,5.28,2.72,6.45
EPS (Diluted) Growth,-,10.91%,44.38%,-48.47%,136.99%
Diluted Shares Outstanding,1.6B,1.55B,1.48B,1.67B,1.78B
EBITDA,12.07B,13.9B,15.93B,22.1B,28.27B
EBITDA Growth,-,15.23%,14.59%,38.72%,27.91%
EBITDA Margin,-,-,-,-,50.31%
