Item,2017,2018,2019,2020,2021
Sales/Revenue,10.99B,12.05B,12.71B,12.36B,10.4B
Sales Growth,-,9.67%,5.49%,-2.82%,-15.81%
Cost of Goods Sold (COGS) incl. D&A,2.09B,2.2B,2.42B,2.26B,2.6B
COGS Growth,-,5.38%,10.13%,-6.52%,14.80%
COGS excluding D&A,1.36B,1.55B,1.96B,1.81B,2.11B
Depreciation & Amortization Expense,721.6M,650.6M,464.6M,457M,487.3M
Depreciation,266.3M,269.4M,190.6M,201.9M,235.3M
Amortization of Intangibles,455.3M,381.2M,274M,255.1M,252M
Gross Income,8.9B,9.86B,10.29B,10.09B,7.81B
Gross Income Growth,-,10.67%,4.45%,-1.94%,-22.67%
Gross Profit Margin,-,-,-,-,75.03%
SG&A Expense,4.17B,4.69B,4.46B,6.29B,4.94B
SGA Growth,-,12.56%,-4.86%,40.96%,-21.50%
Research & Development,2.25B,2.6B,2.09B,3.79B,2.27B
Other SG&A,1.92B,2.1B,2.37B,2.5B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,553.5M,476.4M,143.8M,175.3M,648.3M
EBIT after Unusual Expense,(553.5M),4.69B,5.69B,3.63B,2.22B
Non Operating Income/Expense,(90.4M),54.6M,207M,759M,(869.6M)
Non-Operating Interest Income,78.5M,112.5M,120M,42M,11M
Equity in Affiliates (Pretax),1.2B,1.25B,1.3B,847.3M,640.5M
Interest Expense,245.6M,200.6M,187.4M,225.8M,253.6M
Interest Expense Growth,-,-18.32%,-6.58%,20.49%,12.31%
Gross Interest Expense,276.3M,254.6M,256.2M,291M,289.9M
Interest Capitalized,30.7M,54M,68.8M,65.2M,36.3M
Pretax Income,5.13B,5.9B,7.13B,5.05B,1.75B
Pretax Income Growth,-,15.03%,20.79%,-29.17%,-65.42%
Pretax Margin,-,-,-,-,16.78%
Income Tax,2.46B,1.43B,1.16B,992.3M,52.5M
Income Tax - Current Domestic,2.26B,1.18B,1.01B,688.2M,342.2M
Income Tax - Current Foreign,108.6M,140M,84.4M,155.1M,137.1M
Income Tax - Deferred Domestic,250.9M,(69.4M),1.14B,(1.76B),(254.4M)
Income Tax - Deferred Foreign,(159.2M),177.7M,(1.07B),1.91B,(172.4M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,(79.4M),5.3M,34.9M
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,2.67B,4.47B,5.89B,4.06B,1.73B
Minority Interest Expense,131M,43.3M,-,59.9M,171.5M
Net Income,2.54B,4.43B,5.89B,4B,1.56B
Net Income Growth,-,74.50%,32.90%,-32.06%,-61.10%
Net Margin Growth,-,-,-,-,14.96%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,2.54B,4.43B,5.89B,4B,1.56B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,2.54B,4.43B,5.89B,4B,1.56B
EPS (Basic),11.94,21.62,31.47,24.86,10.44
EPS (Basic) Growth,-,81.10%,45.55%,-21.00%,-58.03%
Basic Shares Outstanding,212.6M,204.9M,187.1M,160.9M,149.1M
EPS (Diluted),11.92,21.58,31.42,24.8,10.4
EPS (Diluted) Growth,-,81.04%,45.61%,-21.07%,-58.06%
Diluted Shares Outstanding,213M,205.3M,187.4M,161.3M,149.6M
EBITDA,5.46B,5.81B,6.29B,4.26B,3.35B
EBITDA Growth,-,6.52%,8.27%,-32.36%,-21.25%
EBITDA Margin,-,-,-,-,32.23%
