Item,2017,2018,2019,2020,2021
Sales/Revenue,5.2B,4.58B,4.71B,5.46B,6.42B
Sales Growth,-,-12.07%,3.02%,15.86%,17.52%
Cost of Goods Sold (COGS) incl. D&A,2.5B,2.27B,2.37B,2.84B,3.29B
COGS Growth,-,-9.03%,4.47%,19.81%,15.72%
COGS excluding D&A,2.29B,2.06B,2.11B,2.19B,2.38B
Depreciation & Amortization Expense,207.63M,211.86M,266.37M,652.03M,908.7M
Depreciation,143.02M,139.26M,133.53M,120.23M,163.3M
Amortization of Intangibles,28.82M,28.7M,47.26M,144.75M,116.8M
Gross Income,2.71B,2.31B,2.34B,2.62B,3.13B
Gross Income Growth,-,-14.88%,1.60%,11.87%,19.47%
Gross Profit Margin,-,-,-,-,48.77%
SG&A Expense,1.9B,1.88B,1.7B,1.92B,2.26B
SGA Growth,-,-0.60%,-10.04%,13.52%,17.18%
Research & Development,269.02M,246.17M,262.16M,259.52M,315.7M
Other SG&A,1.63B,1.64B,1.43B,1.66B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,(17.13M),77.83M,(92.07M),192.2M,27.3M
EBIT after Unusual Expense,830.08M,343.53M,739.56M,504.04M,848.5M
Non Operating Income/Expense,8.91M,(25.8M),(98.58M),(11.47M),(113.1M)
Non-Operating Interest Income,22.16M,22.36M,30.11M,7.42M,5.4M
Equity in Affiliates (Pretax),23.27M,21.15M,23.6M,21.8M,20.8M
Interest Expense,98.27M,90.83M,100.48M,199.74M,179.7M
Interest Expense Growth,-,-7.57%,10.63%,98.77%,-10.03%
Gross Interest Expense,98.27M,90.83M,100.48M,199.74M,179.7M
Interest Capitalized,-,-,-,-,-
Pretax Income,786.15M,270.4M,594.21M,322.06M,581.9M
Pretax Income Growth,-,-65.60%,119.75%,-45.80%,80.68%
Pretax Margin,-,-,-,-,9.06%
Income Tax,389.54M,49.97M,73.76M,96.62M,146.6M
Income Tax - Current Domestic,205.3M,18.45M,46.88M,28.36M,74.9M
Income Tax - Current Foreign,72.14M,42.61M,41.83M,37.95M,42.9M
Income Tax - Deferred Domestic,106.83M,(5.41M),(21.58M),16.32M,6.8M
Income Tax - Deferred Foreign,5.27M,(5.69M),6.62M,13.99M,22M
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,396.61M,220.43M,520.45M,225.44M,435.3M
Minority Interest Expense,-,-,-,2.92M,6.6M
Net Income,396.61M,220.43M,520.45M,222.52M,428.7M
Net Income Growth,-,-44.42%,136.10%,-57.25%,92.66%
Net Margin Growth,-,-,-,-,6.68%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,396.61M,220.43M,520.45M,222.52M,428.7M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,396.61M,220.43M,520.45M,222.52M,428.7M
EPS (Basic),3.17,1.75,4.07,1.62,3.11
EPS (Basic) Growth,-,-44.90%,132.86%,-60.16%,91.62%
Basic Shares Outstanding,125.04M,126.13M,127.9M,137.26M,138M
EPS (Diluted),3.12,1.74,4.05,1.62,3.1
EPS (Diluted) Growth,-,-44.36%,133.15%,-60.06%,91.48%
Diluted Shares Outstanding,127.03M,126.89M,128.5M,137.55M,138.4M
EBITDA,1.02B,633.22M,913.87M,1.35B,1.78B
EBITDA Growth,-,-37.95%,44.32%,47.54%,32.35%
EBITDA Margin,-,-,-,-,27.80%
