Item,2017,2018,2019,2020,2021
Sales/Revenue,63.53B,64.66B,67.16B,70.37B,79.47B
Sales Growth,-,1.79%,3.87%,4.78%,12.93%
Cost of Goods Sold (COGS) incl. D&A,28.78B,29.39B,30.01B,31.76B,36.93B
COGS Growth,-,2.10%,2.13%,5.82%,16.28%
COGS excluding D&A,26.41B,26.99B,27.58B,29.21B,34.22B
Depreciation & Amortization Expense,2.37B,2.4B,2.43B,2.55B,2.71B
Depreciation,2.3B,2.33B,2.35B,2.46B,2.62B
Amortization of Intangibles,68M,69M,81M,90M,91M
Gross Income,34.74B,35.28B,37.15B,38.61B,42.54B
Gross Income Growth,-,1.53%,5.32%,3.94%,10.16%
Gross Profit Margin,-,-,-,-,53.53%
SG&A Expense,24.45B,24.88B,26.5B,28.2B,31.09B
SGA Growth,-,1.76%,6.54%,6.40%,10.26%
Research & Development,737M,680M,711M,719M,752M
Other SG&A,23.71B,24.2B,25.79B,27.48B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,349M,495M,291M,336M,303M
EBIT after Unusual Expense,(349M),9.91B,10.36B,10.08B,11.14B
Non Operating Income/Expense,643M,331M,(53M),253M,420M
Non-Operating Interest Income,244M,306M,200M,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,1.23B,1.35B,1.19B,1.26B,1.74B
Interest Expense Growth,-,9.64%,-11.90%,5.96%,38.00%
Gross Interest Expense,1.23B,1.35B,1.19B,1.26B,1.74B
Interest Capitalized,-,-,-,-,-
Pretax Income,9.6B,9.19B,9.31B,9.07B,9.82B
Pretax Income Growth,-,-4.30%,1.34%,-2.61%,8.29%
Pretax Margin,-,-,-,-,12.36%
Income Tax,4.69B,(3.37B),1.96B,1.89B,2.14B
Income Tax - Current Domestic,5.06B,500M,848M,825M,746M
Income Tax - Current Foreign,724M,378M,807M,932M,955M
Income Tax - Deferred Domestic,(1.08B),131M,335M,304M,455M
Income Tax - Deferred Foreign,(9M),(4.38B),(31M),(167M),(14M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,4.91B,12.56B,7.35B,7.18B,7.68B
Minority Interest Expense,51M,44M,39M,55M,61M
Net Income,4.86B,12.52B,7.31B,7.12B,7.62B
Net Income Growth,-,157.67%,-41.56%,-2.65%,6.99%
Net Margin Growth,-,-,-,-,9.59%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,4.86B,12.52B,7.31B,7.12B,7.62B
Preferred Dividends,4M,2M,-,-,-
Net Income Available to Common,4.85B,12.51B,7.31B,7.12B,7.62B
EPS (Basic),3.41,8.84,5.23,5.14,5.51
EPS (Basic) Growth,-,159.66%,-40.88%,-1.67%,7.23%
Basic Shares Outstanding,1.43B,1.42B,1.4B,1.39B,1.38B
EPS (Diluted),3.38,8.78,5.2,5.11,5.48
EPS (Diluted) Growth,-,159.76%,-40.79%,-1.60%,7.23%
Diluted Shares Outstanding,1.44B,1.43B,1.41B,1.39B,1.39B
EBITDA,12.67B,12.8B,13.08B,12.96B,14.16B
EBITDA Growth,-,1.04%,2.20%,-0.89%,9.21%
EBITDA Margin,-,-,-,-,17.81%
