Item,2018,2019,2020,2021,2022
Sales/Revenue,3.26B,3.31B,3.34B,3.45B,3.92B
Sales Growth,-,1.47%,0.72%,3.51%,13.41%
Cost of Goods Sold (COGS) incl. D&A,1.05B,1.16B,1.24B,1.37B,1.54B
COGS Growth,-,10.71%,6.74%,10.60%,12.80%
COGS excluding D&A,982M,1.09B,1.16B,1.29B,1.46B
Depreciation & Amortization Expense,64M,72M,74M,77M,79M
Depreciation,-,-,-,-,-
Amortization of Intangibles,-,-,-,-,-
Gross Income,2.22B,2.15B,2.1B,2.09B,2.37B
Gross Income Growth,-,-2.89%,-2.51%,-0.67%,13.81%
Gross Profit Margin,-,-,-,-,60.62%
SG&A Expense,1.17B,1.04B,1.03B,1.07B,1.13B
SGA Growth,-,-11.37%,-1.16%,4.39%,5.42%
Research & Development,-,-,-,-,-
Other SG&A,1.17B,1.04B,1.03B,1.07B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,17M,(21M),23M,(4M),(17M)
EBIT after Unusual Expense,(17M),1.14B,1.05B,1.02B,1.26B
Non Operating Income/Expense,8M,(16M),34M,140M,(72M)
Non-Operating Interest Income,6M,8M,5M,2M,5M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,68M,88M,82M,81M,82M
Interest Expense Growth,-,29.41%,-6.82%,-1.22%,1.23%
Gross Interest Expense,68M,88M,82M,81M,82M
Interest Capitalized,-,-,-,-,-
Pretax Income,977M,1.04B,1.01B,1.08B,1.11B
Pretax Income Growth,-,6.65%,-3.17%,7.14%,3.05%
Pretax Margin,-,-,-,-,28.45%
Income Tax,260M,207M,182M,178M,276M
Income Tax - Current Domestic,282M,135M,114M,181M,223M
Income Tax - Current Foreign,47M,34M,29M,50M,64M
Income Tax - Deferred Domestic,(56M),34M,32M,(6M),(2M)
Income Tax - Deferred Foreign,(13M),4M,7M,(47M),(9M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,717M,835M,827M,903M,838M
Minority Interest Expense,-,-,-,-,-
Net Income,717M,835M,827M,903M,838M
Net Income Growth,-,16.46%,-0.96%,9.19%,-7.20%
Net Margin Growth,-,-,-,-,21.40%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,717M,835M,827M,903M,838M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,717M,835M,827M,903M,838M
EPS (Basic),1.49,1.74,1.73,1.89,1.75
EPS (Basic) Growth,-,16.79%,-0.71%,9.01%,-7.27%
Basic Shares Outstanding,480.32M,478.96M,477.77M,478.53M,478.88M
EPS (Diluted),1.48,1.73,1.72,1.88,1.74
EPS (Diluted) Growth,-,16.99%,-0.62%,9.13%,-7.18%
Diluted Shares Outstanding,484.25M,482.07M,480.41M,480.68M,480.57M
EBITDA,1.11B,1.19B,1.15B,1.09B,1.33B
EBITDA Growth,-,6.92%,-3.36%,-4.87%,21.23%
EBITDA Margin,-,-,-,-,33.84%
