Item,2017,2018,2019,2020,2021
Sales/Revenue,10.17B,10.19B,11.09B,12.3B,13.74B
Sales Growth,-,0.24%,8.83%,10.84%,11.71%
Cost of Goods Sold (COGS) incl. D&A,8.74B,8.69B,9.55B,10.56B,11.72B
COGS Growth,-,-0.55%,9.85%,10.62%,11.01%
COGS excluding D&A,8.4B,8.43B,9.31B,10.28B,11.4B
Depreciation & Amortization Expense,336M,257M,234M,282M,325M
Depreciation,55M,56M,61M,84M,97M
Amortization of Intangibles,281M,201M,173M,198M,228M
Gross Income,1.43B,1.5B,1.55B,1.74B,2.01B
Gross Income Growth,-,5.03%,2.93%,12.21%,15.95%
Gross Profit Margin,-,-,-,-,14.66%
SG&A Expense,747M,729M,649M,702M,851M
SGA Growth,-,-2.41%,-10.97%,8.17%,21.23%
Research & Development,42M,46M,49M,73M,109M
Other SG&A,705M,683M,600M,629M,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,172M,44M,5M,87M,31M
EBIT after Unusual Expense,(172M),731M,894M,948M,1.13B
Non Operating Income/Expense,7M,(7M),80M,12M,18M
Non-Operating Interest Income,8M,7M,14M,3M,1M
Equity in Affiliates (Pretax),13M,18M,18M,14M,20M
Interest Expense,148M,139M,140M,196M,204M
Interest Expense Growth,-,-6.08%,0.72%,40.00%,4.08%
Gross Interest Expense,148M,139M,140M,196M,204M
Interest Capitalized,-,-,-,-,-
Pretax Income,393M,610M,866M,781M,967M
Pretax Income Growth,-,55.22%,41.97%,-9.82%,23.82%
Pretax Margin,-,-,-,-,7.04%
Income Tax,29M,28M,196M,152M,208M
Income Tax - Current Domestic,160M,77M,178M,127M,205M
Income Tax - Current Foreign,-,-,-,28M,29M
Income Tax - Deferred Domestic,(131M),(49M),18M,2M,(23M)
Income Tax - Deferred Foreign,-,-,-,(5M),(3M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,364M,582M,670M,629M,759M
Minority Interest Expense,(2M),1M,3M,1M,6M
Net Income,366M,581M,667M,628M,753M
Net Income Growth,-,58.74%,14.80%,-5.85%,19.90%
Net Margin Growth,-,-,-,-,5.48%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,366M,581M,667M,628M,753M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,366M,581M,667M,628M,753M
EPS (Basic),2.41,3.85,4.66,4.42,5.34
EPS (Basic) Growth,-,59.79%,21.22%,-5.18%,20.76%
Basic Shares Outstanding,152M,151M,143M,142M,141M
EPS (Diluted),2.38,3.8,4.6,4.36,5.27
EPS (Diluted) Growth,-,59.78%,21.14%,-5.19%,20.74%
Diluted Shares Outstanding,154M,153M,145M,144M,143M
EBITDA,1.02B,1.03B,1.13B,1.32B,1.49B
EBITDA Growth,-,1.08%,9.79%,16.24%,12.98%
EBITDA Margin,-,-,-,-,10.83%
