Item,2017,2018,2019,2020,2021
Sales/Revenue,49.49B,47.38B,49.55B,43.74B,52.06B
Sales Growth,-,-4.27%,4.58%,-11.73%,19.03%
Premiums Earned,31.37B,30.61B,30.56B,28.52B,31.26B
Total Investment Income,14.18B,12.48B,14.62B,13.63B,14.61B
Realized Gains (Losses),362M,(772M),748M,1.16B,1.98B
Other Operating Income,3.58B,5.06B,3.62B,420M,4.2B
"Losses, Claims & Reserves",33.56B,31.17B,29.23B,28.43B,27.95B
"Losses, Claims & Reserves Growth",-,-7.14%,-6.20%,-2.76%,-1.70%
"Losses, Benefits & Adjustments",29.97B,27.41B,25.4B,24.81B,24.39B
Loss Ratio,-,-,-,-,N/A
"Selling, General & Admin. Expenses & Other",13.08B,14.19B,13.48B,12.17B,12.93B
SGA Growth,-,8.47%,-5.00%,-9.72%,6.23%
"Selling, General & Admin. Expenses",13.08B,14.19B,13.48B,12.17B,12.93B
"Other Selling, General & Admin. Expense",-,-,-,-,-
Underwriting & Commissions,-,-,-,-,-
Other Operating Expense,-,-,-,-,-
Operating Income Before Interest Expense,2.85B,2.02B,6.83B,3.14B,11.18B
Operating Income Growth,-,-29.00%,238.07%,-54.08%,256.57%
"Interest Expense, Net of Interest Capitalized",1.17B,1.31B,1.42B,1.46B,1.31B
Interest Expense (excl. Interest Capitalized),1.17B,1.31B,1.42B,1.46B,1.31B
Interest Capitalized,-,-,-,-,-
Operating Income After Interest Expense,2.85B,2.02B,6.83B,3.14B,11.18B
Non-Operating Income (Expense),68M,38M,125M,(8.53B),3.04B
Miscellaneous Non Operating Expense,68M,38M,125M,(8.53B),3.04B
Equity in Affiliates (Pretax),-,-,-,-,-
Unusual Expense,279M,492M,250M,447M,822M
Pretax Income,1.47B,257M,5.29B,(7.29B),12.1B
Pretax Income Growth,-,-82.47%,"1,957.20%",-237.94%,265.90%
Income Tax,7.53B,154M,1.17B,(1.46B),2.18B
Income Tax - Current Domestic,427M,134M,278M,(57M),(216M)
Income Tax - Current Foreign,209M,202M,267M,274M,171M
Income Tax - Deferred Domestic,6.87B,(175M),633M,(1.68B),2.19B
Income Tax - Deferred Foreign,25M,(7M),(12M),(1M),31M
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,(6.06B),103M,4.12B,(5.83B),9.92B
Minority Interest Expense,28M,67M,821M,115M,535M
Net Income,(6.09B),36M,3.3B,(5.95B),9.39B
Net Income Growth,-,100.59%,"9,066.67%",-280.24%,257.83%
Net Margin Growth,-,-,-,-,18.03%
Extraordinaries & Discontinued Operations,4M,(42M),48M,4M,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,4M,(42M),48M,4M,-
Net Income After Extraordinaries,(6.08B),(6M),3.35B,(5.94B),9.39B
Preferred Dividends,-,-,22M,29M,29M
Net Income Available to Common,(6.08B),(6M),3.33B,(5.97B),9.36B
EPS (Basic),(6.54),(0.01),3.79,(6.87),10.95
EPS (Basic) Growth,-,99.90%,"56,720.90%",-281.12%,259.44%
Basic Shares Outstanding,930.56M,898.41M,876.75M,869.31M,854.32M
EPS (Diluted),(6.54),(0.01),3.74,(6.87),10.82
EPS (Diluted) Growth,-,99.90%,"55,907.46%",-283.76%,257.49%
Diluted Shares Outstanding,930.56M,898.41M,889.51M,869.31M,864.88M
