Item,2017,2018,2019,2020,2021
Sales/Revenue,12.46B,15.57B,19.21B,17.14B,25.96B
Sales Growth,-,24.96%,23.40%,-10.80%,51.49%
Cost of Goods Sold (COGS) incl. D&A,9.68B,10.66B,14.77B,16.7B,18.36B
COGS Growth,-,10.10%,38.66%,13.02%,9.95%
COGS excluding D&A,5.63B,6.62B,8.55B,8.55B,9.79B
Depreciation & Amortization Expense,4.05B,4.03B,6.23B,8.14B,8.57B
Depreciation,-,-,-,-,-
Amortization of Intangibles,-,-,-,-,-
Gross Income,2.78B,4.92B,4.44B,441M,7.6B
Gross Income Growth,-,76.67%,-9.66%,-90.07%,"1,624.26%"
Gross Profit Margin,-,-,-,-,29.29%
SG&A Expense,1.42B,585M,893M,864M,863M
SGA Growth,-,-58.92%,52.65%,-3.25%,-0.12%
Research & Development,-,-,-,-,-
Other SG&A,1.42B,585M,893M,864M,-
Other Operating Expense,311M,1.47B,2.26B,1.51B,2.07B
Unusual Expense,497M,(1.69B),1.08B,11.17B,341M
EBIT after Unusual Expense,550M,1.69B,(1.08B),(13.1B),4.33B
Non Operating Income/Expense,668M,987M,622M,(1.67B),192M
Non-Operating Interest Income,98M,123M,217M,118M,166M
Equity in Affiliates (Pretax),-,331M,373M,370M,631M
Interest Expense,345M,389M,1.07B,1.42B,1.61B
Interest Expense Growth,-,12.75%,174.04%,33.58%,13.34%
Gross Interest Expense,397M,435M,1.16B,1.51B,1.68B
Interest Capitalized,52M,46M,89M,83M,61M
Pretax Income,971M,5.61B,354M,(15.71B),3.71B
Pretax Income Growth,-,477.55%,-93.69%,"-4,536.44%",123.59%
Pretax Margin,-,-,-,-,14.27%
Income Tax,17M,1.48B,861M,(2.17B),915M
Income Tax - Current Domestic,(70M),29M,79M,(120M),209M
Income Tax - Current Foreign,806M,1.08B,1.81B,465M,660M
Income Tax - Deferred Domestic,(833M),434M,(113M),(2.49B),38M
Income Tax - Deferred Foreign,114M,(63M),(914M),(30M),8M
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,357M,-,-,-,-
Other After Tax Income (Expense),(6M),(17M),-,-,(10M)
Consolidated Net Income,1.31B,4.11B,(507M),(13.53B),2.78B
Minority Interest Expense,-,-,145M,-,-
Net Income,1.31B,4.11B,(652M),(13.53B),2.78B
Net Income Growth,-,215.25%,-115.85%,"-1,975.61%",120.54%
Net Margin Growth,-,-,-,-,10.71%
Extraordinaries & Discontinued Operations,-,-,(15M),(1.3B),-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,(15M),(1.3B),(468M)
Net Income After Extraordinaries,1.31B,4.11B,(667M),(14.83B),2.31B
Preferred Dividends,-,-,318M,844M,800M
Net Income Available to Common,1.31B,4.11B,(985M),(15.68B),1.51B
EPS (Basic),1.71,5.4,(1.22),(17.06),1.62
EPS (Basic) Growth,-,215.85%,-122.53%,"-1,302.22%",109.48%
Basic Shares Outstanding,765.1M,761.7M,809.5M,918.7M,935M
EPS (Diluted),1.7,5.39,(1.22),(17.06),1.58
EPS (Diluted) Growth,-,217.05%,-122.58%,"-1,302.22%",109.24%
Diluted Shares Outstanding,765.9M,763.3M,809.5M,918.7M,958.8M
EBITDA,5.1B,6.9B,7.52B,6.22B,13.24B
EBITDA Growth,-,35.22%,8.98%,-17.30%,113.08%
EBITDA Margin,-,-,-,-,51.01%
