Item,2017,2018,2019,2020,2021
Sales/Revenue,6.07B,6.72B,6.61B,2.1B,3.76B
Sales Growth,-,10.67%,-1.59%,-68.30%,79.58%
Cost of Goods Sold (COGS) incl. D&A,4.28B,4.64B,4.69B,2.47B,3.27B
COGS Growth,-,8.35%,1.19%,-47.38%,32.64%
COGS excluding D&A,3.73B,4.09B,4.07B,1.74B,2.56B
Depreciation & Amortization Expense,552.37M,550.6M,624.88M,725.5M,715.96M
Depreciation,547.9M,546.1M,602.9M,699.6M,685.7M
Amortization of Intangibles,4.47M,4.5M,21.98M,25.9M,30.26M
Gross Income,1.79B,2.08B,1.92B,(372.86M),489.12M
Gross Income Growth,-,16.21%,-7.77%,-119.43%,231.18%
Gross Profit Margin,-,-,-,-,13.00%
SG&A Expense,678.77M,767.94M,918.57M,785.22M,826.08M
SGA Growth,-,13.14%,19.61%,-14.52%,5.20%
Research & Development,-,-,-,-,-
Other SG&A,678.77M,767.94M,918.57M,785.22M,-
Other Operating Expense,29.58M,60.26M,20.29M,67.46M,50.76M
Unusual Expense,116.12M,537.3M,15.67M,17.66M,(9.3M)
EBIT after Unusual Expense,(116.12M),715.29M,964.65M,(1.24B),(378.42M)
Non Operating Income/Expense,(48.4M),(57.56M),(86.85M),22.02M,(30.75M)
Non-Operating Interest Income,31.19M,29.87M,24.45M,15.38M,3.21M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,388.66M,381.85M,414.03M,556.47M,605.56M
Interest Expense Growth,-,-1.75%,8.43%,34.40%,8.82%
Gross Interest Expense,407.06M,439.15M,467.93M,557.77M,605.56M
Interest Capitalized,18.4M,57.3M,53.9M,1.3M,-
Pretax Income,560.27M,305.74M,488.22M,(1.76B),(1.01B)
Pretax Income Growth,-,-45.43%,59.68%,-460.96%,42.60%
Pretax Margin,-,-,-,-,-26.88%
Income Tax,(328.99M),(497.34M),176.84M,564.67M,474K
Income Tax - Current Domestic,(19.81M),(439K),854K,307K,-
Income Tax - Current Foreign,1.67M,1.75M,1.8M,1.88M,2.75M
Income Tax - Deferred Domestic,(310.85M),(498.65M),174.19M,562.56M,(196K)
Income Tax - Deferred Foreign,-,-,-,(78K),(2.08M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,889.25M,803.08M,311.38M,(2.33B),(1.01B)
Minority Interest Expense,142.07M,230.65M,188.39M,(259.7M),(256.2M)
Net Income,747.18M,572.43M,122.99M,(2.07B),(755.79M)
Net Income Growth,-,-23.39%,-78.52%,"-1,780.89%",63.44%
Net Margin Growth,-,-,-,-,-20.08%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,747.18M,572.43M,122.99M,(2.07B),(755.79M)
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,747.18M,572.43M,122.99M,(2.07B),(755.79M)
EPS (Basic),7.32,5.37,1.15,(19.37),(6.64)
EPS (Basic) Growth,-,-26.64%,-78.55%,"-1,780.95%",65.69%
Basic Shares Outstanding,102.07M,106.53M,106.75M,106.75M,113.76M
EPS (Diluted),7.28,5.35,1.15,(19.37),(6.64)
EPS (Diluted) Growth,-,-26.51%,-78.51%,"-1,784.60%",65.69%
Diluted Shares Outstanding,102.6M,107.03M,106.99M,106.75M,113.76M
EBITDA,1.63B,1.8B,1.61B,(500.04M),328.24M
EBITDA Growth,-,10.31%,-10.98%,-131.15%,165.64%
EBITDA Margin,-,-,-,-,8.72%
