Item,2017,2018,2019,2020,2021
Sales/Revenue,29.72B,37.34B,39.26B,35.54B,43.97B
Sales Growth,-,25.64%,5.13%,-9.47%,23.73%
Cost of Goods Sold (COGS) incl. D&A,21.2B,27.12B,28.26B,25.36B,30.05B
COGS Growth,-,27.90%,4.20%,-10.25%,18.48%
COGS excluding D&A,19.49B,25.19B,26.24B,23.24B,28B
Depreciation & Amortization Expense,1.72B,1.93B,2.02B,2.12B,2.05B
Depreciation,1.7B,1.83B,1.91B,2.02B,1.93B
Amortization of Intangibles,18M,100M,109M,102M,116M
Gross Income,8.52B,10.23B,11B,10.18B,13.92B
Gross Income Growth,-,20.02%,7.59%,-7.48%,36.80%
Gross Profit Margin,-,-,-,-,31.67%
SG&A Expense,4.47B,5.08B,5.33B,5.12B,4.97B
SGA Growth,-,13.71%,4.94%,-4.07%,-2.87%
Research & Development,1.37B,1.66B,1.78B,1.64B,1.59B
Other SG&A,3.1B,3.43B,3.55B,3.47B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,487M,465M,(419M),(537M),622M
EBIT after Unusual Expense,(487M),4.68B,6.09B,5.6B,8.33B
Non Operating Income/Expense,1M,(5M),5M,(21M),(13M)
Non-Operating Interest Income,17M,14M,25M,26M,41M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,426.5M,615.6M,2.03B,1.72B,758M
Interest Expense Growth,-,44.34%,229.43%,-15.19%,-55.93%
Gross Interest Expense,430.5M,622.6M,2.04B,1.73B,763M
Interest Capitalized,4M,7M,12M,9M,5M
Pretax Income,3.15B,4.07B,4.09B,3.88B,7.6B
Pretax Income Growth,-,29.07%,0.42%,-5.01%,95.78%
Pretax Margin,-,-,-,-,17.29%
Income Tax,971.1M,1.73B,852M,1.08B,1.66B
Income Tax - Current Domestic,408M,(145M),617M,453M,1.08B
Income Tax - Current Foreign,463M,392M,700M,640M,1.02B
Income Tax - Deferred Domestic,66.1M,1.19B,(371M),(59M),(348M)
Income Tax - Deferred Foreign,34M,287M,(94M),48M,(93M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,(23.5M),26.8M,21M,(48M),21M
Other After Tax Income (Expense),(600K),(400K),-,-,-
Consolidated Net Income,2.16B,2.37B,3.26B,2.75B,5.97B
Minority Interest Expense,100K,2.2M,4M,2M,2M
Net Income,2.16B,2.37B,3.25B,2.75B,5.96B
Net Income Growth,-,9.71%,37.37%,-15.43%,116.76%
Net Margin Growth,-,-,-,-,13.56%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,2.16B,2.37B,3.25B,2.75B,5.96B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,2.16B,2.37B,3.25B,2.75B,5.96B
EPS (Basic),6.76,7.34,10.28,8.78,19.14
EPS (Basic) Growth,-,8.58%,40.03%,-14.62%,118.08%
Basic Shares Outstanding,319.5M,322.6M,316.5M,313.5M,311.6M
EPS (Diluted),6.68,7.24,10.15,8.69,18.99
EPS (Diluted) Growth,-,8.31%,40.24%,-14.36%,118.55%
Diluted Shares Outstanding,323.3M,327.3M,320.6M,316.6M,314M
EBITDA,5.76B,7.07B,7.69B,7.18B,11B
EBITDA Growth,-,22.63%,8.72%,-6.60%,53.28%
EBITDA Margin,-,-,-,-,25.03%
