Item,2017,2018,2019,2020,2021
Sales/Revenue,134.78B,158.77B,140.16B,94.4B,156.29B
Sales Growth,-,17.80%,-11.72%,-32.65%,65.56%
Cost of Goods Sold (COGS) incl. D&A,114.08B,134.98B,120.67B,88.34B,128.09B
COGS Growth,-,18.33%,-10.60%,-26.79%,45.00%
COGS excluding D&A,95.55B,115.61B,102.08B,70.59B,110.47B
Depreciation & Amortization Expense,18.53B,19.37B,18.59B,17.75B,17.63B
Depreciation,18.53B,19.37B,18.59B,17.75B,17.63B
Amortization of Intangibles,-,-,-,-,-
Gross Income,20.7B,23.78B,19.48B,6.06B,28.2B
Gross Income Growth,-,14.88%,-18.08%,-68.88%,364.99%
Gross Profit Margin,-,-,-,-,18.04%
SG&A Expense,4.76B,4.4B,4.56B,4.92B,4.7B
SGA Growth,-,-7.57%,3.68%,7.98%,-4.51%
Research & Development,433M,453M,500M,435M,268M
Other SG&A,4.33B,3.95B,4.06B,4.49B,-
Other Operating Expense,12.33B,4.87B,4.14B,4.5B,6.84B
Unusual Expense,1.14B,630M,11.11B,3.61B,1.21B
EBIT after Unusual Expense,(1.14B),13.89B,(319M),(6.97B),15.45B
Non Operating Income/Expense,2.51B,915M,2.69B,686M,1.25B
Non-Operating Interest Income,107M,192M,-,-,-
Equity in Affiliates (Pretax),4.44B,6.33B,3.97B,(472M),5.66B
Interest Expense,307M,748M,798M,697M,712M
Interest Expense Growth,-,143.65%,6.68%,-12.66%,2.15%
Gross Interest Expense,902M,921M,817M,735M,775M
Interest Capitalized,595M,173M,19M,38M,63M
Pretax Income,9.22B,20.58B,5.54B,(7.45B),21.64B
Pretax Income Growth,-,123.13%,-73.09%,-234.63%,390.34%
Pretax Margin,-,-,-,-,13.85%
Income Tax,(48M),5.72B,2.69B,(1.89B),5.95B
Income Tax - Current Domestic,(479M),2M,80M,(117M),396M
Income Tax - Current Foreign,3.63B,4.66B,4.58B,1.83B,4.85B
Income Tax - Deferred Domestic,(2.5B),722M,(1.25B),(1.47B),1.21B
Income Tax - Deferred Foreign,(708M),329M,(720M),(2.14B),(506M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,9.27B,14.86B,2.85B,(5.56B),15.69B
Minority Interest Expense,74M,36M,(79M),(18M),64M
Net Income,9.2B,14.82B,2.92B,(5.54B),15.63B
Net Income Growth,-,61.22%,-80.28%,-289.57%,381.89%
Net Margin Growth,-,-,-,-,10.00%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,9.2B,14.82B,2.92B,(5.54B),15.63B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,9.2B,14.82B,2.92B,(5.54B),15.63B
EPS (Basic),4.88,7.81,1.55,(2.96),8.16
EPS (Basic) Growth,-,59.94%,-80.11%,-290.78%,375.12%
Basic Shares Outstanding,1.88B,1.9B,1.88B,1.87B,1.92B
EPS (Diluted),4.84,7.75,1.54,(2.96),8.14
EPS (Diluted) Growth,-,59.87%,-80.08%,-292.11%,374.54%
Diluted Shares Outstanding,1.9B,1.91B,1.9B,1.87B,1.92B
EBITDA,22.14B,33.89B,29.38B,14.39B,34.28B
EBITDA Growth,-,53.06%,-13.30%,-51.01%,138.20%
EBITDA Margin,-,-,-,-,21.94%
