Item,2017,2018,2019,2020,2021
Sales/Revenue,912.08M,964.24M,1.04B,1.06B,1.15B
Sales Growth,-,5.72%,7.89%,1.53%,9.25%
Total Investment Income,-,-,-,-,-
Sundry Revenue/Income,11.19M,9.73M,11.89M,12.45M,10.46M
Trading Account Income,-,-,-,-,-
"Trust Income, Commissions & Fees",-,-,-,-,-
Commission & Fee Income,-,-,-,-,-
Total Expense,886.2M,725.29M,786.87M,843.77M,927.94M
Total Interest Expense,86.75M,84.66M,80.81M,90.23M,96M
Depreciation & Amortization Expense,263.97M,300.95M,336.27M,367.16M,420.69M
Other Operating Expense,-,-,-,-,-
Operating Income,25.89M,238.95M,253.48M,212.52M,226.11M
Operating Income Growth,-,823.03%,6.08%,-16.16%,6.39%
Non-Operating Income (Expense),50.05M,7.84M,64.68M,8.43M,184.16M
Non-Operating Interest Income,-,-,-,-,-
Miscellaneous Non Operating Expense,43.23M,-,56.1M,382K,174.38M
Equity in Affiliates (Pretax),6.82M,7.84M,8.58M,8.05M,9.78M
Unusual Expense,4.92M,-,12M,176K,-
Pretax Income,202.08M,162.12M,225.36M,130.55M,314.27M
Pretax Income Growth,-,-19.78%,39.01%,-42.07%,140.73%
Pretax Margin,-,-,-,-,27.23%
Income Taxes,1.22M,1.42M,1.09M,1.97M,1.89M
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),(660K),(1.11M),(539K),(261K),(545K)
Consolidated Net Income,200.2M,159.59M,223.73M,128.32M,311.83M
Minority Interest Expense,4.44M,4.57M,4.65M,4.67M,8.47M
Net Income,195.76M,155.02M,219.08M,123.65M,303.36M
Net Income Growth,-,-20.81%,41.33%,-43.56%,145.34%
Net Margin Growth,-,-,-,-,26.29%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,195.76M,155.02M,219.08M,123.65M,303.36M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,195.76M,155.02M,219.08M,123.65M,303.36M
EPS (Basic),2.14,1.63,2.23,1.24,2.97
EPS (Basic) Growth,-,-23.90%,36.66%,-44.08%,139.05%
Basic Shares Outstanding,91.5M,95.21M,98.46M,99.39M,102M
EPS (Diluted),2.13,1.63,2.22,1.24,2.96
EPS (Diluted) Growth,-,-23.64%,36.60%,-44.00%,138.17%
Diluted Shares Outstanding,92.52M,95.37M,99.38M,99.44M,102.83M
