Item,2017,2018,2019,2020,2021
Sales/Revenue,7.27B,8.98B,11.13B,12.87B,15.8B
Sales Growth,-,23.56%,23.94%,15.57%,22.82%
Cost of Goods Sold (COGS) incl. D&A,1.09B,1.29B,1.85B,1.88B,2.04B
COGS Growth,-,18.31%,43.69%,1.95%,8.12%
COGS excluding D&A,761.06M,939.61M,1.11B,1.13B,1.18B
Depreciation & Amortization Expense,326M,346.49M,736.67M,757M,861M
Depreciation,172.4M,163.89M,334.37M,390M,507M
Amortization of Intangibles,153.6M,182.6M,402.3M,367M,354M
Gross Income,6.18B,7.7B,9.28B,10.98B,13.76B
Gross Income Growth,-,24.49%,20.64%,18.29%,25.34%
Gross Profit Margin,-,-,-,-,87.11%
SG&A Expense,4.05B,4.9B,6.06B,6.75B,7.95B
SGA Growth,-,21.18%,23.49%,11.42%,17.77%
Research & Development,1.22B,1.54B,1.93B,2.19B,2.54B
Other SG&A,2.82B,3.37B,4.12B,4.56B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,19.38M,42.57M,20.64M,(9M),(7M)
EBIT after Unusual Expense,2.12B,2.75B,3.21B,4.24B,5.83B
Non Operating Income/Expense,30.11M,41.42M,84.79M,3M,(28M)
Non-Operating Interest Income,66.07M,92.54M,68.32M,43M,17M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,74.4M,89.24M,155.99M,113M,109M
Interest Expense Growth,-,19.95%,74.79%,-27.56%,-3.54%
Gross Interest Expense,74.4M,89.24M,155.99M,113M,109M
Interest Capitalized,-,-,-,-,-
Pretax Income,2.14B,2.79B,3.2B,4.18B,5.71B
Pretax Income Growth,-,30.70%,14.71%,30.31%,36.61%
Pretax Margin,-,-,-,-,36.11%
Income Tax,443.69M,203.1M,253.28M,(1.08B),883M
Income Tax - Current Domestic,332.38M,529.88M,37.46M,198M,494M
Income Tax - Current Foreign,60.96M,140.31M,211.17M,222M,197M
Income Tax - Deferred Domestic,54.59M,(457.36M),16.33M,(191M),(167M)
Income Tax - Deferred Foreign,(4.24M),(9.73M),(11.68M),(1.31B),359M
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,1.69B,2.59B,2.95B,5.26B,4.82B
Minority Interest Expense,-,-,-,-,-
Net Income,1.69B,2.59B,2.95B,5.26B,4.82B
Net Income Growth,-,52.94%,13.92%,78.22%,-8.33%
Net Margin Growth,-,-,-,-,30.52%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,1.69B,2.59B,2.95B,5.26B,4.82B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,1.69B,2.59B,2.95B,5.26B,4.82B
EPS (Basic),3.43,5.28,6.07,10.94,10.1
EPS (Basic) Growth,-,53.94%,14.95%,80.22%,-7.63%
Basic Shares Outstanding,493.63M,490.56M,486.29M,480.9M,477.3M
EPS (Diluted),3.38,5.2,6,10.83,10.03
EPS (Diluted) Growth,-,53.85%,15.46%,80.45%,-7.47%
Diluted Shares Outstanding,501.12M,497.84M,491.57M,485.5M,481M
EBITDA,2.46B,3.14B,3.96B,4.99B,6.68B
EBITDA Growth,-,27.51%,26.34%,25.88%,33.82%
EBITDA Margin,-,-,-,-,42.27%
