Item,2017,2018,2019,2020,2021
Sales/Revenue,10.8B,11.76B,12.9B,5.16B,9.68B
Sales Growth,-,8.94%,9.66%,-59.98%,87.52%
Cost of Goods Sold (COGS) incl. D&A,7.19B,8.1B,8.91B,4.66B,6.18B
COGS Growth,-,12.67%,10.02%,-47.65%,32.55%
COGS excluding D&A,6.19B,6.92B,7.53B,3.27B,4.84B
Depreciation & Amortization Expense,993.48M,1.18B,1.38B,1.39B,1.34B
Depreciation,820.48M,1B,1.18B,1.2B,1.14B
Amortization of Intangibles,173M,176M,192M,194M,197M
Gross Income,3.61B,3.67B,3.99B,498.82M,3.5B
Gross Income Growth,-,1.53%,8.87%,-87.50%,601.45%
Gross Profit Margin,-,-,-,-,36.15%
SG&A Expense,2.03B,2.34B,2.48B,2.51B,2.94B
SGA Growth,-,14.76%,6.24%,1.07%,17.05%
Research & Development,-,-,-,-,-
Other SG&A,2.03B,2.34B,2.48B,2.51B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,(40.63M),-,290.29M,201.49M,37K
EBIT after Unusual Expense,40.63M,-,1.22B,(2.21B),563.77M
Non Operating Income/Expense,(98.52M),(27.29M),2.42B,1.44B,1.7B
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),111.47M,99.86M,57.23M,(60.37M),1.58M
Interest Expense,668.75M,769.51M,847.93M,676.38M,799.59M
Interest Expense Growth,-,15.07%,10.19%,-20.23%,18.22%
Gross Interest Expense,779.86M,821.23M,853.01M,679.25M,800.16M
Interest Capitalized,111.11M,51.72M,5.08M,2.87M,563K
Pretax Income,960.79M,634.01M,2.85B,(1.51B),1.46B
Pretax Income Growth,-,-34.01%,349.01%,-153.10%,196.71%
Pretax Margin,-,-,-,-,15.10%
Income Tax,(1.13B),50.11M,632.35M,(191.57M),253.42M
Income Tax - Current Domestic,130.3M,1.33M,34.76M,(210.7M),9.98M
Income Tax - Current Foreign,470K,2.04M,2.45M,828K,3.72M
Income Tax - Deferred Domestic,(1.27B),164.37M,596.39M,10.99M,261.23M
Income Tax - Deferred Foreign,14.87M,(117.63M),(1.26M),7.31M,(21.51M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,2.09B,583.89M,2.21B,(1.32B),1.21B
Minority Interest Expense,154.5M,138.45M,167.95M,(322.7M),32.32M
Net Income,1.93B,445.45M,2.05B,(997.2M),1.18B
Net Income Growth,-,-76.96%,359.41%,-148.73%,217.94%
Net Margin Growth,-,-,-,-,12.15%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,1.93B,445.45M,2.05B,(997.2M),1.18B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,1.93B,445.45M,2.05B,(997.2M),1.18B
EPS (Basic),3.38,0.82,3.9,(2.02),2.44
EPS (Basic) Growth,-,-75.74%,376.11%,-151.69%,220.93%
Basic Shares Outstanding,572.25M,544.25M,524.17M,494.15M,481.93M
EPS (Diluted),3.34,0.81,3.88,(2.02),2.41
EPS (Diluted) Growth,-,-75.75%,378.78%,-152.04%,219.58%
Diluted Shares Outstanding,578.8M,549.54M,527.65M,494.15M,487.36M
EBITDA,2.57B,2.51B,2.89B,(614.77M),1.9B
EBITDA Growth,-,-2.35%,15.07%,-121.29%,409.60%
EBITDA Margin,-,-,-,-,19.66%
