Item,2017,2018,2019,2020,2021
Sales/Revenue,60.84B,64.3B,64.69B,64.4B,85.26B
Sales Growth,-,5.69%,0.61%,-0.46%,32.40%
Cost of Goods Sold (COGS) incl. D&A,57.7B,60.17B,60.55B,59.37B,78.01B
COGS Growth,-,4.28%,0.64%,-1.96%,31.40%
COGS excluding D&A,56.77B,59.23B,59.56B,58.39B,77.02B
Depreciation & Amortization Expense,924M,941M,992M,976M,984M
Depreciation,802M,812M,827M,803M,807M
Amortization of Intangibles,122M,129M,165M,173M,177M
Gross Income,3.14B,4.13B,4.14B,5.03B,7.26B
Gross Income Growth,-,31.61%,0.07%,21.59%,44.25%
Gross Profit Margin,-,-,-,-,8.51%
SG&A Expense,1.98B,2.17B,2.46B,2.68B,2.98B
SGA Growth,-,9.45%,13.53%,8.95%,11.39%
Research & Development,129M,141M,154M,160M,171M
Other SG&A,1.85B,2.02B,2.3B,2.52B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,(453M),224M,276M,1.2B,1.74B
EBIT after Unusual Expense,453M,1.75B,1.4B,1.16B,2.54B
Non Operating Income/Expense,(238M),-,(58M),379M,368M
Non-Operating Interest Income,106M,162M,192M,88M,96M
Equity in Affiliates (Pretax),456M,518M,454M,579M,595M
Interest Expense,331M,365M,403M,320M,284M
Interest Expense Growth,-,10.27%,10.41%,-20.60%,-11.25%
Gross Interest Expense,348M,386M,418M,334M,301M
Interest Capitalized,17M,21M,15M,14M,17M
Pretax Income,1.61B,2.06B,1.59B,1.88B,3.31B
Pretax Income Growth,-,28.03%,-22.91%,18.58%,75.94%
Pretax Margin,-,-,-,-,3.89%
Income Tax,7M,245M,209M,101M,578M
Income Tax - Current Domestic,594M,121M,48M,(160M),483M
Income Tax - Current Foreign,127M,171M,181M,186M,224M
Income Tax - Deferred Domestic,(651M),(71M),48M,31M,(71M)
Income Tax - Deferred Foreign,(63M),24M,(68M),44M,(58M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,1.6B,1.82B,1.38B,1.78B,2.74B
Minority Interest Expense,7M,5M,-,10M,26M
Net Income,1.6B,1.81B,1.38B,1.77B,2.71B
Net Income Growth,-,13.48%,-23.81%,28.50%,52.88%
Net Margin Growth,-,-,-,-,3.18%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,1.6B,1.81B,1.38B,1.77B,2.71B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,1.6B,1.81B,1.38B,1.77B,2.71B
EPS (Basic),2.8,3.21,2.45,3.16,4.8
EPS (Basic) Growth,-,14.48%,-23.68%,28.95%,52.07%
Basic Shares Outstanding,569M,564M,563M,561M,564M
EPS (Diluted),2.79,3.19,2.44,3.15,4.79
EPS (Diluted) Growth,-,14.48%,-23.54%,28.95%,52.07%
Diluted Shares Outstanding,572M,567M,565M,563M,566M
EBITDA,2.09B,2.91B,2.67B,3.33B,5.26B
EBITDA Growth,-,39.43%,-8.21%,24.60%,57.96%
EBITDA Margin,-,-,-,-,6.17%
