Item,2018,2019,2020,2021,2022
Sales/Revenue,8.91B,9.66B,9.91B,7.13B,9.15B
Sales Growth,-,8.32%,2.61%,-28.02%,28.35%
Cost of Goods Sold (COGS) incl. D&A,4.01B,4.33B,4.54B,3.37B,3.83B
COGS Growth,-,8.18%,4.82%,-25.87%,13.67%
COGS excluding D&A,3.68B,4B,4.22B,3.04B,3.52B
Depreciation & Amortization Expense,324.9M,334.8M,323.8M,325.8M,313.3M
Depreciation,259.9M,272M,284.1M,291.5M,279.1M
Amortization of Intangibles,65M,62.8M,39.7M,34.3M,34.2M
Gross Income,4.91B,5.32B,5.37B,3.76B,5.33B
Gross Income Growth,-,8.44%,0.81%,-29.84%,41.48%
Gross Profit Margin,-,-,-,-,58.18%
SG&A Expense,4.24B,4.37B,4.81B,3.81B,4.36B
SGA Growth,-,3.03%,10.05%,-20.69%,14.26%
Research & Development,-,-,-,-,-
Other SG&A,4.24B,4.37B,4.81B,3.81B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,41.1M,53.2M,30.7M,1.03B,(86.6M)
EBIT after Unusual Expense,625.7M,899.3M,526M,(1.08B),1.06B
Non Operating Income/Expense,(9.6M),(27.8M),21.7M,1.5M,(4.8M)
Non-Operating Interest Income,6.3M,4.7M,5.3M,4.2M,4.4M
Equity in Affiliates (Pretax),10.1M,21.3M,9.6M,(4.6M),23.7M
Interest Expense,122.3M,121.9M,118.6M,114.5M,105.6M
Interest Expense Growth,-,-0.33%,-2.71%,-3.46%,-7.77%
Gross Interest Expense,122.3M,121.9M,118.6M,114.5M,105.6M
Interest Capitalized,-,-,-,-,-
Pretax Income,510.2M,775.6M,444M,(1.19B),972.7M
Pretax Income Growth,-,52.02%,-42.75%,-368.69%,181.53%
Pretax Margin,-,-,-,-,10.63%
Income Tax,(25.9M),31M,28.9M,(55.5M),20.7M
Income Tax - Current Domestic,55.2M,(25.9M),(26.1M),(19.1M),(68.1M)
Income Tax - Current Foreign,143.5M,170.2M,127.9M,108.3M,153.7M
Income Tax - Deferred Domestic,(206.1M),(43.6M),(69.1M),(122.5M),(73.1M)
Income Tax - Deferred Foreign,(18.5M),(69.7M),(3.8M),(22.2M),8.2M
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,536.1M,744.6M,415.1M,(1.14B),952M
Minority Interest Expense,(1.7M),(1.8M),(2.2M),(1.4M),(300K)
Net Income,537.8M,746.4M,417.3M,(1.14B),952.3M
Net Income Growth,-,38.79%,-44.09%,-372.25%,183.82%
Net Margin Growth,-,-,-,-,10.40%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,537.8M,746.4M,417.3M,(1.14B),952.3M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,537.8M,746.4M,417.3M,(1.14B),952.3M
EPS (Basic),6.93,9.76,5.62,(15.96),13.45
EPS (Basic) Growth,-,40.78%,-42.36%,-383.72%,184.30%
Basic Shares Outstanding,77.6M,76.5M,74.2M,71.2M,70.8M
EPS (Diluted),6.84,9.66,5.59,(15.96),13.24
EPS (Diluted) Growth,-,41.12%,-42.07%,-385.25%,183.01%
Diluted Shares Outstanding,78.6M,77.3M,74.6M,71.2M,71.9M
EBITDA,991.7M,1.29B,880.5M,276.5M,1.28B
EBITDA Growth,-,29.81%,-31.60%,-68.60%,363.54%
EBITDA Margin,-,-,-,-,14.00%
