Item,2017,2018,2019,2020,2021
Sales/Revenue,118.24B,98.44B,95.06B,75.82B,74.17B
Sales Growth,-,-16.75%,-3.44%,-20.24%,-2.17%
Cost of Goods Sold (COGS) incl. D&A,83.75B,68.83B,66.58B,57.32B,53.54B
COGS Growth,-,-17.81%,-3.27%,-13.92%,-6.59%
COGS excluding D&A,76.32B,62.25B,60.99B,53.85B,50.53B
Depreciation & Amortization Expense,7.43B,6.58B,5.6B,3.46B,3.01B
Depreciation,5.14B,4.42B,4.03B,2.13B,1.87B
Amortization of Intangibles,2.29B,2.16B,1.57B,1.34B,1.14B
Gross Income,34.5B,29.61B,28.47B,18.5B,20.64B
Gross Income Growth,-,-14.18%,-3.83%,-35.01%,11.53%
Gross Profit Margin,-,-,-,-,27.82%
SG&A Expense,20.71B,15.93B,15.98B,14.47B,13.76B
SGA Growth,-,-23.07%,0.32%,-9.42%,-4.92%
Research & Development,4.74B,3.41B,3.12B,2.57B,2.5B
Other SG&A,15.97B,12.52B,12.86B,-,-
Other Operating Expense,13.25B,3.2B,3.75B,2.56B,2.42B
Unusual Expense,6.55B,26.52B,2.67B,2.41B,7.34B
EBIT after Unusual Expense,(6.55B),(26.52B),(2.67B),(2.41B),(2.89B)
Non Operating Income/Expense,(900M),(959M),(2.03B),8.95B,1.06B
Non-Operating Interest Income,425M,562M,1.22B,-,-
Equity in Affiliates (Pretax),202M,21M,206M,7M,(96M)
Interest Expense,4.87B,4.56B,4.32B,2.05B,1.76B
Interest Expense Growth,-,-6.35%,-5.18%,-52.64%,-13.92%
Gross Interest Expense,4.87B,4.56B,4.32B,2.05B,1.76B
Interest Capitalized,-,-,-,-,-
Pretax Income,(11.15B),(20.99B),1.15B,5.97B,(3.68B)
Pretax Income Growth,-,-88.21%,105.47%,419.58%,-161.69%
Pretax Margin,-,-,-,-,-4.97%
Income Tax,(2.61B),93M,726M,(487M),(286M)
Income Tax - Current Domestic,(635M),908M,(122M),1.02B,(1.43B)
Income Tax - Current Foreign,2.29B,1.13B,2.01B,1.28B,1.15B
Income Tax - Deferred Domestic,(3.74B),(3.14B),(1.27B),(1.97B),(617M)
Income Tax - Deferred Foreign,(522M),1.2B,106M,(810M),608M
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),(11M),-,-,(151M),(9M)
Consolidated Net Income,(8.55B),(21.08B),423M,6.31B,(3.41B)
Minority Interest Expense,(371M),(90M),7M,(158M),(71M)
Net Income,(8.18B),(20.99B),416M,6.46B,(3.33B)
Net Income Growth,-,-156.60%,101.98%,"1,453.85%",-151.58%
Net Margin Growth,-,-,-,-,-4.49%
Extraordinaries & Discontinued Operations,(328M),(1.36B),(5.4B),-,-
Extra Items & Gain/Loss Sale Of Assets,128M,3M,(5.68B),(32M),(3.86B)
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,(456M),(1.37B),280M,(879M),660M
Net Income After Extraordinaries,(8.51B),(22.35B),(4.98B),5.55B,(6.53B)
Preferred Dividends,436M,448M,460M,474M,237M
Net Income Available to Common,(9.07B),(22.81B),236M,5.11B,(2.91B)
EPS (Basic),(8.35),(20.99),0.22,4.67,(2.65)
EPS (Basic) Growth,-,-151.26%,101.03%,"2,058.87%",-156.75%
Basic Shares Outstanding,1.09B,1.09B,1.09B,1.09B,1.1B
EPS (Diluted),(8.35),(20.99),0.22,4.67,(2.65)
EPS (Diluted) Growth,-,-151.26%,101.03%,"2,056.93%",-156.80%
Diluted Shares Outstanding,1.09B,1.09B,1.09B,1.1B,1.1B
EBITDA,7.97B,17.06B,14.33B,4.94B,7.47B
EBITDA Growth,-,113.99%,-15.95%,-65.55%,51.17%
EBITDA Margin,-,-,-,-,10.06%
