Item,2017,2018,2019,2020,2021
Sales/Revenue,17.81B,18.91B,18.61B,17.46B,20.61B
Sales Growth,-,6.17%,-1.62%,-6.19%,18.09%
Cost of Goods Sold (COGS) incl. D&A,12.58B,13.31B,13.15B,12.33B,14.61B
COGS Growth,-,5.79%,-1.17%,-6.28%,18.48%
COGS excluding D&A,12.21B,12.95B,12.82B,11.99B,14.27B
Depreciation & Amortization Expense,372M,357M,335M,336M,338M
Depreciation,226M,221M,219M,234M,240M
Amortization of Intangibles,146M,136M,116M,102M,98M
Gross Income,5.23B,5.61B,5.46B,5.13B,6.01B
Gross Income Growth,-,7.11%,-2.68%,-5.98%,17.14%
Gross Profit Margin,-,-,-,-,29.15%
SG&A Expense,2.89B,3.05B,2.99B,3.14B,3.56B
SGA Growth,-,5.55%,-1.97%,5.03%,13.65%
Research & Development,364M,400M,401M,419M,503M
Other SG&A,2.52B,2.65B,2.58B,2.72B,-
Other Operating Expense,(196M),(138M),(106M),45M,(42M)
Unusual Expense,111M,80M,321M,196M,91M
EBIT after Unusual Expense,2.43B,2.62B,2.26B,1.75B,2.4B
Non Operating Income/Expense,518M,967M,154M,1.18B,61M
Non-Operating Interest Income,104M,121M,102M,10M,13M
Equity in Affiliates (Pretax),218M,220M,236M,207M,249M
Interest Expense,219M,84M,75M,298M,319M
Interest Expense Growth,-,-61.64%,-10.71%,297.33%,7.05%
Gross Interest Expense,219M,84M,75M,298M,319M
Interest Capitalized,-,-,-,-,-
Pretax Income,3.05B,3.84B,2.67B,2.86B,2.4B
Pretax Income Growth,-,25.80%,-30.45%,6.85%,-15.94%
Pretax Margin,-,-,-,-,11.64%
Income Tax,1.79B,1.07B,517M,849M,699M
Income Tax - Current Domestic,1.42B,598M,334M,508M,419M
Income Tax - Current Foreign,342M,342M,305M,244M,354M
Income Tax - Deferred Domestic,24M,(13M),(16M),19M,(139M)
Income Tax - Deferred Foreign,4M,146M,(106M),78M,65M
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,1.27B,2.77B,2.16B,2.01B,1.7B
Minority Interest Expense,40M,35M,39M,24M,37M
Net Income,1.23B,2.73B,2.12B,1.98B,1.66B
Net Income Growth,-,122.82%,-22.60%,-6.33%,-16.04%
Net Margin Growth,-,-,-,-,8.07%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,1.23B,2.73B,2.12B,1.98B,1.66B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,1.23B,2.73B,2.12B,1.98B,1.66B
EPS (Basic),1.42,3.16,2.44,2.29,1.92
EPS (Basic) Growth,-,122.82%,-22.60%,-6.36%,-16.16%
Basic Shares Outstanding,866.22M,866.22M,866.22M,866.5M,867.7M
EPS (Diluted),1.42,3.16,2.44,2.25,1.87
EPS (Diluted) Growth,-,122.82%,-22.60%,-7.82%,-17.00%
Diluted Shares Outstanding,866.22M,866.22M,866.22M,880.2M,890.3M
EBITDA,2.92B,3.06B,2.91B,2.29B,2.83B
EBITDA Growth,-,4.77%,-4.71%,-21.50%,23.63%
EBITDA Margin,-,-,-,-,13.70%
