Item,2017,2018,2019,2020,2021
Sales/Revenue,7.36B,7.26B,9.73B,11.42B,12.19B
Sales Growth,-,-1.26%,33.93%,17.39%,6.77%
Cost of Goods Sold (COGS) incl. D&A,5.72B,5.67B,7.7B,7.87B,9.81B
COGS Growth,-,-0.82%,35.76%,2.16%,24.72%
COGS excluding D&A,4.27B,4.3B,5.46B,5.2B,5.65B
Depreciation & Amortization Expense,1.45B,1.38B,2.24B,2.67B,4.17B
Depreciation,-,-,-,-,-
Amortization of Intangibles,-,-,-,-,-
Gross Income,1.63B,1.59B,2.02B,3.55B,2.38B
Gross Income Growth,-,-2.82%,27.39%,75.38%,-33.03%
Gross Profit Margin,-,-,-,-,19.49%
SG&A Expense,380M,397M,463M,391M,413M
SGA Growth,-,4.47%,16.62%,-15.55%,5.63%
Research & Development,143M,153M,150M,122M,154M
Other SG&A,237M,244M,313M,269M,-
Other Operating Expense,16M,9M,36M,193M,47M
Unusual Expense,(7M),465M,28M,78M,236M
EBIT after Unusual Expense,7M,717M,1.5B,2.89B,1.68B
Non Operating Income/Expense,30M,162M,2.45B,524M,(324M)
Non-Operating Interest Income,28M,56M,57M,24M,18M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,231M,197M,312M,291M,266M
Interest Expense Growth,-,-14.72%,58.38%,-6.73%,-8.59%
Gross Interest Expense,253M,234M,338M,315M,304M
Interest Capitalized,22M,37M,26M,24M,38M
Pretax Income,1.07B,738M,3.69B,3.14B,1.11B
Pretax Income Growth,-,-31.16%,400.41%,-14.89%,-64.75%
Pretax Margin,-,-,-,-,9.09%
Income Tax,1.13B,386M,832M,704M,1.1B
Income Tax - Current Domestic,40M,18M,(2M),35M,71M
Income Tax - Current Foreign,290M,218M,500M,891M,1.14B
Income Tax - Deferred Domestic,775M,63M,340M,(72M),(5M)
Income Tax - Deferred Foreign,22M,87M,(6M),(150M),(104M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,(16M),(33M),95M,189M,166M
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,(71M),319M,2.96B,2.63B,176M
Minority Interest Expense,5M,39M,79M,(38M),(933M)
Net Income,(76M),280M,2.88B,2.67B,1.11B
Net Income Growth,-,468.42%,927.50%,-7.33%,-58.40%
Net Margin Growth,-,-,-,-,9.10%
Extraordinaries & Discontinued Operations,(38M),61M,(72M),163M,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,(38M),61M,(72M),163M,57M
Net Income After Extraordinaries,(114M),341M,2.81B,2.83B,1.17B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,(114M),341M,2.81B,2.83B,1.17B
EPS (Basic),(0.21),0.64,3.82,3.52,1.46
EPS (Basic) Growth,-,404.76%,496.30%,-7.80%,-58.53%
Basic Shares Outstanding,533M,533M,735M,804M,799M
EPS (Diluted),(0.21),0.64,3.81,3.51,1.46
EPS (Diluted) Growth,-,404.76%,494.69%,-7.78%,-58.53%
Diluted Shares Outstanding,535M,535M,737M,806M,801M
EBITDA,2.69B,2.56B,3.76B,5.63B,6.09B
EBITDA Growth,-,-4.87%,47.03%,49.57%,8.08%
EBITDA Margin,-,-,-,-,49.92%
