Item,2017,2018,2019,2020,2021
Sales/Revenue,10.5B,9.78B,9.53B,6.54B,6.36B
Sales Growth,-,-6.89%,-2.53%,-31.43%,-2.68%
Cost of Goods Sold (COGS) incl. D&A,4.59B,4.69B,3.61B,2.12B,2.38B
COGS Growth,-,2.14%,-22.88%,-41.37%,12.41%
COGS excluding D&A,2.62B,3.01B,3.26B,1.98B,2.19B
Depreciation & Amortization Expense,1.97B,1.67B,354M,142M,195M
Depreciation,113M,68M,69M,56M,92M
Amortization of Intangibles,1.86B,1.61B,285M,86M,103M
Gross Income,5.91B,5.09B,5.92B,4.42B,3.98B
Gross Income Growth,-,-13.89%,16.21%,-25.35%,-9.92%
Gross Profit Margin,-,-,-,-,62.55%
SG&A Expense,2.64B,2.38B,2.25B,1.57B,2.11B
SGA Growth,-,-9.92%,-5.21%,-30.52%,34.48%
Research & Development,355M,365M,332M,210M,443M
Other SG&A,2.29B,2.01B,1.92B,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,493M,19M,111M,111M,96M
EBIT after Unusual Expense,2.78B,2.69B,3.55B,(111M),1.78B
Non Operating Income/Expense,309M,20M,(9M),13M,11M
Non-Operating Interest Income,18M,21M,19M,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,7M,6M,6M,-,258M
Interest Expense Growth,-,-14.29%,0.00%,-,-
Gross Interest Expense,7M,6M,6M,-,258M
Interest Capitalized,-,-,-,-,-
Pretax Income,3.1B,2.73B,3.56B,2.75B,1.53B
Pretax Income Growth,-,-11.94%,30.27%,-22.59%,-44.44%
Pretax Margin,-,-,-,-,24.04%
Income Tax,1.3B,576M,337M,496M,178M
Income Tax - Current Domestic,1.96B,144M,(209M),93M,31M
Income Tax - Current Foreign,388M,395M,480M,435M,435M
Income Tax - Deferred Domestic,(835M),(28M),22M,12M,(68M)
Income Tax - Deferred Foreign,(210M),65M,44M,(44M),(220M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,1.8B,2.15B,3.22B,2.26B,1.35B
Minority Interest Expense,-,-,-,-,-
Net Income,1.8B,2.15B,3.22B,2.26B,1.35B
Net Income Growth,-,19.54%,49.47%,-29.89%,-40.12%
Net Margin Growth,-,-,-,-,21.24%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,(96M),-
Net Income After Extraordinaries,1.8B,2.15B,3.22B,2.16B,1.35B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,1.8B,2.15B,3.22B,2.16B,1.35B
EPS (Basic),7.11,8.51,12.71,8.52,5.33
EPS (Basic) Growth,-,19.54%,49.47%,-32.98%,-37.46%
Basic Shares Outstanding,253.13M,253.13M,253.13M,253.52M,253.55M
EPS (Diluted),7.11,8.51,12.71,8.52,5.33
EPS (Diluted) Growth,-,19.54%,49.47%,-32.98%,-37.46%
Diluted Shares Outstanding,253.13M,253.13M,253.13M,253.52M,253.55M
EBITDA,5.25B,4.39B,4.02B,2.99B,2.07B
EBITDA Growth,-,-16.38%,-8.44%,-25.50%,-30.92%
EBITDA Margin,-,-,-,-,32.50%
