Item,2017,2018,2019,2020,2021
Sales/Revenue,3.78B,4.15B,4.36B,4.9B,5.19B
Sales Growth,-,9.79%,5.11%,12.35%,6.01%
Cost of Goods Sold (COGS) incl. D&A,2.11B,2.38B,2.46B,2.78B,3.05B
COGS Growth,-,12.75%,3.69%,12.88%,9.54%
COGS excluding D&A,1.99B,2.24B,2.29B,2.6B,2.83B
Depreciation & Amortization Expense,121.9M,135.6M,172.1M,186.2M,214.1M
Depreciation,60.9M,64.4M,81.7M,86.3M,93.8M
Amortization of Intangibles,61M,71.2M,90.4M,99.9M,120.3M
Gross Income,1.67B,1.77B,1.89B,2.11B,2.14B
Gross Income Growth,-,6.05%,7.01%,11.66%,1.37%
Gross Profit Margin,-,-,-,-,41.29%
SG&A Expense,933.3M,977.9M,1.04B,1.18B,1.15B
SGA Growth,-,4.78%,6.67%,12.70%,-2.11%
Research & Development,70.8M,89.7M,93.6M,102.6M,105.2M
Other SG&A,862.5M,888.2M,949.5M,1.07B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,-,-,2.7M,(94M),(86.7M)
EBIT after Unusual Expense,-,-,847.8M,1.03B,1.08B
Non Operating Income/Expense,(2.9M),(3.9M),(8.7M),(5.1M),(2.3M)
Non-Operating Interest Income,2.1M,1.9M,1.6M,500K,-
Equity in Affiliates (Pretax),10.8M,9.2M,6.6M,6.7M,9.4M
Interest Expense,52.6M,79.4M,73.6M,61M,54.5M
Interest Expense Growth,-,50.95%,-7.30%,-17.12%,-10.66%
Gross Interest Expense,52.8M,79.4M,73.6M,61M,54.5M
Interest Capitalized,200K,-,-,-,-
Pretax Income,692.7M,719.5M,773.7M,973.8M,1.03B
Pretax Income Growth,-,3.87%,7.53%,25.86%,5.95%
Pretax Margin,-,-,-,-,19.88%
Income Tax,(50.7M),150.9M,157.8M,187.9M,204.2M
Income Tax - Current Domestic,175.7M,126.8M,142.1M,146.3M,164.7M
Income Tax - Current Foreign,11.2M,13M,10.1M,15.9M,19.2M
Income Tax - Deferred Domestic,(231.2M),10M,3.1M,27.1M,21M
Income Tax - Deferred Foreign,(6.4M),1.1M,2.5M,(1.4M),(700K)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,743.4M,568.6M,615.9M,785.9M,827.5M
Minority Interest Expense,-,-,-,-,-
Net Income,743.4M,568.6M,615.9M,785.9M,827.5M
Net Income Growth,-,-23.51%,8.32%,27.60%,5.29%
Net Margin Growth,-,-,-,-,15.94%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,743.4M,568.6M,615.9M,785.9M,827.5M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,743.4M,568.6M,615.9M,785.9M,827.5M
EPS (Basic),2.97,2.32,2.5,3.18,3.38
EPS (Basic) Growth,-,-22.02%,8.01%,27.29%,6.11%
Basic Shares Outstanding,250.6M,245.5M,246.2M,246.8M,244.9M
EPS (Diluted),2.9,2.27,2.44,3.12,3.32
EPS (Diluted) Growth,-,-21.79%,7.72%,27.55%,6.39%
Diluted Shares Outstanding,256.1M,250.7M,252.1M,252.2M,249.6M
EBITDA,857.2M,927.3M,1.02B,1.12B,1.21B
EBITDA Growth,-,8.18%,10.28%,10.00%,7.25%
EBITDA Margin,-,-,-,-,23.25%
