Item,2017,2018,2019,2020,2021
Sales/Revenue,4.39B,4.97B,5.33B,5.65B,6.01B
Sales Growth,-,13.09%,7.42%,5.88%,6.44%
Cost of Goods Sold (COGS) incl. D&A,2.23B,2.57B,2.82B,3.23B,3.39B
COGS Growth,-,15.24%,9.82%,14.71%,4.97%
COGS excluding D&A,2.1B,2.43B,2.67B,3.07B,3.22B
Depreciation & Amortization Expense,127.4M,138.2M,148.7M,162.4M,170.7M
Depreciation,123.6M,134.1M,144.6M,153.3M,159.9M
Amortization of Intangibles,3.8M,4.1M,4.1M,9.1M,10.8M
Gross Income,2.16B,2.4B,2.52B,2.41B,2.62B
Gross Income Growth,-,10.88%,4.86%,-4.01%,8.40%
Gross Profit Margin,-,-,-,-,43.54%
SG&A Expense,1.28B,1.4B,1.46B,1.27B,1.4B
SGA Growth,-,9.15%,4.23%,-12.70%,9.87%
Research & Development,-,-,-,-,-
Other SG&A,1.28B,1.4B,1.46B,1.43B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,-,-,-,-,-
EBIT after Unusual Expense,-,-,-,-,-
Non Operating Income/Expense,1M,500K,1.2M,1.4M,-
Non-Operating Interest Income,400K,400K,400K,600K,100K
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,9.1M,12.6M,13.9M,9.7M,9.7M
Interest Expense Growth,-,38.46%,10.32%,-30.22%,0.00%
Gross Interest Expense,9.1M,12.6M,13.9M,9.7M,9.7M
Interest Capitalized,-,-,-,-,-
Pretax Income,873.1M,987M,1.04B,1.13B,1.21B
Pretax Income Growth,-,13.05%,5.74%,8.53%,6.63%
Pretax Margin,-,-,-,-,20.09%
Income Tax,294.5M,235.1M,252.8M,273.6M,282.8M
Income Tax - Current Domestic,303.8M,182.6M,219M,242.9M,261M
Income Tax - Current Foreign,20.5M,24.1M,22.1M,28.1M,34.1M
Income Tax - Deferred Domestic,(29.8M),27.6M,11.5M,1.3M,(13.1M)
Income Tax - Deferred Foreign,-,800K,200K,1.3M,800K
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,578.6M,751.9M,790.9M,859.1M,925M
Minority Interest Expense,-,-,-,-,-
Net Income,578.6M,751.9M,790.9M,859.1M,925M
Net Income Growth,-,29.95%,5.19%,8.62%,7.67%
Net Margin Growth,-,-,-,-,15.39%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,578.6M,751.9M,790.9M,859.1M,925M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,578.6M,751.9M,790.9M,859.1M,925M
EPS (Basic),1.01,1.31,1.38,1.5,1.61
EPS (Basic) Growth,-,30.36%,5.32%,8.52%,7.47%
Basic Shares Outstanding,576.42M,573.93M,573.2M,573.78M,574.81M
EPS (Diluted),1.01,1.31,1.38,1.49,1.6
EPS (Diluted) Growth,-,30.27%,5.17%,8.38%,7.40%
Diluted Shares Outstanding,576.69M,574.33M,574.4M,575.67M,577.12M
EBITDA,1.01B,1.14B,1.2B,1.3B,1.39B
EBITDA Growth,-,12.77%,5.96%,8.14%,6.55%
EBITDA Margin,-,-,-,-,23.09%
