Item,2017,2018,2019,2020,2021
Sales/Revenue,13.62B,14.28B,13.16B,11.48B,17.53B
Sales Growth,-,4.85%,-7.82%,-12.77%,52.74%
Cost of Goods Sold (COGS) incl. D&A,9.09B,9.26B,8.26B,7.2B,11.17B
COGS Growth,-,1.88%,-10.80%,-12.93%,55.22%
COGS excluding D&A,6.83B,6.97B,5.85B,5.03B,9.03B
Depreciation & Amortization Expense,2.26B,2.3B,2.41B,2.16B,2.14B
Depreciation,2.04B,2.08B,2.2B,1.95B,1.9B
Amortization of Intangibles,220M,219M,214M,212M,237M
Gross Income,4.53B,5.01B,4.9B,4.28B,6.37B
Gross Income Growth,-,10.81%,-2.33%,-12.52%,48.58%
Gross Profit Margin,-,-,-,-,36.30%
SG&A Expense,688M,601M,590M,648M,655M
SGA Growth,-,-12.65%,-1.83%,9.83%,1.08%
Research & Development,-,-,-,-,-
Other SG&A,688M,601M,590M,648M,-
Other Operating Expense,398M,345M,426M,389M,426M
Unusual Expense,162M,1.13B,351M,1.96B,2.13B
EBIT after Unusual Expense,(162M),2.94B,3.53B,1.29B,3.15B
Non Operating Income/Expense,196M,675M,1.41B,321M,48M
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),517M,792M,18M,640M,513M
Interest Expense,1.83B,1.9B,1.79B,1.59B,1.5B
Interest Expense Growth,-,4.10%,-6.09%,-11.24%,-5.73%
Gross Interest Expense,1.83B,1.9B,1.79B,1.59B,1.5B
Interest Capitalized,-,-,-,-,-
Pretax Income,2.16B,2.51B,3.17B,661M,2.22B
Pretax Income Growth,-,15.96%,26.30%,-79.12%,235.70%
Pretax Margin,-,-,-,-,12.66%
Income Tax,1.94B,587M,926M,481M,369M
Income Tax - Current Domestic,(153M),(67M),8M,(11M),11M
Income Tax - Current Foreign,18M,249M,201M,147M,3M
Income Tax - Deferred Domestic,2.03B,480M,748M,489M,355M
Income Tax - Deferred Foreign,47M,(75M),(31M),(144M),-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),(5M),(8M),(12M),(13M),(14M)
Consolidated Net Income,218M,1.91B,2.23B,167M,1.84B
Minority Interest Expense,40M,310M,49M,61M,66M
Net Income,178M,1.6B,2.18B,106M,1.77B
Net Income Growth,-,799.44%,36.04%,-95.13%,"1,569.81%"
Net Margin Growth,-,-,-,-,10.10%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,178M,1.6B,2.18B,106M,1.77B
Preferred Dividends,156M,128M,-,-,-
Net Income Available to Common,22M,1.47B,2.18B,106M,1.77B
EPS (Basic),0.01,0.66,0.96,0.05,0.78
EPS (Basic) Growth,-,"6,614.14%",44.73%,-95.14%,"1,569.02%"
Basic Shares Outstanding,2.23B,2.22B,2.26B,2.26B,2.27B
EPS (Diluted),0.01,0.66,0.96,0.05,0.78
EPS (Diluted) Growth,-,"6,614.14%",44.73%,-95.14%,"1,569.02%"
Diluted Shares Outstanding,2.23B,2.22B,2.26B,2.26B,2.27B
EBITDA,5.7B,6.37B,6.29B,5.41B,7.42B
EBITDA Growth,-,11.67%,-1.15%,-14.00%,37.11%
EBITDA Margin,-,-,-,-,42.31%
