Item,2017,2018,2019,2020,2021
Sales/Revenue,2.75B,3.33B,3.54B,3.24B,4.53B
Sales Growth,-,21.11%,6.30%,-8.58%,39.73%
Cost of Goods Sold (COGS) incl. D&A,882M,1.01B,1.08B,1.02B,1.37B
COGS Growth,-,14.06%,6.96%,-5.58%,35.04%
COGS excluding D&A,726M,827M,888M,829M,1.12B
Depreciation & Amortization Expense,156M,179M,188M,187M,251M
Depreciation,110M,140M,151M,156M,176M
Amortization of Intangibles,46M,39M,37M,31M,75M
Gross Income,1.87B,2.33B,2.47B,2.22B,3.15B
Gross Income Growth,-,24.44%,6.02%,-9.89%,41.88%
Gross Profit Margin,-,-,-,-,69.69%
SG&A Expense,1.22B,1.42B,1.47B,1.62B,2.87B
SGA Growth,-,16.53%,4.02%,10.11%,76.71%
Research & Development,541M,623M,647M,682M,1.19B
Other SG&A,675M,794M,827M,941M,-
Other Operating Expense,26M,27M,-,20M,-
Unusual Expense,22M,(21M),(99M),(270M),267M
EBIT after Unusual Expense,606M,904M,1.09B,850M,19M
Non Operating Income/Expense,455M,3M,3M,14M,926M
Non-Operating Interest Income,19M,44M,75M,41M,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,37M,57M,52M,49M,61M
Interest Expense Growth,-,54.05%,-8.77%,-5.77%,24.49%
Gross Interest Expense,37M,57M,52M,49M,61M
Interest Capitalized,-,-,-,-,-
Pretax Income,1.04B,894M,1.12B,856M,884M
Pretax Income Growth,-,-14.29%,25.06%,-23.43%,3.27%
Pretax Margin,-,-,-,-,19.53%
Income Tax,365M,112M,128M,200M,122M
Income Tax - Current Domestic,280M,62M,39M,38M,91M
Income Tax - Current Foreign,51M,68M,84M,45M,107M
Income Tax - Deferred Domestic,36M,(16M),-,124M,(73M)
Income Tax - Deferred Foreign,(2M),(2M),5M,(7M),(3M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),(1M),-,-,-,-
Consolidated Net Income,677M,782M,990M,656M,762M
Minority Interest Expense,(48M),(44M),(12M),-,-
Net Income,725M,826M,1B,656M,762M
Net Income Growth,-,13.93%,21.31%,-34.53%,16.16%
Net Margin Growth,-,-,-,-,16.84%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,725M,826M,1B,656M,762M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,725M,826M,1B,656M,762M
EPS (Basic),4.97,5.62,6.82,4.46,5.08
EPS (Basic) Growth,-,13.15%,21.31%,-34.53%,13.83%
Basic Shares Outstanding,146M,147M,147M,147M,150M
EPS (Diluted),4.9,5.54,6.72,4.43,5.05
EPS (Diluted) Growth,-,13.17%,21.31%,-34.09%,13.85%
Diluted Shares Outstanding,148M,149M,149M,148M,151M
EBITDA,784M,1.06B,1.18B,767M,537M
EBITDA Growth,-,35.46%,11.21%,-35.06%,-29.99%
EBITDA Margin,-,-,-,-,11.86%
