Item,2017,2018,2019,2020,2021
Sales/Revenue,37.78B,41.3B,43.26B,15.36B,24.63B
Sales Growth,-,9.31%,4.74%,-64.50%,60.43%
Cost of Goods Sold (COGS) incl. D&A,32.5B,36.03B,37.06B,23.87B,28.35B
COGS Growth,-,10.86%,2.86%,-35.59%,18.75%
COGS excluding D&A,30.35B,33.86B,34.77B,21.38B,25.86B
Depreciation & Amortization Expense,2.15B,2.17B,2.29B,2.49B,2.49B
Depreciation,2.07B,2.1B,2.23B,2.43B,2.44B
Amortization of Intangibles,79M,67M,60M,55M,49M
Gross Income,5.28B,5.27B,6.2B,(8.52B),(3.71B)
Gross Income Growth,-,-0.19%,17.52%,-237.40%,56.41%
Gross Profit Margin,-,-,-,-,-15.07%
SG&A Expense,1.44B,1.56B,1.65B,459M,677M
SGA Growth,-,8.57%,5.97%,-72.20%,47.49%
Research & Development,-,-,-,-,-
Other SG&A,1.44B,1.56B,1.65B,459M,-
Other Operating Expense,116M,41M,16M,575M,-
Unusual Expense,25M,446M,18M,(3.02B),(3.45B)
EBIT after Unusual Expense,(25M),(446M),4.51B,(6.53B),(937M)
Non Operating Income/Expense,(138M),(77M),(86M),(1.35B),(79M)
Non-Operating Interest Income,57M,101M,133M,50M,36M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,587M,605M,646M,992M,1.58B
Interest Expense Growth,-,3.07%,6.78%,53.56%,58.97%
Gross Interest Expense,671M,670M,731M,1.06B,1.66B
Interest Capitalized,84M,65M,85M,71M,80M
Pretax Income,3.04B,2.65B,3.91B,(8.82B),(2.56B)
Pretax Income Growth,-,-12.89%,47.81%,-325.40%,71.02%
Pretax Margin,-,-,-,-,-10.38%
Income Tax,896M,526M,905M,(1.75B),(593M)
Income Tax - Current Domestic,(77M),14M,23M,(12M),(10M)
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,973M,512M,882M,(1.74B),(583M)
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,2.14B,2.12B,3.01B,(7.07B),(1.96B)
Minority Interest Expense,-,-,-,-,-
Net Income,2.14B,2.12B,3.01B,(7.07B),(1.96B)
Net Income Growth,-,-1.03%,41.80%,-334.93%,72.22%
Net Margin Growth,-,-,-,-,-7.97%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,2.14B,2.12B,3.01B,(7.07B),(1.96B)
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,2.14B,2.12B,3.01B,(7.07B),(1.96B)
EPS (Basic),7.08,7.7,11.63,(25.3),(6.1)
EPS (Basic) Growth,-,8.79%,50.95%,-317.61%,75.88%
Basic Shares Outstanding,302.7M,275.5M,258.8M,279.4M,321.9M
EPS (Diluted),7.06,7.67,11.58,(25.3),(6.1)
EPS (Diluted) Growth,-,8.63%,50.96%,-318.53%,75.88%
Diluted Shares Outstanding,303.6M,276.7M,259.9M,279.4M,321.9M
EBITDA,5.88B,5.84B,6.82B,(7.06B),(1.9B)
EBITDA Growth,-,-0.71%,16.76%,-203.56%,73.04%
EBITDA Margin,-,-,-,-,-7.73%
