Item,2017,2018,2019,2020,2021
Sales/Revenue,15.26B,17.41B,18.37B,16.79B,18.23B
Sales Growth,-,14.05%,5.54%,-8.61%,8.59%
Cost of Goods Sold (COGS) incl. D&A,9.01B,10.2B,10.78B,10.01B,11.01B
COGS Growth,-,13.26%,5.73%,-7.17%,10.02%
COGS excluding D&A,8.37B,9.44B,9.96B,9.16B,10.05B
Depreciation & Amortization Expense,636M,758M,822M,854M,969M
Depreciation,414M,444M,463M,485M,499M
Amortization of Intangibles,222M,314M,359M,369M,470M
Gross Income,6.26B,7.21B,7.59B,6.78B,7.22B
Gross Income Growth,-,15.18%,5.27%,-10.66%,6.49%
Gross Profit Margin,-,-,-,-,39.59%
SG&A Expense,3.62B,4.27B,4.46B,3.99B,4.18B
SGA Growth,-,17.99%,4.40%,-10.57%,4.84%
Research & Development,340M,436M,454M,439M,485M
Other SG&A,3.28B,3.83B,4B,3.55B,3.69B
Other Operating Expense,-,-,-,-,-
Unusual Expense,107M,67M,40M,328M,56M
EBIT after Unusual Expense,2.53B,(67M),3.09B,2.47B,2.98B
Non Operating Income/Expense,(33M),(46M),(58M),26M,82M
Non-Operating Interest Income,36M,43M,27M,19M,12M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,201M,202M,201M,175M,166M
Interest Expense Growth,-,0.50%,-0.50%,-12.94%,-5.14%
Gross Interest Expense,201M,202M,201M,175M,166M
Interest Capitalized,-,-,-,-,-
Pretax Income,2.34B,2.67B,2.86B,2.34B,2.91B
Pretax Income Growth,-,14.22%,7.20%,-18.33%,24.71%
Pretax Margin,-,-,-,-,15.97%
Income Tax,660M,443M,531M,345M,585M
Income Tax - Current Domestic,391M,393M,271M,138M,178M
Income Tax - Current Foreign,311M,300M,308M,288M,355M
Income Tax - Deferred Domestic,11M,(235M),10M,(43M),79M
Income Tax - Deferred Foreign,(53M),(15M),(58M),(38M),(27M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,1.68B,2.22B,2.33B,1.99B,2.33B
Minority Interest Expense,32M,21M,22M,25M,24M
Net Income,1.64B,2.2B,2.31B,1.97B,2.3B
Net Income Growth,-,34.08%,4.68%,-14.79%,17.20%
Net Margin Growth,-,-,-,-,12.63%
Extraordinaries & Discontinued Operations,(125M),-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,(125M),-,-,-,-
Net Income After Extraordinaries,1.52B,2.2B,2.31B,1.97B,2.3B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,1.52B,2.2B,2.31B,1.97B,2.3B
EPS (Basic),2.36,3.49,3.74,3.26,3.85
EPS (Basic) Growth,-,47.45%,7.36%,-12.91%,18.14%
Basic Shares Outstanding,642.1M,632M,616.2M,602.9M,598.1M
EPS (Diluted),2.36,3.47,3.72,3.24,3.83
EPS (Diluted) Growth,-,46.98%,7.16%,-12.82%,18.13%
Diluted Shares Outstanding,643.4M,635.3M,620.6M,606.6M,601.8M
EBITDA,3.28B,3.7B,3.95B,3.65B,4.01B
EBITDA Growth,-,12.85%,6.92%,-7.74%,9.93%
EBITDA Margin,-,-,-,-,21.99%
