Item,2018,2019,2020,2021,2022
Sales/Revenue,10.54B,13.28B,17.1B,21.25B,26.49B
Sales Growth,-,26.02%,28.73%,24.30%,24.66%
Cost of Goods Sold (COGS) incl. D&A,3.49B,4.42B,5.46B,6.96B,9.1B
COGS Growth,-,26.79%,23.60%,27.31%,30.86%
COGS excluding D&A,2.14B,2.72B,2.45B,3.05B,4.46B
Depreciation & Amortization Expense,1.35B,1.7B,3.01B,3.9B,4.65B
Depreciation,466M,515M,1.34B,1.75B,1.7B
Amortization of Intangibles,287M,447M,792M,1.1B,1.6B
Gross Income,7.05B,8.86B,11.64B,14.3B,17.39B
Gross Income Growth,-,25.63%,31.29%,22.88%,21.64%
Gross Profit Margin,-,-,-,-,65.65%
SG&A Expense,6.6B,8.3B,11.13B,13.84B,16.84B
SGA Growth,-,25.76%,34.12%,24.34%,21.68%
Research & Development,1.55B,1.89B,2.77B,3.6B,4.47B
Other SG&A,5.05B,6.41B,8.37B,10.24B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,(15M),(7M),215M,-,(918M)
EBIT after Unusual Expense,15M,569M,288M,-,1.47B
Non Operating Income/Expense,1M,507M,432M,2.23B,286M
Non-Operating Interest Income,37M,61M,117M,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,87M,154M,131M,126M,220M
Interest Expense Growth,-,77.01%,-14.94%,-3.82%,74.60%
Gross Interest Expense,87M,154M,131M,126M,220M
Interest Capitalized,-,-,-,-,-
Pretax Income,420M,983M,706M,2.56B,1.53B
Pretax Income Growth,-,134.05%,-28.18%,262.75%,-40.18%
Pretax Margin,-,-,-,-,5.78%
Income Tax,60M,(127M),580M,(1.51B),88M
Income Tax - Current Domestic,(5M),39M,545M,291M,(10M)
Income Tax - Current Foreign,85M,117M,8M,(12M),352M
Income Tax - Deferred Domestic,(16M),(285M),(33M),294M,(238M)
Income Tax - Deferred Foreign,(4M),2M,60M,(2.08B),(16M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,360M,1.11B,126M,4.07B,1.44B
Minority Interest Expense,-,-,-,-,-
Net Income,360M,1.11B,126M,4.07B,1.44B
Net Income Growth,-,208.33%,-88.65%,"3,131.75%",-64.54%
Net Margin Growth,-,-,-,-,5.45%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,360M,1.11B,126M,4.07B,1.44B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,360M,1.11B,126M,4.07B,1.44B
EPS (Basic),0.5,1.48,0.15,4.48,1.51
EPS (Basic) Growth,-,196.00%,-89.73%,"2,850.39%",-66.28%
Basic Shares Outstanding,715M,751M,829M,908M,955M
EPS (Diluted),0.49,1.43,0.15,4.38,1.48
EPS (Diluted) Growth,-,191.84%,-89.64%,"2,854.45%",-66.14%
Diluted Shares Outstanding,735M,775M,850M,930M,974M
EBITDA,1.8B,2.26B,3.51B,4.36B,5.19B
EBITDA Growth,-,25.68%,55.42%,24.05%,19.16%
EBITDA Margin,-,-,-,-,19.61%
