Item,2017,2018,2019,2020,2021
Sales/Revenue,2.88B,4.29B,4.61B,4.64B,5.05B
Sales Growth,-,48.87%,7.57%,0.70%,8.68%
Cost of Goods Sold (COGS) incl. D&A,1.75B,2.37B,2.62B,2.58B,2.84B
COGS Growth,-,35.00%,10.68%,-1.59%,10.37%
COGS excluding D&A,1.64B,2.21B,2.38B,2.42B,2.68B
Depreciation & Amortization Expense,109.7M,157.8M,241M,158.3M,160.6M
Depreciation,82.3M,95.6M,178.4M,96.4M,97.9M
Amortization of Intangibles,27.4M,62.2M,62.6M,61.9M,62.7M
Gross Income,1.13B,1.92B,1.99B,2.07B,2.2B
Gross Income Growth,-,70.44%,3.75%,3.71%,6.57%
Gross Profit Margin,-,-,-,-,43.63%
SG&A Expense,621.7M,982.8M,1.02B,945M,1.02B
SGA Growth,-,58.08%,3.29%,-6.91%,7.95%
Research & Development,141.5M,287.7M,298.1M,287.9M,304.7M
Other SG&A,480.2M,695.1M,717M,657.1M,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,221M,294.1M,166.7M,223.5M,129M
EBIT after Unusual Expense,(221M),(294.1M),809.8M,896.9M,1.05B
Non Operating Income/Expense,(23.8M),98.2M,3M,(18.6M),(31.4M)
Non-Operating Interest Income,900K,1.4M,1.9M,100K,-
Equity in Affiliates (Pretax),100K,100K,-,-,-
Interest Expense,80M,134.1M,159.7M,148.6M,126.9M
Interest Expense Growth,-,67.63%,19.09%,-6.95%,-14.60%
Gross Interest Expense,83.1M,138.2M,164.4M,152.1M,130.3M
Interest Capitalized,3.1M,4.1M,4.7M,3.5M,3.4M
Pretax Income,180.8M,608.4M,655M,729.8M,893.8M
Pretax Income Growth,-,236.50%,7.66%,11.42%,22.47%
Pretax Margin,-,-,-,-,17.72%
Income Tax,264.1M,70.8M,111.5M,150.9M,91.6M
Income Tax - Current Domestic,101.5M,24.7M,(11.6M),25.6M,(14.7M)
Income Tax - Current Foreign,58.4M,90M,77M,91.7M,96.6M
Income Tax - Deferred Domestic,119M,(13.5M),3.4M,25.9M,16.8M
Income Tax - Deferred Foreign,(14.8M),(30.4M),42.7M,7.7M,(7.1M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,(2.4M),(1.5M),(1.4M),(1.8M)
Consolidated Net Income,(83.3M),535.2M,542M,577.5M,800.4M
Minority Interest Expense,2.6M,9.4M,2.8M,(900K),(2.5M)
Net Income,(85.9M),525.8M,539.2M,578.4M,802.9M
Net Income Growth,-,712.11%,2.55%,7.27%,38.81%
Net Margin Growth,-,-,-,-,15.91%
Extraordinaries & Discontinued Operations,621.7M,(26.1M),(63.3M),(28.3M),-
Extra Items & Gain/Loss Sale Of Assets,683.3M,6M,500K,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,(61.6M),(32.1M),(63.8M),(28.3M),(68.2M)
Net Income After Extraordinaries,535.8M,499.7M,475.9M,550.1M,734.7M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,(147.5M),493.7M,475.4M,550.1M,734.7M
EPS (Basic),(1.1),3.67,3.64,4.24,5.72
EPS (Basic) Growth,-,434.32%,-1.02%,16.66%,34.91%
Basic Shares Outstanding,134.26M,134.41M,130.76M,129.7M,128.4M
EPS (Diluted),(1.1),3.63,3.6,4.21,5.69
EPS (Diluted) Growth,-,430.70%,-0.88%,16.97%,35.04%
Diluted Shares Outstanding,134.26M,135.88M,132M,130.58M,129.15M
EBITDA,614.3M,1.09B,1.22B,1.28B,1.34B
EBITDA Growth,-,78.20%,11.22%,5.03%,4.93%
EBITDA Margin,-,-,-,-,26.59%
