Item,2017,2018,2019,2020,2021
Interest Income,14.35B,16.17B,17.49B,14.84B,13.49B
Interest Income Growth,-,12.74%,8.17%,-15.17%,-9.12%
Interest and Fees on Loans,11.79B,13.12B,14.1B,12.02B,7.3B
Interest Income on Fed. Funds,-,-,-,-,-
Interest Income on Fed. Repos,-,-,-,-,-
Interest on Bank Deposits,-,-,-,-,-
Other Interest or Dividend Income,2.56B,3.05B,3.4B,2.82B,2.74B
Total Internest Expense,1.97B,3.25B,4.44B,2.02B,993M
Total Internest Expense Growth,-,65.51%,36.51%,-54.64%,-50.72%
Interest Expense on Bank Deposits,1.04B,1.87B,2.86B,950M,320M
Other Interest Expense,925M,1.39B,1.59B,1.07B,-
Interest Expense on Debt,925M,1.39B,1.59B,1.07B,669M
Interest Capitalized,-,-,-,-,-
Other Borrowed Funds,-,-,-,-,-
Net Interest Income,12.38B,12.92B,13.05B,12.83B,12.49B
Net Interest Income Growth,-,4.35%,1.03%,-1.74%,-2.58%
Loan Loss Provision,1.39B,1.38B,1.5B,3.81B,(1.17B)
Loan Loss Provision Growth,-,-0.79%,9.06%,153.06%,-130.82%
Net Interest Income after Provision,10.99B,11.54B,11.55B,9.02B,13.67B
Net Interest Inc After Loan Loss Prov Growth,-,5.00%,0.07%,-21.90%,51.54%
Net Interest Margin,-,-,-,-,2.49%
Non-Interest Income,8.64B,9.21B,8.29B,8.19B,9.19B
Securities Gain,57M,30M,73M,177M,103M
Trading Account Income,-,-,-,-,-
"Trust Income, Commissions & Fees",7.68B,8.11B,7.34B,6.83B,9.02B
Commission & Fee Income,5.54B,5.9B,5.09B,4.53B,6.58B
Other Operating Income,820M,1.01B,803M,815M,204M
Non-Interest Expense,12.11B,12.07B,11.25B,11.16B,12.69B
Labor & Related Expense,6.88B,7.39B,7.61B,7.94B,8.74B
Equipment Expense,726M,757M,789M,741M,710M
Other Operating Expense,4.89B,4.01B,4.05B,4.34B,3.95B
Operating Income,7.52B,8.68B,8.59B,6.05B,10.17B
Operating Income Growth,-,15.44%,-0.97%,-29.59%,68.01%
Operating Income Margin,-,-,-,-,44.84%
Non-Operating Income (Expense),-,-,-,-,-
Non-Operating Interest Income,-,-,-,-,-
Miscellaneous Non Operating Expense,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Unusual Expense,-,-,-,-,-
Pretax Income,7.52B,8.68B,8.59B,6.05B,10.17B
Pretax Income Growth,-,15.44%,-0.97%,-29.59%,68.01%
Pretax Margin,-,-,-,-,44.84%
Income Taxes,1.26B,1.55B,1.65B,1.07B,2.18B
Income Tax - Current - Domestic,2.29B,1.68B,1.54B,1.5B,1.6B
Income Tax - Current - Foreign,-,-,-,-,-
Income Tax - Deferred - Domestic,(1.02B),(128M),107M,(435M),580M
Income Tax - Deferred - Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),(28M),(30M),(29M),(21M),(38M)
Consolidated Net Income,6.23B,7.09B,6.92B,4.96B,7.95B
Minority Interest Expense,35M,28M,32M,26M,22M
Net Income,6.19B,7.07B,6.89B,4.94B,7.93B
Net Income Growth,-,14.15%,-2.56%,-28.28%,60.49%
Net Income Margin,-,-,-,-,34.96%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,-,-,-,-,-
Preferred Dividends,277M,282M,302M,317M,320M
Net Income Available to Common,5.91B,6.78B,6.58B,4.62B,7.61B
EPS (Basic),3.53,4.15,4.16,3.06,5.11
EPS (Basic) Grwoth,-,17.75%,0.29%,-26.45%,66.78%
Basic Shares Outstanding,1.68B,1.63B,1.58B,1.51B,1.49B
EPS (Diluted),3.51,4.14,4.16,3.06,5.1
EPS (Diluted) Growth,-,17.88%,0.41%,-26.41%,66.78%
Diluted Shares Outstanding,1.68B,1.64B,1.58B,1.51B,1.49B
