Item,2017,2018,2019,2020,2021
Sales/Revenue,201.16B,226.25B,242.16B,257.14B,287.6B
Sales Growth,-,12.47%,7.03%,6.19%,11.84%
Premiums Earned,158.45B,178.09B,189.7B,201.48B,226.23B
Total Investment Income,-,-,-,-,-
Realized Gains (Losses),83M,-,-,-,-
Other Operating Income,42.62B,48.16B,52.46B,55.66B,61.36B
"Losses, Claims & Reserves",130.04B,145.4B,156.44B,159.4B,186.91B
"Losses, Claims & Reserves Growth",-,11.82%,7.59%,1.89%,17.26%
"Losses, Benefits & Adjustments",130.04B,145.4B,156.44B,159.4B,186.91B
Loss Ratio,-,-,-,-,N/A
"Selling, General & Admin. Expenses & Other",55.91B,63.5B,66.03B,75.34B,76.72B
SGA Growth,-,13.57%,3.98%,14.10%,1.83%
"Selling, General & Admin. Expenses",31.8B,36.5B,37.91B,44.6B,45.68B
"Other Selling, General & Admin. Expense",-,-,-,-,-
Underwriting & Commissions,-,-,-,-,-
Other Operating Expense,24.11B,27B,28.12B,30.75B,31.03B
Operating Income Before Interest Expense,15.21B,17.34B,19.69B,22.41B,23.97B
Operating Income Growth,-,14.04%,13.50%,13.82%,6.99%
"Interest Expense, Net of Interest Capitalized",1.19B,1.4B,1.7B,1.66B,1.66B
Interest Expense (excl. Interest Capitalized),1.19B,1.4B,1.7B,1.66B,1.66B
Interest Capitalized,-,-,-,-,-
Operating Income After Interest Expense,15.21B,17.34B,19.69B,22.41B,23.97B
Non-Operating Income (Expense),-,-,-,-,-
Miscellaneous Non Operating Expense,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Unusual Expense,-,-,-,-,-
Pretax Income,14.02B,15.94B,17.98B,20.74B,22.31B
Pretax Income Growth,-,13.70%,12.78%,15.36%,7.56%
Income Tax,3.2B,3.56B,3.74B,4.97B,4.58B
Income Tax - Current Domestic,3.91B,3.12B,2.95B,4.49B,3.93B
Income Tax - Current Foreign,254M,404M,564M,491M,516M
Income Tax - Deferred Domestic,(965M),42M,230M,(8M),130M
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,10.82B,12.38B,14.24B,15.77B,17.73B
Minority Interest Expense,265M,396M,400M,366M,447M
Net Income,10.56B,11.99B,13.84B,15.4B,17.29B
Net Income Growth,-,13.53%,15.46%,11.30%,12.22%
Net Margin Growth,-,-,-,-,6.01%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,10.56B,11.99B,13.84B,15.4B,17.29B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,10.56B,11.99B,13.84B,15.4B,17.29B
EPS (Basic),10.95,12.45,14.55,16.23,18.33
EPS (Basic) Growth,-,13.64%,16.92%,11.54%,12.93%
Basic Shares Outstanding,964M,963M,951M,949M,943M
EPS (Diluted),10.72,12.19,14.33,16.03,18.08
EPS (Diluted) Growth,-,13.76%,17.49%,11.88%,12.81%
Diluted Shares Outstanding,985M,983M,966M,961M,956M
