Item,2017,2018,2019,2020,2021
Sales/Revenue,39.98B,42.45B,46.59B,41.54B,48.91B
Sales Growth,-,6.17%,9.75%,-10.84%,17.74%
Cost of Goods Sold (COGS) incl. D&A,12.72B,13.07B,13.86B,13.44B,13.47B
COGS Growth,-,2.74%,6.09%,-3.02%,0.17%
COGS excluding D&A,8.04B,8.55B,10.21B,9.96B,10.25B
Depreciation & Amortization Expense,4.68B,4.52B,3.65B,3.49B,3.21B
Depreciation,1.48B,1.62B,1.65B,1.67B,1.58B
Amortization of Intangibles,3.2B,2.9B,2B,1.82B,1.64B
Gross Income,27.27B,29.38B,32.73B,28.09B,35.44B
Gross Income Growth,-,7.76%,11.38%,-14.15%,26.15%
Gross Profit Margin,-,-,-,-,72.47%
SG&A Expense,19.78B,19.61B,19.39B,22.12B,21.78B
SGA Growth,-,-0.85%,-1.10%,14.09%,-1.58%
Research & Development,9.7B,9.51B,8.81B,13.22B,12.16B
Other SG&A,10.07B,10.1B,10.58B,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,1.75B,1.02B,2.35B,948M,1.21B
EBIT after Unusual Expense,(1.75B),8.75B,10.99B,(948M),12.46B
Non Operating Income/Expense,801M,53M,927M,275M,249M
Non-Operating Interest Income,385M,343M,274M,59M,36M
Equity in Affiliates (Pretax),352M,324M,170M,1.34B,1.94B
Interest Expense,754M,772M,893M,831M,806M
Interest Expense Growth,-,2.39%,15.67%,-6.94%,-3.01%
Gross Interest Expense,754M,772M,893M,831M,806M
Interest Capitalized,-,-,-,-,-
Pretax Income,6.52B,8.7B,11.46B,5.86B,13.88B
Pretax Income Growth,-,33.43%,31.75%,-48.86%,136.72%
Pretax Margin,-,-,-,-,28.38%
Income Tax,4.1B,2.51B,1.69B,1.34B,1.52B
Income Tax - Current Domestic,5.5B,736M,437M,937M,61M
Income Tax - Current Foreign,1.23B,2.28B,1.81B,969M,1.27B
Income Tax - Deferred Domestic,(2.7B),(445M),(316M),(630M),264M
Income Tax - Deferred Foreign,75M,(64M),(240M),64M,(77M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,2.42B,6.19B,9.78B,4.52B,12.36B
Minority Interest Expense,24M,(27M),(66M),4M,13M
Net Income,2.39B,6.22B,9.84B,4.52B,12.35B
Net Income Growth,-,159.82%,58.25%,-54.09%,173.18%
Net Margin Growth,-,-,-,-,25.24%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,2.55B,704M
Net Income After Extraordinaries,2.39B,6.22B,9.84B,7.07B,13.05B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,2.39B,6.22B,9.84B,7.07B,13.05B
EPS (Basic),0.88,2.33,3.84,2.79,5.16
EPS (Basic) Growth,-,165.32%,64.36%,-27.21%,84.65%
Basic Shares Outstanding,2.73B,2.66B,2.57B,2.53B,2.53B
EPS (Diluted),0.87,2.32,3.82,2.78,5.14
EPS (Diluted) Growth,-,166.67%,64.44%,-27.10%,84.86%
Diluted Shares Outstanding,2.75B,2.68B,2.58B,2.54B,2.54B
EBITDA,12.17B,14.29B,16.99B,9.46B,16.88B
EBITDA Growth,-,17.48%,18.84%,-44.33%,78.51%
EBITDA Margin,-,-,-,-,34.51%
