Item,2017,2018,2019,2020,2021
Sales/Revenue,2.79B,3B,3.2B,3.94B,5.3B
Sales Growth,-,7.53%,6.72%,23.04%,34.52%
Cost of Goods Sold (COGS) incl. D&A,1.98B,2.13B,2.27B,2.81B,3.68B
COGS Growth,-,7.31%,6.89%,23.35%,31.11%
COGS excluding D&A,1.96B,2.1B,2.25B,2.78B,3.65B
Depreciation & Amortization Expense,25.73M,27.92M,29.27M,29.4M,30.03M
Depreciation,24.16M,26.12M,27.89M,27.97M,28.29M
Amortization of Intangibles,1.57M,1.79M,1.39M,1.43M,1.74M
Gross Income,805.29M,870.17M,924.93M,1.13B,1.62B
Gross Income Growth,-,8.06%,6.29%,22.27%,42.99%
Gross Profit Margin,-,-,-,-,30.54%
SG&A Expense,520.92M,556.28M,583.68M,659.93M,786.81M
SGA Growth,-,6.79%,4.92%,13.06%,19.23%
Research & Development,-,-,-,-,-
Other SG&A,520.92M,556.28M,583.68M,659.93M,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,(2.4M),(1.2M),500K,6.94M,(2.5M)
EBIT after Unusual Expense,286.77M,315.09M,340.75M,464.03M,832.78M
Non Operating Income/Expense,(1.73M),(1.96M),(1.35M),(1.75M),(325K)
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,15.86M,20.14M,21.93M,10.61M,8.31M
Interest Expense Growth,-,26.96%,8.88%,-51.63%,-21.60%
Gross Interest Expense,15.86M,20.14M,21.93M,10.61M,8.31M
Interest Capitalized,-,-,-,-,-
Pretax Income,269.18M,292.99M,317.47M,451.67M,824.15M
Pretax Income Growth,-,8.85%,8.36%,42.27%,82.46%
Pretax Margin,-,-,-,-,15.56%
Income Tax,77.98M,58.77M,56.16M,85.23M,173.81M
Income Tax - Current Domestic,82.62M,54.11M,52.44M,87.77M,169.16M
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,(4.64M),4.66M,3.72M,(2.54M),4.65M
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,139K,242K,262K,295K,291K
Other After Tax Income (Expense),-,-,-,-,(4.32M)
Consolidated Net Income,191.34M,234.46M,261.58M,366.74M,646.3M
Minority Interest Expense,(294K),-,-,-,-
Net Income,191.63M,234.46M,261.58M,366.74M,646.3M
Net Income Growth,-,22.35%,11.56%,40.20%,76.23%
Net Margin Growth,-,-,-,-,12.20%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,191.63M,234.46M,261.58M,366.74M,646.3M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,191.63M,234.46M,261.58M,366.74M,646.3M
EPS (Basic),4.69,5.82,6.57,9.14,16.21
EPS (Basic) Growth,-,24.01%,12.90%,39.25%,77.25%
Basic Shares Outstanding,40.84M,40.31M,39.83M,40.11M,39.88M
EPS (Diluted),4.51,5.62,6.4,8.97,15.97
EPS (Diluted) Growth,-,24.69%,13.83%,40.20%,77.91%
Diluted Shares Outstanding,42.45M,41.69M,40.87M,40.87M,40.48M
EBITDA,310.1M,341.8M,370.52M,500.37M,860.31M
EBITDA Growth,-,10.23%,8.40%,35.05%,71.94%
EBITDA Margin,-,-,-,-,16.25%
