Item,2017,2018,2019,2020,2021
Sales/Revenue,1.85B,1.85B,1.24B,1.64B,1.9B
Sales Growth,-,-0.09%,-32.81%,32.61%,15.28%
Total Investment Income,-,-,-,-,-
Sundry Revenue/Income,-,-,-,-,-
Trading Account Income,-,-,-,-,-
"Trust Income, Commissions & Fees",-,-,-,-,-
Commission & Fee Income,-,-,-,-,-
Total Expense,1.46B,1.41B,951.11M,1.47B,1.58B
Total Interest Expense,307.72M,266.34M,217.61M,218.34M,157.98M
Depreciation & Amortization Expense,534.73M,549.5M,435.19M,553.95M,684.29M
Other Operating Expense,166.38M,55.26M,17.71M,42.91M,23.16M
Operating Income,392.25M,440.19M,289.23M,172.24M,317.16M
Operating Income Growth,-,12.22%,-34.29%,-40.45%,84.14%
Non-Operating Income (Expense),400.11M,939.3M,(971K),138.84M,195.44M
Non-Operating Interest Income,-,-,-,-,-
Miscellaneous Non Operating Expense,400.11M,939.3M,(971K),138.84M,195.44M
Equity in Affiliates (Pretax),-,-,-,-,-
Unusual Expense,74.24M,54.93M,(105.67M),(124.94M),226.25M
Pretax Income,410.4M,1.06B,176.32M,217.68M,128.37M
Pretax Income Growth,-,157.85%,-83.34%,23.46%,-41.03%
Pretax Margin,-,-,-,-,6.77%
Income Taxes,(1.33M),(17.85M),(5.48M),(9.42M),(3.26M)
Income Tax - Current Domestic,(2.45M),3.44M,549K,(7.73M),1.13M
Income Tax - Current Foreign,(1.74M),84K,-,-,-
Income Tax - Deferred Domestic,3.16M,(16.49M),(6.03M),(1.69M),(4.39M)
Income Tax - Deferred Foreign,2.36M,(4.88M),-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,10.9M,(2.59M),(6.33M),(66.6M),6.1M
Other After Tax Income (Expense),(1.16M),(2.67M),(1.54M),(2.42M),(3.27M)
Consolidated Net Income,421.48M,1.07B,173.93M,158.09M,134.46M
Minority Interest Expense,8.47M,12.38M,14.56M,14.39M,17.85M
Net Income,413.01M,1.06B,159.37M,143.7M,116.61M
Net Income Growth,-,156.27%,-84.94%,-9.83%,-18.85%
Net Margin Growth,-,-,-,-,6.15%
Extraordinaries & Discontinued Operations,-,-,(115.41M),-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,(115.41M),267.75M,388.2M
Net Income After Extraordinaries,413.01M,1.06B,43.96M,411.44M,504.81M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,413.01M,1.06B,43.96M,411.44M,504.81M
EPS (Basic),0.88,2.25,0.04,(0.09),0.16
EPS (Basic) Growth,-,155.28%,-98.07%,-313.39%,275.76%
Basic Shares Outstanding,468.76M,470.55M,486.26M,530.56M,538.93M
EPS (Diluted),0.88,2.23,0.04,(0.09),0.16
EPS (Diluted) Growth,-,152.77%,-98.07%,-314.88%,275.76%
Diluted Shares Outstanding,468.94M,475.39M,489.34M,530.56M,539.24M
