Item,2017,2018,2019,2020,2021
Sales/Revenue,7.19B,8.61B,9.17B,9.64B,12.17B
Sales Growth,-,19.82%,6.39%,5.14%,26.27%
Cost of Goods Sold (COGS) incl. D&A,6.37B,7.69B,8.15B,8.66B,10.83B
COGS Growth,-,20.68%,5.99%,6.21%,25.16%
COGS excluding D&A,5.99B,7.25B,7.61B,8.08B,10.22B
Depreciation & Amortization Expense,383.52M,435.89M,538.66M,573.36M,612.23M
Depreciation,379.32M,427.29M,526.26M,559.56M,597.93M
Amortization of Intangibles,4.2M,8.6M,12.4M,13.8M,14.3M
Gross Income,818.48M,926.28M,1.02B,981.04M,1.34B
Gross Income Growth,-,13.17%,9.67%,-3.43%,36.13%
Gross Profit Margin,-,-,-,-,10.98%
SG&A Expense,139.39M,182.07M,210.27M,209.21M,224.94M
SGA Growth,-,30.62%,15.49%,-0.51%,7.52%
Research & Development,-,-,-,-,-
Other SG&A,139.39M,182.07M,210.27M,209.21M,-
Other Operating Expense,44.83M,51.08M,55.34M,54.33M,59.46M
Unusual Expense,3.1M,-,3.4M,-,-
EBIT after Unusual Expense,631.16M,-,746.88M,-,-
Non Operating Income/Expense,(7.37M),(12.11M),(13.06M),(4.39M),(5.54M)
Non-Operating Interest Income,235K,224K,1.75M,486K,493K
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,28.79M,40.43M,54.68M,47.58M,46.25M
Interest Expense Growth,-,40.44%,35.27%,-12.99%,-2.79%
Gross Interest Expense,28.79M,40.43M,54.68M,47.58M,46.25M
Interest Capitalized,-,-,-,-,-
Pretax Income,595.24M,640.82M,680.9M,666.03M,999.77M
Pretax Income Growth,-,7.66%,6.25%,-2.18%,50.11%
Pretax Margin,-,-,-,-,8.22%
Income Tax,(91.02M),151.23M,164.58M,159.99M,238.97M
Income Tax - Current Domestic,157.74M,49.64M,108.96M,167.05M,185.55M
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,(248.76M),101.59M,55.62M,(7.06M),53.42M
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,686.26M,489.59M,516.32M,506.04M,760.81M
Minority Interest Expense,-,-,-,-,-
Net Income,686.26M,489.59M,516.32M,506.04M,760.81M
Net Income Growth,-,-28.66%,5.46%,-1.99%,50.35%
Net Margin Growth,-,-,-,-,6.25%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,686.26M,489.59M,516.32M,506.04M,760.81M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,686.26M,489.59M,516.32M,506.04M,760.81M
EPS (Basic),6.24,4.48,4.81,4.79,7.22
EPS (Basic) Growth,-,-28.21%,7.38%,-0.48%,50.83%
Basic Shares Outstanding,109.99M,109.38M,107.33M,105.7M,105.36M
EPS (Diluted),6.18,4.43,4.77,4.74,7.14
EPS (Diluted) Growth,-,-28.32%,7.61%,-0.58%,50.59%
Diluted Shares Outstanding,111.05M,110.43M,108.31M,106.77M,106.59M
EBITDA,1.02B,1.13B,1.29B,1.29B,1.66B
EBITDA Growth,-,10.93%,14.16%,0.15%,28.85%
EBITDA Margin,-,-,-,-,13.67%
