Item,2017,2018,2019,2020,2021
Sales/Revenue,187.61M,897.98M,894.8M,1.23B,1.51B
Sales Growth,-,378.64%,-0.35%,36.97%,23.17%
Total Investment Income,-,-,-,-,-
Sundry Revenue/Income,6.35M,27.2M,28.94M,39.59M,58.35M
Trading Account Income,-,-,-,-,-
"Trust Income, Commissions & Fees",-,-,-,-,-
Commission & Fee Income,-,-,-,-,-
Total Expense,45.11M,140.02M,52.3M,321.02M,75.63M
Total Interest Expense,63.35M,212.66M,248.38M,308.61M,328.15M
Depreciation & Amortization Expense,2.45M,3.69M,3.83M,3.73M,3.09M
Other Operating Expense,10.44M,15.03M,10.22M,31.87M,47.58M
Operating Income,142.5M,757.95M,842.5M,904.56M,1.43B
Operating Income Growth,-,431.89%,11.15%,7.37%,58.52%
Non-Operating Income (Expense),282K,11.31M,20.01M,6.8M,(64.12M)
Non-Operating Interest Income,282K,11.31M,20.01M,6.8M,120K
Miscellaneous Non Operating Expense,-,-,-,-,(64.24M)
Equity in Affiliates (Pretax),-,-,-,-,-
Unusual Expense,38.49M,23.04M,58.14M,(294.29M),15.62M
Pretax Income,42.64M,533.56M,555.99M,897.04M,1.03B
Pretax Income Growth,-,"1,151.43%",4.20%,61.34%,14.38%
Pretax Margin,-,-,-,-,67.97%
Income Taxes,(1.9M),1.44M,1.71M,831K,2.89M
Income Tax - Current Domestic,11K,1.82M,1.66M,680K,2.54M
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,(1.91M),(378K),42K,151K,346K
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,44.54M,532.12M,554.28M,896.21M,1.02B
Minority Interest Expense,1.88M,8.5M,8.32M,4.53M,9.31M
Net Income,42.66M,523.62M,545.96M,891.67M,1.01B
Net Income Growth,-,"1,127.37%",4.27%,63.32%,13.70%
Net Margin Growth,-,-,-,-,67.16%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,42.66M,523.62M,545.96M,891.67M,1.01B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,42.66M,523.62M,545.96M,891.67M,1.01B
EPS (Basic),0.14,1.43,1.25,1.76,1.8
EPS (Basic) Growth,-,903.45%,-11.99%,40.39%,1.95%
Basic Shares Outstanding,300.28M,367.23M,435.07M,506.14M,564.47M
EPS (Diluted),0.14,1.43,1.24,1.75,1.76
EPS (Diluted) Growth,-,903.17%,-12.79%,40.39%,0.66%
Diluted Shares Outstanding,300.28M,367.32M,439.15M,510.91M,577.07M
