Item,2018,2019,2020,2021,2022
Sales/Revenue,642.99M,714.01M,738.69M,931.03M,1.11B
Sales Growth,-,11.04%,3.46%,26.04%,18.75%
Cost of Goods Sold (COGS) incl. D&A,232.5M,285.37M,282.1M,326.58M,276.05M
COGS Growth,-,22.74%,-1.15%,15.77%,-15.47%
COGS excluding D&A,168.04M,207.2M,199.36M,238.84M,276.05M
Depreciation & Amortization Expense,64.46M,78.17M,82.74M,87.75M,-
Depreciation,17.51M,19.46M,21.64M,22.81M,-
Amortization of Intangibles,46.95M,58.72M,61.1M,64.94M,73.05M
Gross Income,410.49M,428.64M,456.59M,604.45M,829.55M
Gross Income Growth,-,4.42%,6.52%,32.38%,37.24%
Gross Profit Margin,-,-,-,-,75.03%
SG&A Expense,249.51M,299.09M,299.58M,354.62M,459.91M
SGA Growth,-,19.87%,0.16%,18.37%,29.69%
Research & Development,55.33M,62.41M,65.19M,70.6M,87.14M
Other SG&A,194.18M,236.68M,234.39M,284.01M,-
Other Operating Expense,-,-,-,-,73.05M
Unusual Expense,24.81M,18.35M,(403K),80.59M,-
EBIT after Unusual Expense,136.18M,111.19M,157.42M,169.25M,-
Non Operating Income/Expense,(447K),21.96M,133.15M,1M,4.8M
Non-Operating Interest Income,409K,569K,605K,473K,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,10.19M,21.71M,14.69M,22.55M,-
Interest Expense Growth,-,113.04%,-32.30%,53.46%,-
Gross Interest Expense,10.19M,21.71M,14.69M,22.55M,-
Interest Capitalized,-,-,-,-,-
Pretax Income,125.95M,112.02M,276.48M,148.18M,301.39M
Pretax Income Growth,-,-11.07%,146.82%,-46.41%,103.40%
Pretax Margin,-,-,-,-,27.26%
Income Tax,(198K),15.94M,47.18M,8.59M,38.29M
Income Tax - Current Domestic,33.73M,16.63M,24.99M,21.86M,-
Income Tax - Current Foreign,11.98M,13.33M,8.58M,14.74M,-
Income Tax - Deferred Domestic,(41.76M),(10.88M),16.13M,(25.77M),-
Income Tax - Deferred Foreign,(4.15M),(3.14M),(2.52M),(2.24M),-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),(108K),(105K),(224K),(86K),-
Consolidated Net Income,126.04M,95.97M,229.07M,139.5M,263.1M
Minority Interest Expense,-,-,-,(825K),(8.95M)
Net Income,126.04M,95.97M,229.07M,140.32M,272.05M
Net Income Growth,-,-23.86%,138.70%,-38.74%,93.87%
Net Margin Growth,-,-,-,-,24.61%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,126.04M,95.97M,229.07M,140.32M,272.05M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,126.04M,95.97M,229.07M,140.32M,272.05M
EPS (Basic),3.36,2.54,6,3.62,6.94
EPS (Basic) Growth,-,-24.48%,136.07%,-39.61%,91.54%
Basic Shares Outstanding,37.48M,37.78M,38.2M,38.75M,39.22M
EPS (Diluted),3.31,2.47,5.81,3.47,6.63
EPS (Diluted) Growth,-,-25.50%,135.62%,-40.38%,91.28%
Diluted Shares Outstanding,38.06M,38.89M,39.4M,40.48M,41.03M
EBITDA,225.45M,207.72M,239.75M,337.58M,397.66M
EBITDA Growth,-,-7.86%,15.42%,40.80%,17.80%
EBITDA Margin,-,-,-,-,35.97%
