Item,2017,2018,2019,2020,2021
Sales/Revenue,14.98B,17.53B,17.9B,18.36B,19.94B
Sales Growth,-,17.02%,2.09%,2.57%,8.62%
Cost of Goods Sold (COGS) incl. D&A,8.33B,10.45B,9.98B,9.81B,11.48B
COGS Growth,-,25.56%,-4.50%,-1.76%,17.03%
COGS excluding D&A,7.82B,9.68B,9.01B,8.81B,10.5B
Depreciation & Amortization Expense,507.2M,772.58M,968.7M,999.8M,973.3M
Depreciation,300.44M,454.47M,655.9M,686.4M,663.8M
Amortization of Intangibles,206.76M,318.11M,312.8M,313.4M,309.5M
Gross Income,6.66B,7.08B,7.92B,8.56B,8.47B
Gross Income Growth,-,6.36%,11.82%,8.03%,-1.02%
Gross Profit Margin,-,-,-,-,42.46%
SG&A Expense,4.86B,5.09B,5.38B,5.58B,5.69B
SGA Growth,-,4.73%,5.75%,3.66%,2.03%
Research & Development,58.47M,51.92M,103.1M,97.1M,115.9M
Other SG&A,4.8B,5.03B,5.27B,5.48B,-
Other Operating Expense,103.7M,105.87M,106.6M,125.8M,114.6M
Unusual Expense,2.02M,136.33M,111M,23.6M,113.3M
EBIT after Unusual Expense,(2.02M),1.75B,2.32B,2.83B,2.55B
Non Operating Income/Expense,29.48M,(27.56M),(7.3M),35.8M,37.3M
Non-Operating Interest Income,16.22M,9.56M,25.9M,3.6M,4.9M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,273.31M,376.39M,360M,350.8M,345M
Interest Expense Growth,-,37.71%,-4.36%,-2.56%,-1.65%
Gross Interest Expense,273.31M,376.39M,360M,350.8M,345M
Interest Capitalized,-,-,-,-,-
Pretax Income,1.47B,1.36B,1.98B,2.52B,2.25B
Pretax Income Growth,-,-7.46%,45.76%,27.12%,-10.74%
Pretax Margin,-,-,-,-,11.27%
Income Tax,(300.18M),250.9M,440.5M,488.8M,384.2M
Income Tax - Current Domestic,-,341.13M,500.5M,542.1M,378M
Income Tax - Current Foreign,-,53.16M,71.1M,92M,86.5M
Income Tax - Deferred Domestic,-,(108.1M),(98.8M),(126.3M),(39.9M)
Income Tax - Deferred Foreign,-,(35.28M),(32.3M),(19M),(40.4M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,1.81B,1.11B,1.54B,2.03B,1.86B
Minority Interest Expense,-,-,-,-,-
Net Income,1.81B,1.11B,1.54B,2.03B,1.86B
Net Income Growth,-,-38.78%,39.01%,31.73%,-8.18%
Net Margin Growth,-,-,-,-,9.35%
Extraordinaries & Discontinued Operations,(83.08M),-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,(41.54M),-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,(41.54M),-,-,-,-
Net Income After Extraordinaries,1.73B,1.11B,1.54B,2.03B,1.86B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,1.77B,1.11B,1.54B,2.03B,1.86B
EPS (Basic),6.35,3.97,5.6,7.48,7.1
EPS (Basic) Growth,-,-37.40%,40.81%,33.74%,-5.11%
Basic Shares Outstanding,278.73M,278.98M,275.41M,271.28M,262.5M
EPS (Diluted),6.21,3.89,5.5,7.36,6.98
EPS (Diluted) Growth,-,-37.38%,41.31%,33.89%,-5.17%
Diluted Shares Outstanding,284.78M,284.96M,280.34M,275.83M,267.1M
EBITDA,2.21B,2.66B,3.4B,3.85B,3.64B
EBITDA Growth,-,20.71%,27.79%,13.26%,-5.60%
EBITDA Margin,-,-,-,-,18.24%
