Item,2017,2018,2019,2020,2021
Sales/Revenue,20.45B,20.76B,20.97B,10.64B,13.86B
Sales Growth,-,1.50%,1.03%,-49.29%,30.30%
Cost of Goods Sold (COGS) incl. D&A,16.87B,17.31B,18B,8.72B,11.28B
COGS Growth,-,2.62%,3.97%,-51.54%,29.28%
COGS excluding D&A,16.59B,17.03B,17.69B,8.36B,10.98B
Depreciation & Amortization Expense,279M,284M,304M,362M,295M
Depreciation,163M,173M,199M,265M,130M
Amortization of Intangibles,116M,111M,105M,97M,165M
Gross Income,3.58B,3.45B,2.98B,1.91B,2.58B
Gross Income Growth,-,-3.79%,-13.72%,-35.70%,34.92%
Gross Profit Margin,-,-,-,-,18.63%
SG&A Expense,921M,927M,938M,626M,801M
SGA Growth,-,0.65%,1.19%,-33.26%,27.96%
Research & Development,-,-,-,-,-
Other SG&A,921M,927M,938M,626M,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,159M,155M,237M,1.2B,194M
EBIT after Unusual Expense,(159M),2.37B,1.8B,84M,1.59B
Non Operating Income/Expense,688M,194M,154M,9M,10M
Non-Operating Interest Income,38M,22M,26M,27M,28M
Equity in Affiliates (Pretax),40M,103M,13M,(141M),(24M)
Interest Expense,288M,340M,394M,445M,420M
Interest Expense Growth,-,18.06%,15.88%,12.94%,-5.62%
Gross Interest Expense,288M,340M,394M,445M,420M
Interest Capitalized,-,-,-,-,-
Pretax Income,2.98B,2.35B,1.6B,(466M),1.18B
Pretax Income Growth,-,-21.36%,-31.81%,-129.14%,353.22%
Pretax Margin,-,-,-,-,8.52%
Income Tax,1.52B,438M,326M,(199M),81M
Income Tax - Current Domestic,1.41B,263M,329M,32M,(123M)
Income Tax - Current Foreign,178M,284M,161M,78M,86M
Income Tax - Deferred Domestic,(28M),(4M),(180M),(261M),159M
Income Tax - Deferred Foreign,(32M),(105M),16M,(48M),(41M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,1.46B,1.91B,1.27B,(267M),1.1B
Minority Interest Expense,-,-,-,-,-
Net Income,1.46B,1.91B,1.27B,(267M),1.1B
Net Income Growth,-,30.71%,-33.25%,-120.97%,511.61%
Net Margin Growth,-,-,-,-,7.93%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,1.46B,1.91B,1.27B,(267M),1.1B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,1.46B,1.91B,1.27B,(267M),1.1B
EPS (Basic),3.89,5.45,3.83,(0.82),3.36
EPS (Basic) Growth,-,40.08%,-29.75%,-121.42%,509.86%
Basic Shares Outstanding,375.2M,350.1M,332.7M,325.8M,327.2M
EPS (Diluted),3.84,5.38,3.79,(0.82),3.34
EPS (Diluted) Growth,-,40.19%,-29.53%,-121.60%,507.25%
Diluted Shares Outstanding,379.9M,354.2M,335.5M,325.8M,329.3M
EBITDA,2.94B,2.81B,2.34B,1.65B,2.08B
EBITDA Growth,-,-4.66%,-16.54%,-29.56%,25.83%
EBITDA Margin,-,-,-,-,14.97%
