Item,2017,2018,2019,2020,2021
Sales/Revenue,1.97B,2.21B,2.41B,2.71B,3.22B
Sales Growth,-,12.40%,8.75%,12.45%,18.79%
Cost of Goods Sold (COGS) incl. D&A,871.7M,970.72M,1.05B,1.14B,1.31B
COGS Growth,-,11.36%,8.37%,8.03%,15.60%
COGS excluding D&A,788.56M,887.55M,963.98M,1.04B,1.21B
Depreciation & Amortization Expense,83.14M,83.18M,88.01M,96M,104.6M
Depreciation,74.14M,74.28M,78.61M,86.2M,92.5M
Amortization of Intangibles,9M,8.9M,9.4M,9.8M,12.1M
Gross Income,1.1B,1.24B,1.35B,1.57B,1.9B
Gross Income Growth,-,13.23%,9.05%,15.89%,21.11%
Gross Profit Margin,-,-,-,-,59.14%
SG&A Expense,684.35M,747.58M,811.74M,874.02M,954.77M
SGA Growth,-,9.24%,8.58%,7.67%,9.24%
Research & Development,109.18M,117.86M,133.19M,141.25M,161.01M
Other SG&A,575.17M,629.72M,678.54M,732.77M,-
Other Operating Expense,-,-,-,-,(1.46M)
Unusual Expense,-,2.63M,(1.43M),(199K),4.3M
EBIT after Unusual Expense,-,492.31M,544.62M,696.4M,944.05M
Non Operating Income/Expense,27K,(976K),10.63M,829K,(9.22M)
Non-Operating Interest Income,5.25M,1.15M,427K,586K,434K
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,37.23M,34.74M,33.46M,35.83M,32.61M
Interest Expense Growth,-,-6.66%,-3.71%,7.08%,-8.98%
Gross Interest Expense,37.23M,34.74M,33.46M,35.83M,32.61M
Interest Capitalized,-,-,-,-,-
Pretax Income,381.06M,457.74M,522.22M,661.99M,902.65M
Pretax Income Growth,-,20.12%,14.09%,26.76%,36.36%
Pretax Margin,-,-,-,-,28.07%
Income Tax,117.79M,80.7M,94.43M,79.85M,157.81M
Income Tax - Current Domestic,101.71M,57.55M,64.16M,90.27M,131.96M
Income Tax - Current Foreign,23.99M,22.02M,24.24M,26.3M,29.29M
Income Tax - Deferred Domestic,(5.3M),3.03M,5.1M,(16.99M),(7.52M)
Income Tax - Deferred Foreign,(2.61M),(1.9M),931K,(19.73M),4.09M
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,263.27M,377.05M,427.79M,582.13M,744.84M
Minority Interest Expense,125K,16K,72K,355K,(1K)
Net Income,263.14M,377.03M,427.72M,581.78M,744.85M
Net Income Growth,-,43.28%,13.44%,36.02%,28.03%
Net Margin Growth,-,-,-,-,23.17%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,263.14M,377.03M,427.72M,581.78M,744.85M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,263.14M,377.03M,427.72M,581.78M,744.85M
EPS (Basic),3,4.34,4.97,6.82,8.74
EPS (Basic) Growth,-,44.67%,14.44%,37.25%,28.24%
Basic Shares Outstanding,87.77M,86.86M,86.12M,85.34M,85.2M
EPS (Diluted),2.94,4.26,4.89,6.71,8.6
EPS (Diluted) Growth,-,44.90%,14.69%,37.30%,28.25%
Diluted Shares Outstanding,89.57M,88.47M,87.54M,86.72M,86.57M
EBITDA,496.14M,578.12M,631.2M,792.19M,1.05B
EBITDA Growth,-,16.52%,9.18%,25.51%,32.92%
EBITDA Margin,-,-,-,-,32.75%
