Item,2017,2018,2019,2020,2021
Sales/Revenue,2.62B,2.8B,3.33B,4.44B,4.76B
Sales Growth,-,7.12%,18.76%,33.27%,7.23%
Total Investment Income,-,-,-,-,-
Sundry Revenue/Income,392.99M,415.66M,498.8M,647.6M,611.45M
Trading Account Income,-,-,-,-,-
"Trust Income, Commissions & Fees",-,-,-,-,-
Commission & Fee Income,-,-,-,-,-
Total Expense,1.92B,1.83B,2.41B,3.19B,2.97B
Total Interest Expense,213.84M,176.53M,174.44M,264.87M,266.23M
Depreciation & Amortization Expense,879.14M,947.21M,1.14B,1.56B,1.58B
Other Operating Expense,86.1M,(111.54M),86.86M,182.48M,(33.97M)
Operating Income,697.17M,972.1M,918.23M,1.25B,1.79B
Operating Income Growth,-,39.43%,-5.54%,36.06%,43.02%
Non-Operating Income (Expense),1.44B,1.28B,1.09B,833.08M,1.99B
Non-Operating Interest Income,-,-,-,-,-
Miscellaneous Non Operating Expense,1.19B,977.26M,889.82M,535.71M,1.59B
Equity in Affiliates (Pretax),248.57M,298.26M,200.18M,297.37M,404.26M
Unusual Expense,7.16M,2.59M,16.13M,188.29M,187.45M
Pretax Income,1.82B,1.89B,1.78B,1.75B,3.32B
Pretax Income Growth,-,3.90%,-5.83%,-1.65%,90.19%
Pretax Margin,-,-,-,-,69.82%
Income Taxes,54.61M,63.33M,74.52M,130.46M,174.26M
Income Tax - Current Domestic,14.43M,11.15M,20.44M,63.99M,69.45M
Income Tax - Current Foreign,45.19M,50.73M,41.86M,65.72M,103.49M
Income Tax - Deferred Domestic,2.53M,(317K),(208K),(2.46M),2.9M
Income Tax - Deferred Foreign,(7.54M),1.77M,12.43M,3.21M,(1.57M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,1.76B,1.82B,1.7B,1.62B,3.15B
Minority Interest Expense,108.63M,173.6M,128.89M,134.82M,208.87M
Net Income,1.65B,1.65B,1.57B,1.48B,2.94B
Net Income Growth,-,-0.18%,-4.63%,-5.79%,98.39%
Net Margin Growth,-,-,-,-,61.77%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,1.65B,1.65B,1.57B,1.48B,2.94B
Preferred Dividends,10.39M,5.94M,6.01M,8.69M,6.15M
Net Income Available to Common,1.64B,1.64B,1.57B,1.47B,2.93B
EPS (Basic),3.02,2.8,2.41,1.97,3.86
EPS (Basic) Growth,-,-7.25%,-13.82%,-18.53%,96.20%
Basic Shares Outstanding,544.95M,586.73M,649.13M,749.06M,760.31M
EPS (Diluted),2.99,2.78,2.4,1.95,3.84
EPS (Diluted) Growth,-,-6.95%,-13.72%,-18.46%,96.41%
Diluted Shares Outstanding,566.85M,609.6M,673.45M,775.15M,785.71M
