Item,2017,2018,2019,2020,2021
Sales/Revenue,2.26B,2.78B,2.88B,3.78B,5.07B
Sales Growth,-,23.08%,3.80%,31.18%,33.95%
Cost of Goods Sold (COGS) incl. D&A,1.23B,1.53B,1.59B,1.79B,2.39B
COGS Growth,-,24.37%,4.18%,12.68%,33.19%
COGS excluding D&A,1.12B,1.35B,1.38B,1.55B,2.03B
Depreciation & Amortization Expense,105M,180.59M,214.03M,246.51M,358M
Depreciation,31.3M,44.7M,49.7M,54M,67.3M
Amortization of Intangibles,73.7M,135.89M,164.33M,192.51M,290.7M
Gross Income,1.03B,1.25B,1.29B,1.99B,2.68B
Gross Income Growth,-,21.56%,3.34%,53.94%,34.64%
Gross Profit Margin,-,-,-,-,52.89%
SG&A Expense,724.72M,880.27M,887.57M,970.72M,1.23B
SGA Growth,-,21.46%,0.83%,9.37%,27.01%
Research & Development,139.16M,186.1M,189.34M,205.39M,274.97M
Other SG&A,585.56M,694.17M,698.24M,765.33M,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,4.52M,58.78M,71.25M,33.51M,103.8M
EBIT after Unusual Expense,(4.52M),312.18M,334.23M,986.28M,1.34B
Non Operating Income/Expense,37.97M,11.33M,(34.96M),(31.22M),36.41M
Non-Operating Interest Income,2.57M,1.14M,1.5M,1.01M,2.24M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,43.94M,66.98M,63.63M,49.71M,102.13M
Interest Expense Growth,-,52.43%,-5.00%,-21.87%,105.44%
Gross Interest Expense,43.94M,66.98M,63.63M,49.71M,102.13M
Interest Capitalized,-,-,-,-,-
Pretax Income,296.72M,257.68M,237.14M,906.36M,1.28B
Pretax Income Growth,-,-13.16%,-7.97%,282.20%,41.21%
Pretax Margin,-,-,-,-,25.26%
Income Tax,139.83M,20.21M,9.39M,178.27M,336.6M
Income Tax - Current Domestic,65.34M,10.28M,8.16M,34.95M,213M
Income Tax - Current Foreign,45.64M,61.03M,62.58M,172.44M,172.94M
Income Tax - Deferred Domestic,34.64M,(2.68M),(1.84M),14.98M,(34.04M)
Income Tax - Deferred Foreign,(5.79M),(48.43M),(59.51M),(44.11M),(15.3M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,156.89M,237.48M,227.75M,728.1M,943.28M
Minority Interest Expense,-,-,-,-,-
Net Income,156.89M,237.48M,227.75M,728.1M,943.28M
Net Income Growth,-,51.36%,-4.09%,219.69%,29.55%
Net Margin Growth,-,-,-,-,18.62%
Extraordinaries & Discontinued Operations,135.74M,452K,(195K),(211K),-
Extra Items & Gain/Loss Sale Of Assets,179.62M,(859K),-,(211K),(126K)
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,(43.87M),1.31M,(195K),-,-
Net Income After Extraordinaries,292.63M,237.93M,227.56M,727.89M,943.16M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,113.02M,238.79M,227.56M,728.1M,943.28M
EPS (Basic),1.03,2.16,2.05,6.53,8.12
EPS (Basic) Growth,-,109.93%,-4.93%,217.93%,24.39%
Basic Shares Outstanding,109.86M,110.56M,110.83M,111.51M,116.17M
EPS (Diluted),1.02,2.14,2.04,6.49,8.08
EPS (Diluted) Growth,-,110.00%,-4.67%,218.23%,24.48%
Diluted Shares Outstanding,110.86M,111.53M,111.5M,112.09M,116.67M
EBITDA,409.63M,551.56M,619.51M,1.27B,1.81B
EBITDA Growth,-,34.65%,12.32%,104.40%,42.55%
EBITDA Margin,-,-,-,-,35.62%
