Item,2017,2018,2019,2020,2021
Sales/Revenue,7.89B,8.26B,8.78B,3.57B,6.18B
Sales Growth,-,4.69%,6.26%,-59.39%,73.19%
Cost of Goods Sold (COGS) incl. D&A,5.63B,6.63B,6.79B,4.75B,5.84B
COGS Growth,-,17.94%,2.34%,-30.05%,22.97%
COGS excluding D&A,5.25B,6.24B,6.37B,4.33B,5.45B
Depreciation & Amortization Expense,372M,398M,423M,420M,394M
Depreciation,-,-,-,-,-
Amortization of Intangibles,-,-,-,-,-
Gross Income,2.27B,1.63B,1.99B,(1.18B),336M
Gross Income Growth,-,-28.16%,22.21%,-159.39%,128.40%
Gross Profit Margin,-,-,-,-,5.44%
SG&A Expense,368M,326M,313M,101M,173M
SGA Growth,-,-11.41%,-3.99%,-67.73%,71.29%
Research & Development,-,-,-,-,-
Other SG&A,368M,326M,313M,101M,-
Other Operating Expense,562M,572M,559M,407M,507M
Unusual Expense,109M,110M,38M,89M,(972M)
EBIT after Unusual Expense,(109M),622M,1.08B,(1.78B),628M
Non Operating Income/Expense,(19M),(2M),(45M),(4M),93M
Non-Operating Interest Income,34M,38M,42M,31M,25M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,86M,73M,63M,87M,117M
Interest Expense Growth,-,-15.12%,-13.70%,38.10%,34.48%
Gross Interest Expense,103M,91M,78M,98M,128M
Interest Capitalized,17M,18M,15M,11M,11M
Pretax Income,1.16B,585M,1.02B,(1.84B),629M
Pretax Income Growth,-,-49.53%,73.68%,-281.10%,134.18%
Pretax Margin,-,-,-,-,10.18%
Income Tax,199M,148M,247M,(516M),151M
Income Tax - Current Domestic,162M,4M,39M,(223M),56M
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,37M,144M,208M,(293M),95M
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,960M,437M,769M,(1.32B),478M
Minority Interest Expense,-,-,-,-,-
Net Income,960M,437M,769M,(1.32B),478M
Net Income Growth,-,-54.48%,75.97%,-272.17%,136.10%
Net Margin Growth,-,-,-,-,7.74%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,960M,437M,769M,(1.32B),478M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,960M,437M,769M,(1.32B),478M
EPS (Basic),7.79,3.55,6.24,(10.73),3.82
EPS (Basic) Growth,-,-54.49%,75.90%,-271.93%,135.64%
Basic Shares Outstanding,123.21M,123.23M,123.28M,123.45M,125.06M
EPS (Diluted),7.75,3.52,6.19,(10.73),3.77
EPS (Diluted) Growth,-,-54.52%,75.53%,-273.34%,135.16%
Diluted Shares Outstanding,123.85M,123.98M,124.29M,123.45M,126.78M
EBITDA,1.71B,1.13B,1.54B,(1.27B),50M
EBITDA Growth,-,-33.96%,36.55%,-182.37%,103.93%
EBITDA Margin,-,-,-,-,0.81%
