Item,2017,2018,2019,2020,2021
Sales/Revenue,12.88B,14.44B,14.36B,13.07B,15.62B
Sales Growth,-,12.04%,-0.54%,-8.99%,19.53%
Cost of Goods Sold (COGS) incl. D&A,9.49B,10.67B,10.68B,10.22B,12.36B
COGS Growth,-,12.46%,0.04%,-4.31%,21.03%
COGS excluding D&A,8.95B,10B,9.96B,9.45B,11.59B
Depreciation & Amortization Expense,537M,676M,717M,764M,773M
Depreciation,420M,522M,571M,620M,625M
Amortization of Intangibles,117M,154M,146M,144M,148M
Gross Income,3.4B,3.76B,3.68B,2.85B,3.26B
Gross Income Growth,-,10.87%,-2.18%,-22.57%,14.17%
Gross Profit Margin,-,-,-,-,20.84%
SG&A Expense,1.83B,2.15B,2.24B,2B,2.11B
SGA Growth,-,17.12%,4.33%,-10.75%,5.25%
Research & Development,882M,1.16B,1.17B,1.02B,1.03B
Other SG&A,952M,993M,1.08B,976M,-
Other Operating Expense,32M,18M,27M,-,-
Unusual Expense,142M,180M,151M,140M,144M
EBIT after Unusual Expense,1.39B,1.42B,1.26B,711M,1.01B
Non Operating Income/Expense,1M,36M,14M,1.4B,45M
Non-Operating Interest Income,7M,21M,13M,8M,9M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,140M,141M,164M,164M,150M
Interest Expense Growth,-,0.71%,16.31%,0.00%,-8.54%
Gross Interest Expense,140M,141M,164M,164M,150M
Interest Capitalized,-,-,-,-,-
Pretax Income,1.26B,1.33B,1.13B,1.95B,910M
Pretax Income Growth,-,6.29%,-15.59%,73.53%,-53.43%
Pretax Margin,-,-,-,-,5.83%
Income Tax,223M,250M,132M,49M,101M
Income Tax - Current Domestic,35M,50M,9M,(53M),5M
Income Tax - Current Foreign,214M,214M,156M,154M,156M
Income Tax - Deferred Domestic,(14M),2M,(25M),(15M),(17M)
Income Tax - Deferred Foreign,(12M),(16M),(8M),(37M),(43M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,31M,23M,15M,(83M),(200M)
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,1.06B,1.11B,1.01B,1.82B,609M
Minority Interest Expense,42M,40M,19M,18M,19M
Net Income,1.02B,1.07B,990M,1.8B,590M
Net Income Growth,-,4.51%,-7.22%,82.22%,-67.29%
Net Margin Growth,-,-,-,-,3.78%
Extraordinaries & Discontinued Operations,334M,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,334M,-,-,-,-
Net Income After Extraordinaries,1.36B,1.07B,990M,1.8B,590M
Preferred Dividends,-,-,-,35M,63M
Net Income Available to Common,1.36B,1.07B,990M,1.77B,527M
EPS (Basic),5.07,4.04,3.86,6.72,1.95
EPS (Basic) Growth,-,-20.44%,-4.47%,74.20%,-70.98%
Basic Shares Outstanding,267.16M,264.41M,256.81M,263.43M,270.46M
EPS (Diluted),5.06,4.02,3.85,6.53,1.94
EPS (Diluted) Growth,-,-20.42%,-4.39%,69.90%,-70.27%
Diluted Shares Outstanding,268.03M,265.22M,257.39M,270.7M,271.22M
EBITDA,2.07B,2.27B,2.13B,1.62B,1.92B
EBITDA Growth,-,10.07%,-6.29%,-24.21%,19.07%
EBITDA Margin,-,-,-,-,12.31%
