Item,2017,2018,2019,2020,2021
Interest Income,4.38B,6.43B,7.55B,4.11B,2.85B
Interest Income Growth,-,46.78%,17.35%,-45.56%,-30.76%
Interest and Fees on Loans,1.42B,1.87B,1.79B,1.14B,958M
Interest Income on Fed. Funds,423M,1.12B,2.15B,545M,120M
Interest Income on Fed. Repos,-,-,-,-,-
Interest on Bank Deposits,439M,750M,713M,184M,(29M)
Other Interest or Dividend Income,2.1B,2.7B,2.89B,2.24B,1.8B
Total Internest Expense,1.07B,2.82B,4.36B,1.13B,227M
Total Internest Expense Growth,-,162.66%,54.56%,-74.04%,-79.95%
Interest Expense on Bank Deposits,162M,877M,1.59B,161M,(175M)
Other Interest Expense,687M,1.19B,1.33B,688M,-
Interest Expense on Debt,680M,1.16B,1.29B,673M,398M
Interest Capitalized,-,-,-,-,-
Other Borrowed Funds,7M,29M,35M,15M,8M
Net Interest Income,3.31B,3.61B,3.19B,2.98B,2.62B
Net Interest Income Growth,-,9.16%,-11.71%,-6.62%,-12.06%
Loan Loss Provision,(24M),(11M),(25M),336M,(231M)
Loan Loss Provision Growth,-,54.17%,-127.27%,"1,444.00%",-168.75%
Net Interest Income after Provision,3.33B,3.62B,3.21B,2.64B,2.85B
Net Interest Inc After Loan Loss Prov Growth,-,8.70%,-11.29%,-17.80%,7.88%
Net Interest Margin,-,-,-,-,0.68%
Non-Interest Income,12.36B,12.78B,13.22B,12.7B,13.17B
Securities Gain,76M,(40M),(2M),56M,3M
Trading Account Income,30M,69M,77M,13M,6M
"Trust Income, Commissions & Fees",11.43B,11.87B,11.61B,11.74B,12.18B
Commission & Fee Income,7.85B,8.19B,8.23B,8.37B,8.59B
Other Operating Income,190M,218M,954M,109M,186M
Non-Interest Expense,11.22B,11.27B,10.98B,11.04B,11.5B
Labor & Related Expense,6.02B,6.15B,6.06B,5.97B,6.33B
Equipment Expense,811M,920M,588M,425M,191M
Other Operating Expense,3.12B,3.04B,3.13B,3.12B,3.2B
Operating Income,4.48B,5.14B,5.45B,4.3B,4.52B
Operating Income Growth,-,14.62%,6.21%,-21.18%,5.14%
Operating Income Margin,-,-,-,-,28.22%
Non-Operating Income (Expense),134M,58M,135M,169M,128M
Non-Operating Interest Income,-,-,-,-,-
Miscellaneous Non Operating Expense,-,-,-,-,-
Equity in Affiliates (Pretax),134M,58M,135M,169M,128M
Unusual Expense,4M,1M,2M,-,-
Pretax Income,4.61B,5.19B,5.59B,4.47B,4.65B
Pretax Income Growth,-,12.62%,7.61%,-20.03%,4.03%
Pretax Margin,-,-,-,-,29.02%
Income Taxes,496M,938M,1.12B,842M,877M
Income Tax - Current - Domestic,(388M),(442M),(484M),(407M),(353M)
Income Tax - Current - Foreign,388M,442M,484M,407M,353M
Income Tax - Deferred - Domestic,119M,(534M),(56M),(209M),235M
Income Tax - Deferred - Foreign,14M,9M,(13M),16M,22M
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),(43M),(27M),(18M),(6M),(2M)
Consolidated Net Income,4.07B,4.23B,4.45B,3.62B,3.77B
Minority Interest Expense,24M,(12M),26M,9M,12M
Net Income,4.05B,4.24B,4.42B,3.61B,3.76B
Net Income Growth,-,4.74%,4.34%,-18.36%,4.04%
Net Income Margin,-,-,-,-,23.46%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,-,-,-,-,-
Preferred Dividends,175M,169M,169M,194M,207M
Net Income Available to Common,3.87B,4.07B,4.25B,3.42B,3.55B
EPS (Basic),3.74,4.06,4.53,3.84,4.17
EPS (Basic) Grwoth,-,8.40%,11.56%,-15.28%,8.64%
Basic Shares Outstanding,1.03B,1B,939.62M,890.84M,851.91M
EPS (Diluted),3.72,4.04,4.51,3.83,4.15
EPS (Diluted) Growth,-,8.57%,11.62%,-15.12%,8.28%
Diluted Shares Outstanding,1.04B,1.01B,943.11M,892.51M,856.36M
