Item,2017,2018,2019,2020,2021
Sales/Revenue,7.8B,7.93B,7.98B,7.02B,7.84B
Sales Growth,-,1.66%,0.62%,-12.00%,11.56%
Cost of Goods Sold (COGS) incl. D&A,2.74B,2.84B,2.88B,2.77B,2.96B
COGS Growth,-,3.64%,1.19%,-3.62%,6.66%
COGS excluding D&A,1.68B,1.8B,1.87B,1.74B,1.89B
Depreciation & Amortization Expense,1.06B,1.04B,1.01B,1.03B,1.07B
Depreciation,454.1M,442.6M,421.8M,435.1M,451.7M
Amortization of Intangibles,603.9M,595.9M,584.3M,597.6M,615.7M
Gross Income,5.06B,5.09B,5.11B,4.25B,4.88B
Gross Income Growth,-,0.59%,0.31%,-16.72%,14.74%
Gross Profit Margin,-,-,-,-,62.28%
SG&A Expense,3.47B,3.77B,3.82B,3.39B,3.63B
SGA Growth,-,8.53%,1.21%,-11.18%,7.03%
Research & Development,369.9M,391.7M,449.3M,372M,497.2M
Other SG&A,3.1B,3.38B,3.37B,3.02B,-
Other Operating Expense,181.3M,146.9M,82.4M,50.9M,53.1M
Unusual Expense,673.6M,1.09B,119.8M,934.9M,585M
EBIT after Unusual Expense,(673.6M),84.7M,1.09B,(122.6M),614M
Non Operating Income/Expense,57.5M,(67.1M),46.8M,59.6M,12.2M
Non-Operating Interest Income,2.2M,3.3M,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,327M,292M,229.1M,211.4M,207.8M
Interest Expense Growth,-,-10.70%,-21.54%,-7.73%,-1.70%
Gross Interest Expense,327M,292M,229.1M,211.4M,207.8M
Interest Capitalized,-,-,-,-,-
Pretax Income,464.6M,(271.1M),905.8M,(274.4M),418.4M
Pretax Income Growth,-,-158.35%,434.12%,-130.29%,252.48%
Pretax Margin,-,-,-,-,5.34%
Income Tax,(1.35B),108.2M,(225.7M),(137M),16.3M
Income Tax - Current Domestic,440.9M,(21.8M),75.3M,(91.5M),42.6M
Income Tax - Current Foreign,(13.7M),116.6M,237.7M,(57.5M),123.4M
Income Tax - Deferred Domestic,(1.82B),29.1M,(94.4M),(35.7M),(137.4M)
Income Tax - Deferred Foreign,48M,(15.7M),(444.3M),47.7M,(12.3M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,1.81B,(379.3M),1.13B,(137.4M),402.1M
Minority Interest Expense,(400K),(100K),(100K),1.5M,500K
Net Income,1.81B,(379.2M),1.13B,(138.9M),401.6M
Net Income Growth,-,-120.91%,398.42%,-112.27%,389.13%
Net Margin Growth,-,-,-,-,5.12%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,1.81B,(379.2M),1.13B,(138.9M),401.6M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,1.81B,(379.2M),1.13B,(138.9M),401.6M
EPS (Basic),8.98,(1.86),5.52,(0.67),1.93
EPS (Basic) Growth,-,-120.74%,396.09%,-112.16%,386.92%
Basic Shares Outstanding,201.9M,203.5M,205.1M,207M,208.6M
EPS (Diluted),8.9,(1.86),5.47,(0.67),1.91
EPS (Diluted) Growth,-,-120.93%,393.80%,-112.26%,384.47%
Diluted Shares Outstanding,203.7M,203.5M,206.7M,207M,210.4M
EBITDA,2.46B,2.21B,2.21B,1.85B,2.27B
EBITDA Growth,-,-10.21%,0.09%,-16.67%,22.84%
EBITDA Margin,-,-,-,-,28.92%
