Item,2017,2018,2019,2020,2021
Sales/Revenue,9.05B,9.82B,10.74B,9.91B,11.89B
Sales Growth,-,8.57%,9.28%,-7.66%,19.92%
Cost of Goods Sold (COGS) incl. D&A,3.18B,3.35B,3.86B,4.34B,4.43B
COGS Growth,-,5.32%,15.24%,12.47%,2.08%
COGS excluding D&A,2.33B,2.45B,2.85B,3.22B,3.33B
Depreciation & Amortization Expense,844M,894M,1.01B,1.12B,1.09B
Depreciation,279M,295M,311M,333M,352M
Amortization of Intangibles,565M,599M,699M,789M,741M
Gross Income,5.87B,6.48B,6.88B,5.58B,7.46B
Gross Income Growth,-,10.32%,6.21%,-18.94%,33.81%
Gross Profit Margin,-,-,-,-,62.76%
SG&A Expense,4.28B,4.67B,5.1B,4.93B,5.49B
SGA Growth,-,9.16%,9.25%,-3.37%,11.36%
Research & Development,997M,1.11B,1.17B,1.14B,1.2B
Other SG&A,3.28B,3.56B,3.93B,3.79B,-
Other Operating Expense,68M,70M,65M,45M,49M
Unusual Expense,329M,171M,610M,690M,871M
EBIT after Unusual Expense,1.2B,1.57B,1.1B,(89M),1.05B
Non Operating Income/Expense,(38M),122M,68M,475M,370M
Non-Operating Interest Income,5M,3M,30M,3M,4M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,230M,269M,513M,468M,349M
Interest Expense Growth,-,16.96%,90.71%,-8.77%,-25.43%
Gross Interest Expense,230M,269M,513M,468M,349M
Interest Capitalized,-,-,-,-,-
Pretax Income,933M,1.42B,687M,(79M),1.08B
Pretax Income Growth,-,52.41%,-51.69%,-111.50%,"1,462.03%"
Pretax Margin,-,-,-,-,9.05%
Income Tax,829M,(249M),(4.01B),2M,36M
Income Tax - Current Domestic,329M,(247M),174M,(64M),51M
Income Tax - Current Foreign,255M,160M,101M,151M,127M
Income Tax - Deferred Domestic,273M,(120M),(164M),(32M),(259M)
Income Tax - Deferred Foreign,(28M),(42M),(4.12B),(53M),117M
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,(1M),-
Consolidated Net Income,104M,1.67B,4.7B,(82M),1.04B
Minority Interest Expense,-,-,-,-,-
Net Income,104M,1.67B,4.7B,(82M),1.04B
Net Income Growth,-,"1,506.73%",181.27%,-101.74%,"1,368.29%"
Net Margin Growth,-,-,-,-,8.75%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,104M,1.67B,4.7B,(82M),1.04B
Preferred Dividends,-,-,-,33M,55M
Net Income Available to Common,104M,1.67B,4.7B,(115M),985M
EPS (Basic),0.08,1.21,3.38,(0.08),0.69
EPS (Basic) Growth,-,"1,412.50%",179.14%,-102.40%,952.83%
Basic Shares Outstanding,1.37B,1.38B,1.39B,1.42B,1.42B
EPS (Diluted),0.07,1.19,3.33,(0.08),0.69
EPS (Diluted) Growth,-,"1,493.04%",179.99%,-102.44%,946.06%
Diluted Shares Outstanding,1.39B,1.4B,1.41B,1.42B,1.43B
EBITDA,2.37B,2.63B,2.72B,1.72B,3.02B
EBITDA Growth,-,11.06%,3.46%,-36.70%,74.99%
EBITDA Margin,-,-,-,-,25.36%
