Item,2018,2019,2020,2021,2022
Sales/Revenue,14.13B,14.98B,16.04B,12.53B,18.92B
Sales Growth,-,6.01%,7.04%,-21.87%,50.95%
Cost of Goods Sold (COGS) incl. D&A,10.04B,10.73B,11.54B,9.84B,13.71B
COGS Growth,-,6.81%,7.55%,-14.72%,39.34%
COGS excluding D&A,9.73B,10.4B,11.19B,9.47B,13.35B
Depreciation & Amortization Expense,313.16M,330.36M,350.89M,364.25M,360.66M
Depreciation,313.16M,330.36M,350.89M,364.25M,360.66M
Amortization of Intangibles,-,-,-,-,-
Gross Income,4.09B,4.26B,4.5B,2.69B,5.21B
Gross Income Growth,-,4.04%,5.77%,-40.19%,93.37%
Gross Profit Margin,-,-,-,-,27.53%
SG&A Expense,2.04B,2.22B,2.36B,2.26B,2.87B
SGA Growth,-,8.46%,6.32%,-3.96%,27.00%
Research & Development,-,-,-,-,-
Other SG&A,2.04B,2.22B,2.36B,2.26B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,-,-,-,239.95M,-
EBIT after Unusual Expense,-,-,-,189.71M,-
Non Operating Income/Expense,-,-,-,-,-
Non-Operating Interest Income,11.17M,26.57M,27.85M,4.65M,833K
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,18.85M,16.41M,9.74M,88.06M,75.16M
Interest Expense Growth,-,-12.95%,-40.64%,804.15%,-14.65%
Gross Interest Expense,19.56M,18.9M,14.11M,100.32M,89.64M
Interest Capitalized,710K,2.5M,4.37M,12.25M,14.48M
Pretax Income,2.04B,2.05B,2.16B,106.3M,2.26B
Pretax Income Growth,-,0.50%,5.53%,-95.09%,"2,024.74%"
Pretax Margin,-,-,-,-,11.94%
Income Tax,677.97M,463.42M,503.36M,20.92M,535.95M
Income Tax - Current Domestic,712.87M,431.64M,471.35M,48.73M,520.18M
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,(34.9M),31.78M,32.01M,(27.81M),15.78M
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,1.36B,1.59B,1.66B,85.38M,1.72B
Minority Interest Expense,-,-,-,-,-
Net Income,1.36B,1.59B,1.66B,85.38M,1.72B
Net Income Growth,-,16.49%,4.63%,-94.86%,"1,917.51%"
Net Margin Growth,-,-,-,-,9.11%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,1.36B,1.59B,1.66B,85.38M,1.72B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,1.36B,1.59B,1.66B,85.38M,1.72B
EPS (Basic),3.58,4.3,4.63,0.24,4.9
EPS (Basic) Growth,-,19.99%,7.86%,-94.77%,"1,922.58%"
Basic Shares Outstanding,381.17M,369.53M,358.46M,352.39M,351.5M
EPS (Diluted),3.55,4.26,4.6,0.24,4.87
EPS (Diluted) Growth,-,19.99%,7.96%,-94.76%,"1,922.30%"
Diluted Shares Outstanding,384.33M,372.68M,361.18M,354.62M,353.73M
EBITDA,2.36B,2.37B,2.5B,793.91M,2.69B
EBITDA Growth,-,0.40%,5.31%,-68.21%,239.28%
EBITDA Margin,-,-,-,-,14.24%
