Item,2017,2018,2019,2020,2021
Sales/Revenue,3.31B,3.98B,4.25B,4.1B,4.73B
Sales Growth,-,20.05%,6.79%,-3.44%,15.48%
Cost of Goods Sold (COGS) incl. D&A,1.56B,1.72B,1.76B,1.56B,1.66B
COGS Growth,-,10.51%,2.20%,-11.25%,5.91%
COGS excluding D&A,1.32B,1.47B,1.46B,1.26B,1.37B
Depreciation & Amortization Expense,240.17M,255.6M,298.25M,300.84M,287.53M
Depreciation,63.9M,68.59M,168.53M,175.78M,177.93M
Amortization of Intangibles,176.27M,187.01M,129.71M,125.06M,109.6M
Gross Income,1.75B,2.25B,2.48B,2.54B,3.08B
Gross Income Growth,-,28.55%,10.30%,2.11%,21.38%
Gross Profit Margin,-,-,-,-,65.01%
SG&A Expense,1.6B,1.88B,2.1B,2.08B,2.2B
SGA Growth,-,17.83%,11.64%,-1.21%,5.80%
Research & Development,-,-,-,-,-
Other SG&A,1.6B,1.88B,2.1B,2.08B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,157.65M,105.3M,(3M),30.22M,(127.49M)
EBIT after Unusual Expense,(5.53M),261.62M,382.55M,427.29M,1.01B
Non Operating Income/Expense,(10.64M),44.22M,(6.09M),35.47M,50.93M
Non-Operating Interest Income,3.01M,2.57M,3.03M,2.09M,1.89M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,114.66M,127.28M,103.75M,138.72M,89.45M
Interest Expense Growth,-,11.00%,-18.49%,33.71%,-35.51%
Gross Interest Expense,114.66M,127.28M,103.75M,138.72M,89.45M
Interest Capitalized,-,-,-,-,-
Pretax Income,(127.82M),181.12M,275.74M,326.13M,969.87M
Pretax Income Growth,-,241.70%,52.24%,18.28%,197.38%
Pretax Margin,-,-,-,-,20.49%
Income Tax,(131.1M),58.67M,42.45M,59.39M,176.31M
Income Tax - Current Domestic,46.61M,13.7M,60.82M,39.4M,146.35M
Income Tax - Current Foreign,38.6M,45.04M,53.11M,62.99M,64.84M
Income Tax - Deferred Domestic,(190.41M),13.72M,(23.29M),(20.33M),(1.48M)
Income Tax - Deferred Foreign,(25.9M),(13.8M),(48.19M),(22.67M),(33.39M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,3.28M,122.46M,233.29M,266.75M,793.56M
Minority Interest Expense,-,-,-,-,-
Net Income,3.28M,122.46M,233.29M,266.75M,793.56M
Net Income Growth,-,"3,634.55%",90.51%,14.34%,197.50%
Net Margin Growth,-,-,-,-,16.76%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,3.28M,122.46M,233.29M,266.75M,793.56M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,3.28M,122.46M,233.29M,266.75M,793.56M
EPS (Basic),0.04,1.35,2.6,2.99,9.33
EPS (Basic) Growth,-,"3,270.50%",92.66%,14.98%,212.50%
Basic Shares Outstanding,88.47M,90.83M,89.82M,89.32M,85.03M
EPS (Diluted),0.04,1.33,2.56,2.96,9.21
EPS (Diluted) Growth,-,"3,223.25%",92.91%,15.56%,210.75%
Diluted Shares Outstanding,89.79M,92.12M,90.97M,90.02M,86.18M
EBITDA,392.29M,622.51M,677.8M,758.34M,1.17B
EBITDA Growth,-,58.69%,8.88%,11.88%,53.83%
EBITDA Margin,-,-,-,-,24.64%
