Item,2017,2018,2019,2020,2021
Interest Income,57.58B,66.77B,71.24B,51.59B,47.67B
Interest Income Growth,-,15.96%,6.69%,-27.59%,-7.59%
Interest and Fees on Loans,36.22B,40.81B,43.09B,34.03B,29.28B
Interest Income on Fed. Funds,2.39B,3.18B,4.84B,903M,(90M)
Interest Income on Fed. Repos,-,-,-,-,-
Interest on Bank Deposits,-,-,-,-,-
Other Interest or Dividend Income,18.97B,22.78B,23.31B,16.65B,18.48B
Total Internest Expense,12.91B,18.61B,22.35B,8.23B,4.74B
Total Internest Expense Growth,-,44.11%,20.09%,-63.19%,-42.40%
Interest Expense on Bank Deposits,1.93B,4.5B,7.19B,1.94B,537M
Other Interest Expense,10.98B,14.11B,15.16B,6.28B,-
Interest Expense on Debt,9.78B,12.75B,13.91B,5.31B,3.07B
Interest Capitalized,-,-,-,-,-
Other Borrowed Funds,1.2B,1.36B,1.25B,974M,1.13B
Net Interest Income,44.67B,48.16B,48.89B,43.36B,42.93B
Net Interest Income Growth,-,7.82%,1.51%,-11.31%,-0.98%
Loan Loss Provision,3.4B,3.28B,3.59B,11.32B,(4.59B)
Loan Loss Provision Growth,-,-3.36%,9.38%,215.32%,-140.58%
Net Interest Income after Provision,41.27B,44.88B,45.3B,32.04B,47.53B
Net Interest Inc After Loan Loss Prov Growth,-,8.74%,0.94%,-29.27%,48.34%
Net Interest Margin,-,-,-,-,1.66%
Non-Interest Income,42.98B,42.68B,42.63B,43.33B,48.09B
Securities Gain,206M,154M,217M,411M,22M
Trading Account Income,7.28B,9.01B,9.03B,8.36B,8.69B
"Trust Income, Commissions & Fees",33.57B,33.08B,33.02B,34.55B,39.3B
Commission & Fee Income,24.26B,22.89B,22.77B,23.84B,26.57B
Other Operating Income,1.93B,438M,364M,16M,78M
Non-Interest Expense,54.24B,52.47B,54.47B,55.56B,61.48B
Labor & Related Expense,32.08B,31.41B,32.92B,33.52B,37.21B
Equipment Expense,4.22B,4.86B,4.97B,5.39B,5.32B
Other Operating Expense,16.91B,17.21B,17.36B,15.18B,19.59B
Operating Income,30.01B,35.09B,33.46B,19.82B,34.14B
Operating Income Growth,-,16.93%,-4.64%,-40.77%,72.27%
Operating Income Margin,-,-,-,-,35.65%
Non-Operating Income (Expense),-,-,-,-,-
Non-Operating Interest Income,-,-,-,-,-
Miscellaneous Non Operating Expense,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Unusual Expense,794M,502M,705M,823M,164M
Pretax Income,29.21B,34.58B,32.75B,19B,33.98B
Pretax Income Growth,-,18.39%,-5.29%,-42.01%,78.87%
Pretax Margin,-,-,-,-,35.48%
Income Taxes,10.98B,6.44B,5.32B,1.1B,2B
Income Tax - Current - Domestic,1.87B,(1.2B),(852M),2.17B,(985M)
Income Tax - Current - Foreign,939M,1.2B,852M,670M,985M
Income Tax - Deferred - Domestic,8.07B,2.82B,2.22B,(1.03B),1.45B
Income Tax - Deferred - Foreign,102M,222M,211M,(705M),(2.29B)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,18.23B,28.15B,27.43B,17.89B,31.98B
Minority Interest Expense,-,-,-,-,-
Net Income,18.23B,28.15B,27.43B,17.89B,31.98B
Net Income Growth,-,54.38%,-2.55%,-34.76%,78.71%
Net Income Margin,-,-,-,-,33.39%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,-,-,-,-,-
Preferred Dividends,1.61B,1.45B,1.43B,1.42B,1.42B
Net Income Available to Common,16.62B,26.7B,26B,16.47B,30.56B
EPS (Basic),1.63,2.64,2.77,1.88,3.6
EPS (Basic) Grwoth,-,62.22%,4.70%,-32.02%,91.18%
Basic Shares Outstanding,10.2B,10.1B,9.39B,8.75B,8.49B
EPS (Diluted),1.56,2.61,2.75,1.87,3.57
EPS (Diluted) Growth,-,67.27%,5.58%,-31.98%,90.67%
Diluted Shares Outstanding,10.78B,10.24B,9.44B,8.8B,8.56B
