Item,2022,2018,2019,2020,2021
Sales/Revenue,17.74B,13.68B,14.84B,14.26B,16.25B
Sales Growth,-,-22.86%,8.42%,-3.88%,13.97%
Cost of Goods Sold (COGS) incl. D&A,-,2.82B,3.39B,3.54B,3.82B
COGS Growth,-,-,20.02%,4.58%,7.79%
COGS excluding D&A,-,2.29B,2.83B,2.93B,3.17B
Depreciation & Amortization Expense,-,531M,557M,611M,651M
Depreciation,-,480M,506M,514M,516M
Amortization of Intangibles,-,51M,51M,97M,135M
Gross Income,13.43B,10.86B,11.45B,10.72B,12.43B
Gross Income Growth,-,-19.14%,5.40%,-6.39%,16.01%
Gross Profit Margin,-,-,-,-,76.51%
SG&A Expense,-,8.43B,8.93B,8.72B,9.3B
SGA Growth,-,-,5.99%,-2.38%,6.65%
Research & Development,-,181M,202M,228M,243M
Other SG&A,-,8.25B,8.73B,8.49B,9.06B
Other Operating Expense,-,-,-,-,-
Unusual Expense,-,263M,249M,929M,481M
EBIT after Unusual Expense,-,(263M),2.27B,1.07B,2.65B
Non Operating Income/Expense,-,(143M),144M,105M,799M
Non-Operating Interest Income,-,56M,58M,48M,51M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,-,103M,161M,175M,171M
Interest Expense Growth,-,-,56.31%,8.70%,-2.29%
Gross Interest Expense,-,103M,161M,175M,171M
Interest Capitalized,-,-,-,-,-
Pretax Income,3.04B,1.98B,2.31B,1.05B,3.33B
Pretax Income Growth,-,-34.78%,16.52%,-54.66%,218.45%
Pretax Margin,-,-,-,-,20.50%
Income Tax,628M,863M,513M,350M,456M
Income Tax - Current Domestic,-,331M,196M,125M,207M
Income Tax - Current Foreign,-,357M,383M,368M,479M
Income Tax - Deferred Domestic,-,140M,(93M),(94M),(130M)
Income Tax - Deferred Foreign,-,35M,27M,(49M),(100M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,2.41B,1.12B,1.79B,696M,2.88B
Minority Interest Expense,18M,9M,9M,12M,5M
Net Income,-,1.11B,1.79B,684M,2.87B
Net Income Growth,-,-,61.10%,-61.68%,319.59%
Net Margin Growth,-,-,-,-,17.66%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,-,1.11B,1.79B,684M,2.87B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,-,1.11B,1.79B,684M,2.87B
EPS (Basic),6.64,3.01,4.91,1.9,7.91
EPS (Basic) Growth,-,-54.65%,63.09%,-61.37%,316.94%
Basic Shares Outstanding,360M,368M,363.5M,360.6M,362.9M
EPS (Diluted),-,2.95,4.82,1.86,7.79
EPS (Diluted) Growth,-,-,63.40%,-61.31%,318.10%
Diluted Shares Outstanding,364.9M,375.7M,370.4M,366.9M,368.2M
EBITDA,-,2.96B,3.07B,2.61B,3.78B
EBITDA Growth,-,-,3.64%,-15.10%,45.09%
EBITDA Margin,-,-,-,-,23.28%
