Item,2017,2018,2019,2020,2021
Sales/Revenue,12.85B,13.55B,13.58B,13.77B,14.18B
Sales Growth,-,5.39%,0.23%,1.41%,2.98%
Cost of Goods Sold (COGS) incl. D&A,8.07B,8.72B,9.15B,9.05B,9.69B
COGS Growth,-,8.07%,4.96%,-1.05%,7.01%
COGS excluding D&A,7.59B,8.2B,8.67B,8.58B,9.22B
Depreciation & Amortization Expense,481M,516M,484M,479M,467M
Depreciation,469M,493M,457M,452M,-
Amortization of Intangibles,12M,23M,27M,27M,-
Gross Income,4.79B,4.83B,4.43B,4.72B,4.49B
Gross Income Growth,-,0.88%,-8.30%,6.50%,-4.75%
Gross Profit Margin,-,-,-,-,31.68%
SG&A Expense,3.03B,2.95B,2.9B,2.93B,2.81B
SGA Growth,-,-2.87%,-1.70%,1.35%,-4.16%
Research & Development,148M,154M,144M,135M,134M
Other SG&A,2.88B,2.79B,2.75B,2.8B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,231M,132M,97M,(17M),(96M)
EBIT after Unusual Expense,(231M),1.75B,1.44B,1.8B,1.78B
Non Operating Income/Expense,379M,(144M),183M,105M,418M
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,246M,279M,314M,303M,228M
Interest Expense Growth,-,13.41%,12.54%,-3.50%,-24.75%
Gross Interest Expense,246M,279M,314M,303M,228M
Interest Capitalized,-,-,-,-,-
Pretax Income,1.66B,1.33B,1.31B,1.6B,1.97B
Pretax Income Growth,-,-19.79%,-1.81%,22.68%,22.80%
Pretax Margin,-,-,-,-,13.86%
Income Tax,410M,181M,321M,323M,474M
Income Tax - Current Domestic,389M,35M,397M,155M,232M
Income Tax - Current Foreign,79M,99M,77M,100M,117M
Income Tax - Deferred Domestic,(33M),50M,(153M),65M,44M
Income Tax - Deferred Foreign,(25M),(3M),-,3M,81M
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,7M,196M,(7M),(14M),3M
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,1.25B,1.34B,977M,1.26B,1.5B
Minority Interest Expense,-,8M,17M,13M,7M
Net Income,1.25B,1.34B,960M,1.25B,1.49B
Net Income Growth,-,6.54%,-28.14%,30.31%,18.94%
Net Margin Growth,-,-,-,-,10.49%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,1.25B,1.34B,960M,1.25B,1.49B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,1.25B,1.34B,960M,1.25B,1.49B
EPS (Basic),3.6,3.85,2.82,3.65,4.36
EPS (Basic) Growth,-,6.84%,-26.88%,29.55%,19.64%
Basic Shares Outstanding,348M,347M,341M,343M,341M
EPS (Diluted),3.58,3.84,2.8,3.63,4.34
EPS (Diluted) Growth,-,7.24%,-27.10%,29.56%,19.64%
Diluted Shares Outstanding,350M,348M,343M,345M,343M
EBITDA,2.24B,2.4B,2.02B,2.26B,2.15B
EBITDA Growth,-,7.33%,-15.96%,12.10%,-5.04%
EBITDA Margin,-,-,-,-,15.14%
