Item,2018,2019,2020,2021,2022
Sales/Revenue,29.95B,30.56B,28.91B,30.12B,31.69B
Sales Growth,-,2.02%,-5.38%,4.16%,5.21%
Cost of Goods Sold (COGS) incl. D&A,10.85B,10.83B,11.03B,12.14B,11.76B
COGS Growth,-,-0.20%,1.82%,10.10%,-3.10%
COGS excluding D&A,8.21B,8.17B,8.36B,9.44B,9.06B
Depreciation & Amortization Expense,2.64B,2.66B,2.66B,2.7B,2.71B
Depreciation,821M,895M,907M,919M,974M
Amortization of Intangibles,1.82B,1.76B,1.76B,1.78B,1.73B
Gross Income,19.1B,19.73B,17.89B,17.98B,19.92B
Gross Income Growth,-,3.28%,-9.33%,0.51%,10.82%
Gross Profit Margin,-,-,-,-,62.88%
SG&A Expense,12.46B,12.63B,12.27B,12.45B,12.78B
SGA Growth,-,1.39%,-2.83%,1.41%,2.69%
Research & Development,2.26B,2.33B,2.33B,2.49B,2.65B
Other SG&A,10.2B,10.3B,9.94B,9.95B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,432M,794M,835M,1.22B,596M
EBIT after Unusual Expense,(432M),6.31B,4.78B,4.31B,6.55B
Non Operating Income/Expense,569M,(121M),(347M),10M,(477M)
Non-Operating Interest Income,-,-,300M,192M,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,1.11B,987M,679M,617M,553M
Interest Expense Growth,-,-10.92%,-31.21%,-9.13%,-10.37%
Gross Interest Expense,1.11B,987M,679M,617M,553M
Interest Capitalized,-,-,-,-,-
Pretax Income,5.68B,5.2B,4.06B,3.9B,5.52B
Pretax Income Growth,-,-8.42%,-21.97%,-3.95%,41.64%
Pretax Margin,-,-,-,-,17.41%
Income Tax,2.58B,547M,(751M),265M,456M
Income Tax - Current Domestic,2.9B,579M,151M,287M,467M
Income Tax - Current Foreign,796M,406M,375M,439M,599M
Income Tax - Deferred Domestic,45M,(310M),(138M),(626M),(402M)
Income Tax - Deferred Foreign,(1.16B),(128M),(1.14B),165M,(209M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,3.1B,4.65B,4.81B,3.63B,5.06B
Minority Interest Expense,(9M),19M,17M,24M,22M
Net Income,3.1B,4.63B,4.79B,3.61B,5.04B
Net Income Growth,-,49.19%,3.41%,-24.70%,39.77%
Net Margin Growth,-,-,-,-,15.91%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,3.1B,4.63B,4.79B,3.61B,5.04B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,3.1B,4.63B,4.79B,3.61B,5.04B
EPS (Basic),2.29,3.44,3.57,2.68,3.75
EPS (Basic) Growth,-,50.22%,3.84%,-24.94%,40.00%
Basic Shares Outstanding,1.36B,1.35B,1.34B,1.34B,1.34B
EPS (Diluted),2.27,3.41,3.54,2.66,3.73
EPS (Diluted) Growth,-,50.22%,3.94%,-24.86%,40.01%
Diluted Shares Outstanding,1.37B,1.36B,1.35B,1.35B,1.35B
EBITDA,9.29B,9.76B,8.28B,8.24B,9.85B
EBITDA Growth,-,5.04%,-15.16%,-0.52%,19.61%
EBITDA Margin,-,-,-,-,31.09%
