Item,2017,2018,2019,2020,2021
Sales/Revenue,3.44B,3.72B,4.35B,4.39B,5.23B
Sales Growth,-,8.37%,16.79%,0.88%,19.29%
Cost of Goods Sold (COGS) incl. D&A,882.9M,922.1M,1.16B,1.1B,1.23B
COGS Growth,-,4.44%,25.29%,-4.87%,11.55%
COGS excluding D&A,801M,844.7M,1.04B,963.6M,1.06B
Depreciation & Amortization Expense,81.9M,77.4M,114.6M,135.4M,163.3M
Depreciation,74.1M,74.9M,110M,130M,155.6M
Amortization of Intangibles,7.8M,2.5M,4.6M,5.4M,7.7M
Gross Income,2.55B,2.8B,3.19B,3.29B,4.01B
Gross Income Growth,-,9.73%,14.00%,2.96%,21.88%
Gross Profit Margin,-,-,-,-,76.57%
SG&A Expense,1.54B,1.71B,1.99B,1.99B,2.4B
SGA Growth,-,10.77%,16.76%,-0.18%,20.33%
Research & Development,552.6M,622.2M,752.7M,760.7M,903.1M
Other SG&A,989.7M,1.09B,1.24B,1.23B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,(73.5M),313.7M,92.2M,435.5M,(130.9M)
EBIT after Unusual Expense,73.5M,778.6M,1.11B,860.5M,1.74B
Non Operating Income/Expense,(45.8M),(15.8M),55.9M,55M,(31.9M)
Non-Operating Interest Income,20.3M,32M,32.2M,23.4M,17.4M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,23.2M,33.4M,27.3M,22.2M,24.8M
Interest Expense Growth,-,43.97%,-18.26%,-18.68%,11.71%
Gross Interest Expense,23.2M,33.4M,27.3M,22.2M,24.8M
Interest Capitalized,-,-,-,-,-
Pretax Income,1.03B,761.4M,1.17B,916.7M,1.7B
Pretax Income Growth,-,-26.43%,53.20%,-21.41%,85.67%
Pretax Margin,-,-,-,-,32.53%
Income Tax,451.3M,39.2M,119.6M,93.3M,198.9M
Income Tax - Current Domestic,363.6M,24.5M,80M,71.6M,150.3M
Income Tax - Current Foreign,60.6M,35.9M,29.1M,73.9M,92.6M
Income Tax - Deferred Domestic,35.5M,(38.5M),10M,(21.9M),(34.8M)
Income Tax - Deferred Foreign,(8.4M),17.3M,500K,(30.3M),(9.2M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,583.6M,722.2M,1.05B,823.4M,1.5B
Minority Interest Expense,-,-,-,-,-
Net Income,583.6M,722.2M,1.05B,823.4M,1.5B
Net Income Growth,-,23.75%,44.96%,-21.35%,82.55%
Net Margin Growth,-,-,-,-,28.73%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,583.6M,722.2M,1.05B,823.4M,1.5B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,583.6M,722.2M,1.05B,823.4M,1.5B
EPS (Basic),0.92,1.15,1.68,1.32,2.41
EPS (Basic) Growth,-,24.55%,45.68%,-21.06%,82.34%
Basic Shares Outstanding,632.7M,627.6M,624.9M,622.6M,623.3M
EPS (Diluted),0.9,1.13,1.64,1.3,2.38
EPS (Diluted) Growth,-,25.19%,45.96%,-20.77%,82.76%
Diluted Shares Outstanding,647.7M,640.8M,636.6M,631.9M,631.2M
EBITDA,1.09B,1.17B,1.31B,1.43B,1.77B
EBITDA Growth,-,7.12%,12.21%,9.06%,23.91%
EBITDA Margin,-,-,-,-,33.90%
