Item,2018,2019,2020,2021,2022
Sales/Revenue,7.58B,8.12B,8.34B,8.61B,8.82B
Sales Growth,-,7.04%,2.81%,3.24%,2.42%
Cost of Goods Sold (COGS) incl. D&A,3.76B,4.01B,4.02B,4.14B,4.22B
COGS Growth,-,6.73%,0.19%,3.03%,1.92%
COGS excluding D&A,3.37B,3.57B,3.59B,3.76B,3.8B
Depreciation & Amortization Expense,386.5M,447.1M,431.5M,382.4M,424.3M
Depreciation,293.8M,333.1M,414.8M,377.1M,419.2M
Amortization of Intangibles,92.7M,114M,16.7M,5.3M,5.1M
Gross Income,3.82B,4.1B,4.32B,4.47B,4.6B
Gross Income Growth,-,7.35%,5.37%,3.43%,2.88%
Gross Profit Margin,-,-,-,-,52.14%
SG&A Expense,1.38B,1.45B,1.55B,1.61B,1.7B
SGA Growth,-,5.18%,7.15%,3.80%,5.17%
Research & Development,-,-,-,-,-
Other SG&A,1.38B,1.45B,1.55B,1.61B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,262.9M,170.7M,723.5M,108.9M,605.8M
EBIT after Unusual Expense,(262.9M),2.48B,2.05B,2.75B,2.3B
Non Operating Income/Expense,4.4M,(36.7M),106M,25.6M,(300K)
Non-Operating Interest Income,2.3M,12M,-,-,-
Equity in Affiliates (Pretax),487.2M,2.1B,(2.67B),150.3M,(1.64B)
Interest Expense,336.5M,414.1M,428.7M,382.8M,352.2M
Interest Expense Growth,-,23.06%,3.53%,-10.71%,-7.99%
Gross Interest Expense,336.5M,414.1M,428.7M,414.3M,377.5M
Interest Capitalized,-,-,-,31.5M,25.3M
Pretax Income,2.34B,4.15B,(945.2M),2.54B,310.4M
Pretax Income Growth,-,77.29%,-122.80%,369.03%,-87.79%
Pretax Margin,-,-,-,-,3.52%
Income Tax,22.7M,685.9M,(966.6M),511.1M,309.4M
Income Tax - Current Domestic,281.5M,19.8M,78.6M,93.1M,260.7M
Income Tax - Current Foreign,158.4M,239.2M,108.5M,81.6M,(36.1M)
Income Tax - Deferred Domestic,(475.5M),298.9M,(578.2M),181.1M,(15.6M)
Income Tax - Deferred Foreign,58.3M,128M,(575.5M),155.3M,100.4M
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,2.32B,3.46B,21.4M,2.03B,1M
Minority Interest Expense,11.9M,23.2M,33.2M,33.8M,41.4M
Net Income,2.3B,3.44B,(11.8M),2B,(40.4M)
Net Income Growth,-,49.17%,-100.34%,"17,032.20%",-102.02%
Net Margin Growth,-,-,-,-,-0.46%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,2.3B,3.44B,(11.8M),2B,(40.4M)
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,2.3B,3.44B,(11.8M),2B,(40.4M)
EPS (Basic),11.97,18.25,(0.06),10.42,(0.21)
EPS (Basic) Growth,-,52.51%,-100.34%,"16,825.84%",-102.04%
Basic Shares Outstanding,192.46M,188.24M,189.31M,191.74M,190.36M
EPS (Diluted),11.47,17.57,(0.06),9.22,(0.21)
EPS (Diluted) Growth,-,53.14%,-100.35%,"14,891.97%",-102.30%
Diluted Shares Outstanding,200.75M,195.53M,189.31M,216.81M,190.36M
EBITDA,2.83B,3.1B,3.2B,3.24B,3.33B
EBITDA Growth,-,9.54%,3.26%,1.25%,2.70%
EBITDA Margin,-,-,-,-,37.73%
