Item,2017,2018,2019,2020,2021
Sales/Revenue,3.4B,3.98B,5.14B,5.08B,11.66B
Sales Growth,-,17.03%,29.23%,-1.09%,129.26%
Cost of Goods Sold (COGS) incl. D&A,1.95B,2.33B,3.22B,3.2B,8.66B
COGS Growth,-,19.52%,38.20%,-0.86%,170.88%
COGS excluding D&A,1.83B,2.16B,2.9B,2.87B,7.5B
Depreciation & Amortization Expense,117.97M,173.79M,323.33M,325.36M,1.16B
Depreciation,83.27M,97.91M,130.23M,132.75M,424M
Amortization of Intangibles,34.69M,75.88M,193.1M,192.61M,732M
Gross Income,1.45B,1.65B,1.92B,1.89B,3B
Gross Income Growth,-,13.68%,16.51%,-1.47%,58.86%
Gross Profit Margin,-,-,-,-,25.75%
SG&A Expense,851.48M,945.54M,1.14B,1.17B,2.11B
SGA Growth,-,11.05%,20.04%,2.69%,80.95%
Research & Development,295.47M,311.58M,346.13M,356.86M,629M
Other SG&A,556.01M,633.96M,788.89M,808.68M,-
Other Operating Expense,5.33M,-,-,-,-
Unusual Expense,56.77M,128.28M,123.69M,149.33M,309M
EBIT after Unusual Expense,(56.77M),571.69M,658.48M,574.19M,583M
Non Operating Income/Expense,67.68M,8.11M,36.34M,(1.88M),59M
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,64.57M,132.05M,137.36M,130.94M,288M
Interest Expense Growth,-,104.49%,4.03%,-4.67%,119.94%
Gross Interest Expense,64.57M,132.05M,137.36M,130.94M,288M
Interest Capitalized,-,-,-,-,-
Pretax Income,537.05M,447.76M,557.45M,441.37M,354M
Pretax Income Growth,-,-16.63%,24.50%,-20.82%,-19.80%
Pretax Margin,-,-,-,-,3.04%
Income Tax,241.38M,107.98M,97.18M,74M,75M
Income Tax - Current Domestic,69.02M,(9.86M),10.41M,(7.66M),8M
Income Tax - Current Foreign,113.47M,98.43M,146.06M,149.38M,303M
Income Tax - Deferred Domestic,62.91M,(15.38M),(33.53M),(10M),(155M)
Income Tax - Deferred Foreign,(4.02M),34.78M,(25.75M),(57.72M),(81M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),(1M),(1M),(1M),(1M),(2M)
Consolidated Net Income,294.67M,338.78M,459.27M,366.37M,277M
Minority Interest Expense,-,5.33M,6.49M,2.34M,9M
Net Income,294.67M,333.45M,452.78M,364.03M,268M
Net Income Growth,-,13.16%,35.78%,-19.60%,-26.38%
Net Margin Growth,-,-,-,-,2.30%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,294.67M,333.45M,452.78M,364.03M,268M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,294.67M,333.45M,452.78M,364.03M,268M
EPS (Basic),3.73,3.81,4.04,3.25,1.1
EPS (Basic) Growth,-,2.20%,6.18%,-19.74%,-66.02%
Basic Shares Outstanding,79.07M,87.55M,111.97M,112.16M,243M
EPS (Diluted),3.71,3.78,4,3.2,1.1
EPS (Diluted) Growth,-,1.92%,5.60%,-19.83%,-65.57%
Diluted Shares Outstanding,79.37M,88.12M,113.31M,113.63M,243M
EBITDA,708.68M,873.77M,1.11B,1.05B,2.05B
EBITDA Growth,-,23.30%,26.52%,-5.12%,95.26%
EBITDA Margin,-,-,-,-,17.57%
