Item,2017,2018,2019,2020,2021
Sales/Revenue,5.11B,6.22B,5.99B,5.6B,7.32B
Sales Growth,-,21.87%,-3.75%,-6.48%,30.61%
Cost of Goods Sold (COGS) incl. D&A,2.35B,2.4B,2.41B,2.34B,3.33B
COGS Growth,-,2.48%,0.19%,-2.85%,42.23%
COGS excluding D&A,1.76B,1.6B,1.6B,1.53B,2.25B
Depreciation & Amortization Expense,584.06M,799.06M,811.25M,810.92M,1.07B
Depreciation,194.67M,228.53M,240.68M,233.78M,231.28M
Amortization of Intangibles,389.39M,570.54M,570.57M,577.15M,843.36M
Gross Income,2.76B,3.82B,3.58B,3.26B,3.99B
Gross Income Growth,-,38.34%,-6.23%,-8.92%,22.29%
Gross Profit Margin,-,-,-,-,54.53%
SG&A Expense,1.59B,1.86B,1.78B,1.69B,2.08B
SGA Growth,-,16.89%,-4.05%,-5.27%,22.82%
Research & Development,968.6M,1.16B,1.13B,1.05B,1.29B
Other SG&A,622.47M,695.22M,651.15M,639.94M,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,119.3M,61.32M,95.66M,72.44M,432.51M
EBIT after Unusual Expense,1.05B,(61.32M),1.7B,1.5B,1.48B
Non Operating Income/Expense,(617K),(1.78M),3.15M,1.69M,42.56M
Non-Operating Interest Income,30.33M,9.38M,10.23M,4.31M,1.22M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,252.92M,252.27M,230.51M,195.16M,197.38M
Interest Expense Growth,-,-0.26%,-8.62%,-15.34%,1.13%
Gross Interest Expense,252.92M,252.27M,230.51M,195.16M,197.38M
Interest Capitalized,-,-,-,-,-
Pretax Income,828.49M,1.66B,1.49B,1.31B,1.33B
Pretax Income Growth,-,99.80%,-10.24%,-11.72%,1.30%
Pretax Margin,-,-,-,-,18.16%
Income Tax,101.23M,148.33M,122.72M,90.86M,(61.71M)
Income Tax - Current Domestic,865M,830.89M,74.05M,69.76M,142.42M
Income Tax - Current Foreign,62.1M,47.82M,139.92M,135.05M,202.79M
Income Tax - Deferred Domestic,(819.76M),(737.07M),(162.1M),(171.91M),503.1M
Income Tax - Deferred Foreign,(6.11M),6.7M,70.85M,57.97M,(910.02M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),(2.24M),(5.91M),(3.23M),-,-
Consolidated Net Income,725.02M,1.5B,1.36B,1.22B,1.39B
Minority Interest Expense,-,-,-,-,-
Net Income,725.02M,1.5B,1.36B,1.22B,1.39B
Net Income Growth,-,107.04%,-9.41%,-10.22%,13.90%
Net Margin Growth,-,-,-,-,19.00%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,725.02M,1.5B,1.36B,1.22B,1.39B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,725.02M,1.5B,1.36B,1.22B,1.39B
EPS (Basic),2.09,4.05,3.68,3.31,3.5
EPS (Basic) Growth,-,93.89%,-9.09%,-10.10%,5.63%
Basic Shares Outstanding,346.37M,370.43M,369.13M,368.63M,397.46M
EPS (Diluted),2.07,4,3.65,3.28,3.46
EPS (Diluted) Growth,-,93.41%,-8.91%,-10.01%,5.58%
Diluted Shares Outstanding,350.48M,374.94M,372.87M,371.97M,401.29M
EBITDA,1.76B,2.76B,2.61B,2.38B,2.99B
EBITDA Growth,-,57.28%,-5.46%,-8.65%,25.39%
EBITDA Margin,-,-,-,-,40.85%
