Item,2017,2018,2019,2020,2021
Sales/Revenue,4.96B,5.37B,5.62B,6.21B,7.67B
Sales Growth,-,8.28%,4.57%,10.48%,23.61%
Total Investment Income,106.7M,-,-,-,-
Sundry Revenue/Income,-,-,-,-,-
Trading Account Income,-,-,-,-,-
"Trust Income, Commissions & Fees",4.85B,5.37B,5.62B,6.21B,7.67B
Commission & Fee Income,4.85B,5.37B,5.62B,6.21B,7.67B
Total Expense,2.75B,3.07B,3.06B,3.27B,3.84B
Total Interest Expense,-,-,-,-,-
Depreciation & Amortization Expense,143.6M,159.5M,190.8M,189.6M,204.8M
Other Operating Expense,1.83B,2.08B,2.04B,2.25B,2.54B
Operating Income,2.21B,2.3B,2.56B,2.94B,3.83B
Operating Income Growth,-,4.13%,11.05%,14.89%,30.38%
Non-Operating Income (Expense),244.8M,67.8M,371.3M,305.7M,166M
Non-Operating Interest Income,218.4M,14.6M,294.3M,279.6M,133.9M
Miscellaneous Non Operating Expense,26.4M,53.2M,77M,26.1M,32.1M
Equity in Affiliates (Pretax),-,-,-,-,-
Unusual Expense,(50M),(15.2M),-,-,-
Pretax Income,2.51B,2.38B,2.93B,3.24B,3.99B
Pretax Income Growth,-,-4.81%,22.76%,10.76%,23.21%
Pretax Margin,-,-,-,-,52.07%
Income Taxes,923.9M,615.9M,678.4M,718.9M,896.1M
Income Tax - Current Domestic,839.1M,622.9M,626.8M,682.3M,924.3M
Income Tax - Current Foreign,13.1M,28.5M,18.3M,22.9M,28.1M
Income Tax - Deferred Domestic,71.7M,(35.5M),33.3M,13.7M,(56.3M)
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),(33.9M),(43.6M),(55.3M),(65.3M),(80.5M)
Consolidated Net Income,1.55B,1.73B,2.19B,2.46B,3.02B
Minority Interest Expense,83.4M,(68.8M),117.6M,150.6M,15.6M
Net Income,1.46B,1.79B,2.08B,2.31B,3B
Net Income Growth,-,22.54%,15.73%,11.15%,30.12%
Net Margin Growth,-,-,-,-,39.14%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,1.46B,1.79B,2.08B,2.31B,3B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,1.46B,1.79B,2.08B,2.31B,3B
EPS (Basic),6.07,7.41,8.82,10.08,13.25
EPS (Basic) Growth,-,22.08%,19.01%,14.35%,31.38%
Basic Shares Outstanding,241.2M,242.2M,235.4M,228.8M,226.6M
EPS (Diluted),5.97,7.27,8.7,9.98,13.12
EPS (Diluted) Growth,-,21.78%,19.68%,14.70%,31.49%
Diluted Shares Outstanding,245.1M,246.9M,238.6M,231.2M,228.8M
