Item,2017,2018,2019,2020,2021
Sales/Revenue,5.73B,5.41B,7.92B,7.54B,9.63B
Sales Growth,-,-5.67%,46.55%,-4.90%,27.79%
Premiums Earned,4.95B,5.17B,5.6B,5.98B,6.48B
Total Investment Income,609M,619M,646M,670M,714M
Realized Gains (Losses),148M,2M,24M,24M,131M
Other Operating Income,21M,(384M),1.65B,862M,2.3B
"Losses, Claims & Reserves",4.02B,4.14B,4.34B,4.86B,4.69B
"Losses, Claims & Reserves Growth",-,2.93%,4.85%,11.86%,-3.44%
"Losses, Benefits & Adjustments",3.39B,3.49B,3.64B,4.13B,3.94B
Loss Ratio,-,-,-,-,N/A
"Selling, General & Admin. Expenses & Other",926M,962M,1.06B,1.13B,1.22B
SGA Growth,-,3.89%,9.88%,6.53%,8.08%
"Selling, General & Admin. Expenses",913M,946M,1.03B,1.11B,1.2B
"Other Selling, General & Admin. Expense",-,-,-,-,-
Underwriting & Commissions,-,-,-,-,-
Other Operating Expense,13M,16M,23M,20M,20M
Operating Income Before Interest Expense,783M,304M,2.53B,1.55B,3.72B
Operating Income Growth,-,-61.17%,730.59%,-38.50%,139.73%
"Interest Expense, Net of Interest Capitalized",53M,53M,53M,54M,53M
Interest Expense (excl. Interest Capitalized),53M,53M,53M,54M,53M
Interest Capitalized,-,-,-,-,-
Operating Income After Interest Expense,783M,304M,2.53B,1.55B,3.72B
Non-Operating Income (Expense),-,-,-,-,-
Miscellaneous Non Operating Expense,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Unusual Expense,-,-,-,-,-
Pretax Income,730M,251M,2.47B,1.5B,3.67B
Pretax Income Growth,-,-65.62%,884.86%,-39.36%,144.83%
Income Tax,(315M),(36M),475M,283M,724M
Income Tax - Current Domestic,129M,11M,137M,147M,248M
Income Tax - Current Foreign,-,-,(5M),-,(1M)
Income Tax - Deferred Domestic,(444M),(47M),338M,136M,477M
Income Tax - Deferred Foreign,-,-,5M,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,1.05B,287M,2B,1.22B,2.95B
Minority Interest Expense,-,-,-,-,-
Net Income,1.05B,287M,2B,1.22B,2.95B
Net Income Growth,-,-72.54%,595.82%,-39.11%,142.27%
Net Margin Growth,-,-,-,-,30.59%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,1.05B,287M,2B,1.22B,2.95B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,1.05B,287M,2B,1.22B,2.95B
EPS (Basic),6.36,1.76,12.24,7.54,18.3
EPS (Basic) Growth,-,-72.37%,595.81%,-38.35%,142.57%
Basic Shares Outstanding,164.2M,163.2M,163.2M,161.2M,161M
EPS (Diluted),6.3,1.74,12.1,7.49,18.11
EPS (Diluted) Growth,-,-72.29%,593.28%,-38.10%,141.82%
Diluted Shares Outstanding,166M,164.5M,165.1M,162.4M,162.7M
