Item,2017,2018,2019,2020,2021
Sales/Revenue,4.13B,4.43B,4.59B,4.12B,6.54B
Sales Growth,-,7.24%,3.64%,-10.15%,58.54%
Cost of Goods Sold (COGS) incl. D&A,3.61B,3.52B,3.41B,3.29B,4.18B
COGS Growth,-,-2.38%,-3.32%,-3.41%,26.96%
COGS excluding D&A,2.75B,2.65B,2.54B,2.41B,3.3B
Depreciation & Amortization Expense,857M,872M,863M,884M,879M
Depreciation,848M,865M,855M,876M,871M
Amortization of Intangibles,9M,7M,8M,8M,8M
Gross Income,521M,906M,1.18B,834M,2.36B
Gross Income Growth,-,73.90%,30.68%,-29.56%,183.09%
Gross Profit Margin,-,-,-,-,36.11%
SG&A Expense,191M,212M,239M,206M,223M
SGA Growth,-,10.99%,12.74%,-13.81%,8.25%
Research & Development,-,-,-,-,-
Other SG&A,191M,212M,239M,206M,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,118M,(20M),2M,(17M),515M
EBIT after Unusual Expense,(118M),714M,943M,645M,1.62B
Non Operating Income/Expense,(43M),25M,51M,(32M),56M
Non-Operating Interest Income,12M,13M,20M,18M,1M
Equity in Affiliates (Pretax),9M,36M,(5M),11M,47M
Interest Expense,315M,241M,237M,179M,184M
Interest Expense Growth,-,-23.49%,-1.66%,-24.47%,2.79%
Gross Interest Expense,317M,242M,239M,179M,185M
Interest Capitalized,2M,1M,2M,-,1M
Pretax Income,(125M),547M,772M,463M,1.54B
Pretax Income Growth,-,537.60%,41.13%,-40.03%,233.26%
Pretax Margin,-,-,-,-,23.60%
Income Tax,(575M),119M,126M,31M,283M
Income Tax - Current Domestic,(540M),27M,(44M),99M,449M
Income Tax - Current Foreign,19M,14M,21M,6M,30M
Income Tax - Deferred Domestic,(51M),88M,149M,(78M),(146M)
Income Tax - Deferred Foreign,(3M),(10M),-,4M,(50M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,450M,428M,646M,432M,1.26B
Minority Interest Expense,92M,138M,153M,115M,343M
Net Income,358M,290M,493M,317M,917M
Net Income Growth,-,-18.99%,70.00%,-35.70%,189.27%
Net Margin Growth,-,-,-,-,14.03%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,358M,290M,493M,317M,917M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,358M,290M,493M,317M,917M
EPS (Basic),1.53,1.25,2.24,1.48,4.27
EPS (Basic) Growth,-,-18.68%,79.57%,-34.11%,189.14%
Basic Shares Outstanding,233.5M,232.6M,220.2M,214.9M,215M
EPS (Diluted),1.53,1.24,2.22,1.47,4.24
EPS (Diluted) Growth,-,-18.96%,79.35%,-33.79%,187.94%
Diluted Shares Outstanding,233.9M,233.8M,221.6M,215.2M,216.2M
EBITDA,1.19B,1.57B,1.81B,1.51B,3.02B
EBITDA Growth,-,31.93%,15.45%,-16.37%,99.54%
EBITDA Margin,-,-,-,-,46.15%
