Item,2017,2018,2019,2020,2021
Sales/Revenue,13.08B,15.48B,17.53B,21.43B,25.56B
Sales Growth,-,18.38%,13.26%,22.24%,19.25%
Cost of Goods Sold (COGS) incl. D&A,6.24B,7.55B,8.37B,9.63B,13.45B
COGS Growth,-,20.98%,10.85%,15.07%,39.68%
COGS excluding D&A,5.7B,7.04B,7.75B,8.44B,12.19B
Depreciation & Amortization Expense,543M,514M,614M,1.19B,1.27B
Depreciation,387M,365M,403M,738M,822M
Amortization of Intangibles,156M,149M,211M,451M,443M
Gross Income,6.84B,7.93B,9.17B,11.81B,12.11B
Gross Income Growth,-,16.02%,15.56%,28.79%,2.59%
Gross Profit Margin,-,-,-,-,47.38%
SG&A Expense,4.6B,5.4B,6.61B,8.4B,8.65B
SGA Growth,-,17.50%,22.50%,26.96%,2.97%
Research & Development,1.22B,1.33B,2.09B,2.64B,3.04B
Other SG&A,3.38B,4.07B,4.53B,5.76B,-
Other Operating Expense,-,-,-,-,(1.05B)
Unusual Expense,10M,388M,98M,147M,49M
EBIT after Unusual Expense,2.23B,2.15B,2.45B,3.26B,4.47B
Non Operating Income/Expense,(32M),140M,462M,1.93B,(191M)
Non-Operating Interest Income,-,168M,197M,88M,57M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,-,77M,115M,209M,232M
Interest Expense Growth,-,-,49.35%,81.74%,11.00%
Gross Interest Expense,-,77M,115M,209M,232M
Interest Capitalized,-,-,-,-,-
Pretax Income,2.2B,2.38B,3B,5.07B,4.1B
Pretax Income Growth,-,8.00%,26.18%,68.95%,-19.07%
Pretax Margin,-,-,-,-,16.04%
Income Tax,405M,319M,539M,863M,(70M)
Income Tax - Current Domestic,1.56B,212M,179M,453M,86M
Income Tax - Current Foreign,146M,278M,629M,245M,326M
Income Tax - Deferred Domestic,(1.31B),(150M),(146M),227M,(446M)
Income Tax - Deferred Foreign,8M,(21M),(123M),(62M),(36M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,1.8B,2.06B,2.46B,4.2B,4.17B
Minority Interest Expense,-,-,-,-,-
Net Income,1.8B,2.06B,2.46B,4.2B,4.17B
Net Income Growth,-,14.60%,19.54%,70.88%,-0.79%
Net Margin Growth,-,-,-,-,16.31%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,1.8B,2.06B,2.46B,4.2B,4.17B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,1.8B,2.06B,2.46B,4.2B,4.17B
EPS (Basic),1.49,1.74,2.09,3.58,3.55
EPS (Basic) Growth,-,16.60%,20.57%,71.03%,-0.87%
Basic Shares Outstanding,1.2B,1.18B,1.17B,1.17B,1.17B
EPS (Diluted),1.47,1.71,2.07,3.54,3.52
EPS (Diluted) Growth,-,16.32%,21.05%,71.02%,-0.70%
Diluted Shares Outstanding,1.22B,1.2B,1.19B,1.19B,1.19B
EBITDA,2.79B,3.05B,3.17B,4.6B,5.78B
EBITDA Growth,-,9.41%,3.91%,45.20%,25.71%
EBITDA Margin,-,-,-,-,22.61%
