Item,2017,2018,2019,2020,2021
Sales/Revenue,6.9B,10.55B,11.13B,10.64B,12.19B
Sales Growth,-,52.87%,5.58%,-4.43%,14.53%
Cost of Goods Sold (COGS) incl. D&A,2.95B,5.32B,5.17B,5.22B,6.2B
COGS Growth,-,80.06%,-2.84%,1.03%,18.79%
COGS excluding D&A,2.62B,3.92B,3.82B,3.86B,4.62B
Depreciation & Amortization Expense,330M,1.4B,1.35B,1.36B,1.58B
Depreciation,150M,229M,207M,267M,311M
Amortization of Intangibles,180M,1.17B,1.14B,1.09B,1.27B
Gross Income,3.94B,5.23B,5.97B,5.42B,5.98B
Gross Income Growth,-,32.51%,14.14%,-9.15%,10.43%
Gross Profit Margin,-,-,-,-,49.11%
SG&A Expense,1.69B,2.62B,2.82B,2.72B,3.92B
SGA Growth,-,55.12%,7.52%,-3.37%,44.05%
Research & Development,-,-,-,-,-
Other SG&A,-,-,-,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,1.63B,799M,200M,101M,147M
EBIT after Unusual Expense,622M,(799M),2.95B,2.6B,1.92B
Non Operating Income/Expense,(95M),6M,45M,(81M),190M
Non-Operating Interest Income,21M,15M,22M,10M,18M
Equity in Affiliates (Pretax),(211M),(63M),(2M),(105M),(18M)
Interest Expense,474M,743M,719M,692M,673M
Interest Expense Growth,-,56.75%,-3.23%,-3.76%,-2.75%
Gross Interest Expense,474M,743M,719M,692M,673M
Interest Capitalized,-,-,-,-,-
Pretax Income,(137M),1.02B,2.29B,1.73B,1.43B
Pretax Income Growth,-,845.99%,124.46%,-24.67%,-17.07%
Pretax Margin,-,-,-,-,11.76%
Income Tax,176M,341M,81M,373M,236M
Income Tax - Current Domestic,222M,353M,453M,434M,581M
Income Tax - Current Foreign,153M,119M,132M,125M,166M
Income Tax - Deferred Domestic,(131M),(134M),(62M),(38M),(244M)
Income Tax - Deferred Foreign,(68M),3M,(442M),(148M),(267M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,(313M),681M,2.21B,1.36B,1.2B
Minority Interest Expense,24M,92M,164M,136M,175M
Net Income,(337M),589M,2.05B,1.22B,1.02B
Net Income Growth,-,274.78%,247.88%,-40.51%,-16.16%
Net Margin Growth,-,-,-,-,8.39%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,(337M),589M,2.05B,1.22B,1.02B
Preferred Dividends,(41M),60M,204M,128M,110M
Net Income Available to Common,(296M),529M,1.85B,1.09B,912M
EPS (Basic),(0.76),1.05,3.45,2.14,1.8
EPS (Basic) Growth,-,238.29%,228.56%,-37.97%,-15.91%
Basic Shares Outstanding,390M,504M,535M,510M,507M
EPS (Diluted),(0.76),0.85,2.86,1.8,1.53
EPS (Diluted) Growth,-,211.82%,236.71%,-36.99%,-15.03%
Diluted Shares Outstanding,390M,694M,717M,677M,668M
EBITDA,2.59B,4B,4.5B,4.06B,3.65B
EBITDA Growth,-,54.89%,12.26%,-9.77%,-10.13%
EBITDA Margin,-,-,-,-,29.91%
