Item,2017,2018,2019,2020,2021
Sales/Revenue,3.98B,3.37B,4.91B,7.42B,8.52B
Sales Growth,-,-15.32%,45.91%,51.13%,14.82%
Cost of Goods Sold (COGS) incl. D&A,1.93B,1.1B,2.07B,3.65B,3.77B
COGS Growth,-,-43.21%,89.39%,76.04%,3.37%
COGS excluding D&A,1.48B,572.2M,1.13B,1.86B,1.88B
Depreciation & Amortization Expense,451.15M,522.81M,944.42M,1.79B,1.9B
Depreciation,113.27M,145.13M,211.2M,456.12M,504.12M
Amortization of Intangibles,337.88M,377.69M,667.14M,1.26B,1.3B
Gross Income,2.05B,2.27B,2.84B,3.77B,4.75B
Gross Income Growth,-,10.95%,24.95%,32.94%,25.90%
Gross Profit Margin,-,-,-,-,55.73%
SG&A Expense,1.48B,1.48B,1.79B,2.59B,2.99B
SGA Growth,-,0.20%,21.17%,44.38%,15.78%
Research & Development,-,-,-,-,-
Other SG&A,1.48B,1.48B,1.79B,2.59B,-
Other Operating Expense,-,-,-,(27.11M),-
Unusual Expense,13.06M,46.5M,255.6M,320M,397M
EBIT after Unusual Expense,558.87M,746.66M,791.42M,893.95M,1.36B
Non Operating Income/Expense,(5.67M),4.79M,(2.26M),(36.51M),(40.09M)
Non-Operating Interest Income,8.66M,11.12M,31.41M,43.55M,19.32M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,169.17M,200.41M,302.65M,307.04M,293.56M
Interest Expense Growth,-,18.46%,51.01%,1.45%,-4.39%
Gross Interest Expense,169.17M,200.41M,302.65M,307.04M,293.56M
Interest Capitalized,-,-,-,-,-
Pretax Income,392.68M,562.16M,517.93M,593.96M,1.04B
Pretax Income Growth,-,43.16%,-7.87%,14.68%,75.86%
Pretax Margin,-,-,-,-,12.25%
Income Tax,(101.39M),77.49M,62.19M,77.15M,169.03M
Income Tax - Current Domestic,-,138K,79.84M,160.02M,254.58M
Income Tax - Current Foreign,-,79.32M,90.9M,82.46M,103.78M
Income Tax - Deferred Domestic,-,(10.44M),(109.14M),(172.43M),(197.17M)
Income Tax - Deferred Foreign,-,8.47M,598K,7.11M,7.84M
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,13.54M,88.3M,112.35M
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,494.07M,484.67M,469.28M,605.1M,987.86M
Minority Interest Expense,25.65M,32.61M,38.66M,20.58M,22.4M
Net Income,468.43M,452.05M,430.61M,584.52M,965.46M
Net Income Growth,-,-3.50%,-4.74%,35.74%,65.17%
Net Margin Growth,-,-,-,-,11.33%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,468.43M,452.05M,430.61M,584.52M,965.46M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,468.43M,452.05M,430.61M,584.52M,965.46M
EPS (Basic),3.03,2.85,2.17,1.95,3.3
EPS (Basic) Growth,-,-5.94%,-23.81%,-10.04%,68.88%
Basic Shares Outstanding,154.65M,158.67M,198.3M,299.22M,292.66M
EPS (Diluted),3.01,2.84,2.16,1.95,3.29
EPS (Diluted) Growth,-,-5.65%,-23.86%,-10.05%,69.03%
Diluted Shares Outstanding,155.53M,159.27M,199.13M,300.52M,293.67M
EBITDA,1.02B,1.32B,1.99B,3.01B,3.65B
EBITDA Growth,-,28.63%,51.33%,50.90%,21.50%
EBITDA Margin,-,-,-,-,42.84%
